Tanggal;Provinsi;Gejala Positif;Total
2021-06-02;BENGKULU;Sesak nafas;406
2021-06-10;BENGKULU;Sesak nafas;423
2021-06-12;BENGKULU;Sesak nafas;428
2021-06-13;BENGKULU;Sesak nafas;433
2021-03-24;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1603
2021-03-28;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1641
2021-04-07;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1739
2021-04-12;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1786
2021-04-15;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1823
2021-04-16;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1834
2021-04-17;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1842
2021-04-18;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1849
2021-04-19;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1858
2021-04-20;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1868
2021-04-21;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1879
2021-04-22;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1892
2021-04-23;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1899
2021-04-24;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1907
2021-04-25;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1918
2021-04-26;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1927
2021-04-27;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1935
2021-04-30;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1976
2021-05-01;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1982
2021-05-02;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;1991
2021-05-04;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2007
2021-05-06;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2030
2021-05-08;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2046
2021-05-10;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2060
2021-05-13;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2084
2021-05-14;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2089
2021-05-16;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2100
2021-05-19;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2126
2021-05-25;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2182
2021-05-26;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2192
2021-05-29;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2221
2021-05-31;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2237
2021-06-02;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2262
2021-06-10;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2372
2021-06-12;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2414
2021-06-13;DAERAH ISTIMEWA YOGYAKARTA;Sesak nafas;2438
2021-03-24;DKI JAKARTA;Sesak nafas;18688
2021-03-28;DKI JAKARTA;Sesak nafas;18985
2021-04-07;DKI JAKARTA;Sesak nafas;19417
2021-04-12;DKI JAKARTA;Sesak nafas;19665
2021-04-15;DKI JAKARTA;Sesak nafas;19805
2021-04-16;DKI JAKARTA;Sesak nafas;19854
2021-04-17;DKI JAKARTA;Sesak nafas;19906
2021-04-18;DKI JAKARTA;Sesak nafas;19954
2021-04-19;DKI JAKARTA;Sesak nafas;20002
2021-04-20;DKI JAKARTA;Sesak nafas;20025
2021-04-21;DKI JAKARTA;Sesak nafas;20056
2021-04-22;DKI JAKARTA;Sesak nafas;20119
2021-04-23;DKI JAKARTA;Sesak nafas;20163
2021-04-24;DKI JAKARTA;Sesak nafas;20208
2021-04-25;DKI JAKARTA;Sesak nafas;20253
2021-04-26;DKI JAKARTA;Sesak nafas;20291
2021-04-27;DKI JAKARTA;Sesak nafas;20310
2021-04-30;DKI JAKARTA;Sesak nafas;20431
2021-05-01;DKI JAKARTA;Sesak nafas;20477
2021-05-02;DKI JAKARTA;Sesak nafas;20520
2021-05-04;DKI JAKARTA;Sesak nafas;20579
2021-05-06;DKI JAKARTA;Sesak nafas;20666
2021-05-08;DKI JAKARTA;Sesak nafas;20742
2021-05-10;DKI JAKARTA;Sesak nafas;20817
2021-05-13;DKI JAKARTA;Sesak nafas;20909
2021-05-14;DKI JAKARTA;Sesak nafas;20941
2021-05-16;DKI JAKARTA;Sesak nafas;20960
2021-05-19;DKI JAKARTA;Sesak nafas;21023
2021-05-25;DKI JAKARTA;Sesak nafas;21261
2021-05-26;DKI JAKARTA;Sesak nafas;21291
2021-05-29;DKI JAKARTA;Sesak nafas;21413
2021-05-31;DKI JAKARTA;Sesak nafas;21503
2021-06-02;DKI JAKARTA;Sesak nafas;21559
2021-06-10;DKI JAKARTA;Sesak nafas;22028
2021-06-12;DKI JAKARTA;Sesak nafas;22265
2021-06-13;DKI JAKARTA;Sesak nafas;22404
2021-03-24;GORONTALO;Sesak nafas;254
2021-03-28;GORONTALO;Sesak nafas;256
2021-04-07;GORONTALO;Sesak nafas;261
2021-04-12;GORONTALO;Sesak nafas;263
2021-04-15;GORONTALO;Sesak nafas;265
2021-04-16;GORONTALO;Sesak nafas;265
2021-04-17;GORONTALO;Sesak nafas;266
2021-04-18;GORONTALO;Sesak nafas;266
2021-04-19;GORONTALO;Sesak nafas;266
2021-04-20;GORONTALO;Sesak nafas;267
2021-04-21;GORONTALO;Sesak nafas;267
2021-04-22;GORONTALO;Sesak nafas;267
2021-04-23;GORONTALO;Sesak nafas;267
2021-04-24;GORONTALO;Sesak nafas;267
2021-04-25;GORONTALO;Sesak nafas;267
2021-04-26;GORONTALO;Sesak nafas;268
2021-04-27;GORONTALO;Sesak nafas;268
2021-04-30;GORONTALO;Sesak nafas;270
2021-05-01;GORONTALO;Sesak nafas;270
2021-05-02;GORONTALO;Sesak nafas;270
2021-05-04;GORONTALO;Sesak nafas;270
2021-05-06;GORONTALO;Sesak nafas;271
2021-05-08;GORONTALO;Sesak nafas;271
2021-05-10;GORONTALO;Sesak nafas;271
2021-05-13;GORONTALO;Sesak nafas;272
2021-05-14;GORONTALO;Sesak nafas;272
2021-05-16;GORONTALO;Sesak nafas;272
2021-05-19;GORONTALO;Sesak nafas;272
2021-05-25;GORONTALO;Sesak nafas;274
2021-05-26;GORONTALO;Sesak nafas;274
2021-05-29;GORONTALO;Sesak nafas;275
2021-05-31;GORONTALO;Sesak nafas;275
2021-06-02;GORONTALO;Sesak nafas;276
2021-06-10;GORONTALO;Sesak nafas;277
2021-06-12;GORONTALO;Sesak nafas;278
2021-06-13;GORONTALO;Sesak nafas;278
2021-03-24;JAMBI;Sesak nafas;299
2021-03-28;JAMBI;Sesak nafas;307
2021-04-07;JAMBI;Sesak nafas;326
2021-04-12;JAMBI;Sesak nafas;332
2021-04-15;JAMBI;Sesak nafas;339
2021-04-16;JAMBI;Sesak nafas;342
2021-04-17;JAMBI;Sesak nafas;345
2021-04-18;JAMBI;Sesak nafas;348
2021-04-19;JAMBI;Sesak nafas;349
2021-04-20;JAMBI;Sesak nafas;353
2021-04-21;JAMBI;Sesak nafas;355
2021-04-22;JAMBI;Sesak nafas;360
2021-04-23;JAMBI;Sesak nafas;362
2021-04-24;JAMBI;Sesak nafas;365
2021-04-25;JAMBI;Sesak nafas;367
2021-04-26;JAMBI;Sesak nafas;369
2021-04-27;JAMBI;Sesak nafas;370
2021-04-30;JAMBI;Sesak nafas;384
2021-05-01;JAMBI;Sesak nafas;387
2021-05-02;JAMBI;Sesak nafas;390
2021-05-04;JAMBI;Sesak nafas;397
2021-05-06;JAMBI;Sesak nafas;406
2021-05-08;JAMBI;Sesak nafas;415
2021-05-10;JAMBI;Sesak nafas;422
2021-05-13;JAMBI;Sesak nafas;429
2021-05-14;JAMBI;Sesak nafas;432
2021-05-16;JAMBI;Sesak nafas;434
2021-05-19;JAMBI;Sesak nafas;437
2021-05-25;JAMBI;Sesak nafas;457
2021-05-26;JAMBI;Sesak nafas;461
2021-05-29;JAMBI;Sesak nafas;472
2021-05-31;JAMBI;Sesak nafas;481
2021-06-02;JAMBI;Sesak nafas;488
2021-06-10;JAMBI;Sesak nafas;532
2021-06-12;JAMBI;Sesak nafas;544
2021-06-13;JAMBI;Sesak nafas;551
2021-03-24;JAWA BARAT;Sesak nafas;12187
2021-03-28;JAWA BARAT;Sesak nafas;12339
2021-04-07;JAWA BARAT;Sesak nafas;12762
2021-04-12;JAWA BARAT;Sesak nafas;13002
2021-04-15;JAWA BARAT;Sesak nafas;13214
2021-04-16;JAWA BARAT;Sesak nafas;13264
2021-04-17;JAWA BARAT;Sesak nafas;13306
2021-04-18;JAWA BARAT;Sesak nafas;13344
2021-04-19;JAWA BARAT;Sesak nafas;13415
2021-04-20;JAWA BARAT;Sesak nafas;13485
2021-04-21;JAWA BARAT;Sesak nafas;13536
2021-04-22;JAWA BARAT;Sesak nafas;13603
2021-04-23;JAWA BARAT;Sesak nafas;13657
2021-04-24;JAWA BARAT;Sesak nafas;13688
2021-04-25;JAWA BARAT;Sesak nafas;13722
2021-04-26;JAWA BARAT;Sesak nafas;13819
2021-04-27;JAWA BARAT;Sesak nafas;13878
2021-04-30;JAWA BARAT;Sesak nafas;14060
2021-05-01;JAWA BARAT;Sesak nafas;14098
2021-05-02;JAWA BARAT;Sesak nafas;14132
2021-05-04;JAWA BARAT;Sesak nafas;14242
2021-05-06;JAWA BARAT;Sesak nafas;14343
2021-05-08;JAWA BARAT;Sesak nafas;14552
2021-05-10;JAWA BARAT;Sesak nafas;14630
2021-05-13;JAWA BARAT;Sesak nafas;14759
2021-05-14;JAWA BARAT;Sesak nafas;14789
2021-05-16;JAWA BARAT;Sesak nafas;14865
2021-05-19;JAWA BARAT;Sesak nafas;15050
2021-05-25;JAWA BARAT;Sesak nafas;15392
2021-05-26;JAWA BARAT;Sesak nafas;15425
2021-05-29;JAWA BARAT;Sesak nafas;15600
2021-05-31;JAWA BARAT;Sesak nafas;15697
2021-06-02;JAWA BARAT;Sesak nafas;15789
2021-06-10;JAWA BARAT;Sesak nafas;16276
2021-06-12;JAWA BARAT;Sesak nafas;16385
2021-06-13;JAWA BARAT;Sesak nafas;16447
2021-03-24;JAWA TENGAH;Sesak nafas;8313
2021-03-28;JAWA TENGAH;Sesak nafas;8364
2021-04-07;JAWA TENGAH;Sesak nafas;8594
2021-04-12;JAWA TENGAH;Sesak nafas;8723
2021-04-15;JAWA TENGAH;Sesak nafas;8844
2021-04-16;JAWA TENGAH;Sesak nafas;8877
2021-04-17;JAWA TENGAH;Sesak nafas;8903
2021-04-18;JAWA TENGAH;Sesak nafas;8923
2021-04-19;JAWA TENGAH;Sesak nafas;8957
2021-04-20;JAWA TENGAH;Sesak nafas;8991
2021-04-21;JAWA TENGAH;Sesak nafas;9024
2021-04-22;JAWA TENGAH;Sesak nafas;9054
2021-04-23;JAWA TENGAH;Sesak nafas;9073
2021-04-24;JAWA TENGAH;Sesak nafas;9089
2021-04-25;JAWA TENGAH;Sesak nafas;9101
2021-04-26;JAWA TENGAH;Sesak nafas;9134
2021-04-27;JAWA TENGAH;Sesak nafas;9151
2021-04-30;JAWA TENGAH;Sesak nafas;9212
2021-05-01;JAWA TENGAH;Sesak nafas;9222
2021-05-02;JAWA TENGAH;Sesak nafas;9231
2021-05-04;JAWA TENGAH;Sesak nafas;9276
2021-05-06;JAWA TENGAH;Sesak nafas;9320
2021-05-08;JAWA TENGAH;Sesak nafas;9354
2021-05-10;JAWA TENGAH;Sesak nafas;9403
2021-05-13;JAWA TENGAH;Sesak nafas;9460
2021-05-14;JAWA TENGAH;Sesak nafas;9468
2021-05-16;JAWA TENGAH;Sesak nafas;9498
2021-05-19;JAWA TENGAH;Sesak nafas;9579
2021-05-25;JAWA TENGAH;Sesak nafas;9762
2021-05-26;JAWA TENGAH;Sesak nafas;9789
2021-05-29;JAWA TENGAH;Sesak nafas;9910
2021-05-31;JAWA TENGAH;Sesak nafas;10004
2021-06-02;JAWA TENGAH;Sesak nafas;10084
2021-06-10;JAWA TENGAH;Sesak nafas;10558
2021-06-12;JAWA TENGAH;Sesak nafas;10655
2021-06-13;JAWA TENGAH;Sesak nafas;10784
2021-03-24;JAWA TIMUR;Sesak nafas;6874
2021-03-28;JAWA TIMUR;Sesak nafas;6935
2021-04-07;JAWA TIMUR;Sesak nafas;7071
2021-04-12;JAWA TIMUR;Sesak nafas;7140
2021-04-15;JAWA TIMUR;Sesak nafas;7181
2021-04-16;JAWA TIMUR;Sesak nafas;7195
2021-04-17;JAWA TIMUR;Sesak nafas;7209
2021-04-18;JAWA TIMUR;Sesak nafas;7221
2021-04-19;JAWA TIMUR;Sesak nafas;7234
2021-04-20;JAWA TIMUR;Sesak nafas;7247
2021-04-21;JAWA TIMUR;Sesak nafas;7262
2021-04-22;JAWA TIMUR;Sesak nafas;7277
2021-04-23;JAWA TIMUR;Sesak nafas;7292
2021-04-24;JAWA TIMUR;Sesak nafas;7304
2021-04-25;JAWA TIMUR;Sesak nafas;7316
2021-04-26;JAWA TIMUR;Sesak nafas;7329
2021-04-27;JAWA TIMUR;Sesak nafas;7340
2021-04-30;JAWA TIMUR;Sesak nafas;7387
2021-05-01;JAWA TIMUR;Sesak nafas;7399
2021-05-02;JAWA TIMUR;Sesak nafas;7409
2021-05-04;JAWA TIMUR;Sesak nafas;7434
2021-05-06;JAWA TIMUR;Sesak nafas;7461
2021-05-08;JAWA TIMUR;Sesak nafas;7484
2021-05-10;JAWA TIMUR;Sesak nafas;7505
2021-05-13;JAWA TIMUR;Sesak nafas;7538
2021-05-14;JAWA TIMUR;Sesak nafas;7545
2021-05-16;JAWA TIMUR;Sesak nafas;7562
2021-05-19;JAWA TIMUR;Sesak nafas;7597
2021-05-25;JAWA TIMUR;Sesak nafas;7667
2021-05-26;JAWA TIMUR;Sesak nafas;7680
2021-05-29;JAWA TIMUR;Sesak nafas;7716
2021-05-31;JAWA TIMUR;Sesak nafas;7739
2021-06-02;JAWA TIMUR;Sesak nafas;7762
2021-06-10;JAWA TIMUR;Sesak nafas;7892
2021-06-12;JAWA TIMUR;Sesak nafas;7932
2021-06-13;JAWA TIMUR;Sesak nafas;7953
2021-03-24;KALIMANTAN BARAT;Sesak nafas;282
2021-03-28;KALIMANTAN BARAT;Sesak nafas;290
2021-04-07;KALIMANTAN BARAT;Sesak nafas;308
2021-04-12;KALIMANTAN BARAT;Sesak nafas;321
2021-04-15;KALIMANTAN BARAT;Sesak nafas;334
2021-04-16;KALIMANTAN BARAT;Sesak nafas;339
2021-04-17;KALIMANTAN BARAT;Sesak nafas;343
2021-04-18;KALIMANTAN BARAT;Sesak nafas;347
2021-04-19;KALIMANTAN BARAT;Sesak nafas;347
2021-04-20;KALIMANTAN BARAT;Sesak nafas;351
2021-04-21;KALIMANTAN BARAT;Sesak nafas;356
2021-04-22;KALIMANTAN BARAT;Sesak nafas;361
2021-04-23;KALIMANTAN BARAT;Sesak nafas;366
2021-04-24;KALIMANTAN BARAT;Sesak nafas;370
2021-04-25;KALIMANTAN BARAT;Sesak nafas;372
2021-04-26;KALIMANTAN BARAT;Sesak nafas;372
2021-04-27;KALIMANTAN BARAT;Sesak nafas;375
2021-04-30;KALIMANTAN BARAT;Sesak nafas;387
2021-05-01;KALIMANTAN BARAT;Sesak nafas;392
2021-05-02;KALIMANTAN BARAT;Sesak nafas;397
2021-05-04;KALIMANTAN BARAT;Sesak nafas;402
2021-05-06;KALIMANTAN BARAT;Sesak nafas;414
2021-05-08;KALIMANTAN BARAT;Sesak nafas;425
2021-05-10;KALIMANTAN BARAT;Sesak nafas;434
2021-05-13;KALIMANTAN BARAT;Sesak nafas;450
2021-05-14;KALIMANTAN BARAT;Sesak nafas;456
2021-05-16;KALIMANTAN BARAT;Sesak nafas;464
2021-05-19;KALIMANTAN BARAT;Sesak nafas;480
2021-05-25;KALIMANTAN BARAT;Sesak nafas;512
2021-05-26;KALIMANTAN BARAT;Sesak nafas;518
2021-05-29;KALIMANTAN BARAT;Sesak nafas;534
2021-05-31;KALIMANTAN BARAT;Sesak nafas;543
2021-06-02;KALIMANTAN BARAT;Sesak nafas;553
2021-06-10;KALIMANTAN BARAT;Sesak nafas;595
2021-06-12;KALIMANTAN BARAT;Sesak nafas;610
2021-06-13;KALIMANTAN BARAT;Sesak nafas;617
2021-03-24;KALIMANTAN SELATAN;Sesak nafas;1308
2021-03-28;KALIMANTAN SELATAN;Sesak nafas;1356
2021-04-07;KALIMANTAN SELATAN;Sesak nafas;1466
2021-04-12;KALIMANTAN SELATAN;Sesak nafas;1524
2021-04-15;KALIMANTAN SELATAN;Sesak nafas;1555
2021-04-16;KALIMANTAN SELATAN;Sesak nafas;1563
2021-04-17;KALIMANTAN SELATAN;Sesak nafas;1570
2021-04-18;KALIMANTAN SELATAN;Sesak nafas;1580
2021-04-19;KALIMANTAN SELATAN;Sesak nafas;1581
2021-04-20;KALIMANTAN SELATAN;Sesak nafas;1589
2021-04-21;KALIMANTAN SELATAN;Sesak nafas;1593
2021-04-22;KALIMANTAN SELATAN;Sesak nafas;1604
2021-04-23;KALIMANTAN SELATAN;Sesak nafas;1613
2021-04-24;KALIMANTAN SELATAN;Sesak nafas;1622
2021-04-25;KALIMANTAN SELATAN;Sesak nafas;1625
2021-04-26;KALIMANTAN SELATAN;Sesak nafas;1626
2021-04-27;KALIMANTAN SELATAN;Sesak nafas;1631
2021-04-30;KALIMANTAN SELATAN;Sesak nafas;1648
2021-05-01;KALIMANTAN SELATAN;Sesak nafas;1652
2021-05-02;KALIMANTAN SELATAN;Sesak nafas;1653
2021-05-04;KALIMANTAN SELATAN;Sesak nafas;1657
2021-05-06;KALIMANTAN SELATAN;Sesak nafas;1666
2021-05-08;KALIMANTAN SELATAN;Sesak nafas;1679
2021-05-10;KALIMANTAN SELATAN;Sesak nafas;1683
2021-05-13;KALIMANTAN SELATAN;Sesak nafas;1691
2021-05-14;KALIMANTAN SELATAN;Sesak nafas;1692
2021-05-16;KALIMANTAN SELATAN;Sesak nafas;1694
2021-05-19;KALIMANTAN SELATAN;Sesak nafas;1700
2021-05-25;KALIMANTAN SELATAN;Sesak nafas;1718
2021-05-26;KALIMANTAN SELATAN;Sesak nafas;1722
2021-05-29;KALIMANTAN SELATAN;Sesak nafas;1734
2021-05-31;KALIMANTAN SELATAN;Sesak nafas;1738
2021-06-02;KALIMANTAN SELATAN;Sesak nafas;1741
2021-06-10;KALIMANTAN SELATAN;Sesak nafas;1760
2021-06-12;KALIMANTAN SELATAN;Sesak nafas;1763
2021-06-13;KALIMANTAN SELATAN;Sesak nafas;1764
2021-03-24;KALIMANTAN TENGAH;Sesak nafas;821
2021-03-28;KALIMANTAN TENGAH;Sesak nafas;846
2021-04-07;KALIMANTAN TENGAH;Sesak nafas;892
2021-04-12;KALIMANTAN TENGAH;Sesak nafas;918
2021-04-15;KALIMANTAN TENGAH;Sesak nafas;931
2021-04-16;KALIMANTAN TENGAH;Sesak nafas;937
2021-04-17;KALIMANTAN TENGAH;Sesak nafas;943
2021-04-18;KALIMANTAN TENGAH;Sesak nafas;948
2021-04-19;KALIMANTAN TENGAH;Sesak nafas;952
2021-04-20;KALIMANTAN TENGAH;Sesak nafas;959
2021-04-21;KALIMANTAN TENGAH;Sesak nafas;964
2021-04-22;KALIMANTAN TENGAH;Sesak nafas;967
2021-04-23;KALIMANTAN TENGAH;Sesak nafas;971
2021-04-24;KALIMANTAN TENGAH;Sesak nafas;977
2021-04-25;KALIMANTAN TENGAH;Sesak nafas;981
2021-04-26;KALIMANTAN TENGAH;Sesak nafas;986
2021-04-27;KALIMANTAN TENGAH;Sesak nafas;989
2021-04-30;KALIMANTAN TENGAH;Sesak nafas;1004
2021-05-01;KALIMANTAN TENGAH;Sesak nafas;1009
2021-05-02;KALIMANTAN TENGAH;Sesak nafas;1011
2021-05-04;KALIMANTAN TENGAH;Sesak nafas;1020
2021-05-06;KALIMANTAN TENGAH;Sesak nafas;1028
2021-05-08;KALIMANTAN TENGAH;Sesak nafas;1039
2021-05-10;KALIMANTAN TENGAH;Sesak nafas;1046
2021-05-13;KALIMANTAN TENGAH;Sesak nafas;1056
2021-05-14;KALIMANTAN TENGAH;Sesak nafas;1059
2021-05-16;KALIMANTAN TENGAH;Sesak nafas;1063
2021-05-19;KALIMANTAN TENGAH;Sesak nafas;1074
2021-05-25;KALIMANTAN TENGAH;Sesak nafas;1100
2021-05-26;KALIMANTAN TENGAH;Sesak nafas;1104
2021-05-29;KALIMANTAN TENGAH;Sesak nafas;1119
2021-05-31;KALIMANTAN TENGAH;Sesak nafas;1128
2021-06-02;KALIMANTAN TENGAH;Sesak nafas;1135
2021-06-10;KALIMANTAN TENGAH;Sesak nafas;1174
2021-06-12;KALIMANTAN TENGAH;Sesak nafas;1183
2021-06-13;KALIMANTAN TENGAH;Sesak nafas;1188
2021-03-24;KALIMANTAN TIMUR;Sesak nafas;3108
2021-03-28;KALIMANTAN TIMUR;Sesak nafas;3155
2021-04-07;KALIMANTAN TIMUR;Sesak nafas;3243
2021-04-12;KALIMANTAN TIMUR;Sesak nafas;3285
2021-04-15;KALIMANTAN TIMUR;Sesak nafas;3312
2021-04-16;KALIMANTAN TIMUR;Sesak nafas;3318
2021-04-17;KALIMANTAN TIMUR;Sesak nafas;3329
2021-04-18;KALIMANTAN TIMUR;Sesak nafas;3338
2021-04-19;KALIMANTAN TIMUR;Sesak nafas;3344
2021-04-20;KALIMANTAN TIMUR;Sesak nafas;3351
2021-04-21;KALIMANTAN TIMUR;Sesak nafas;3361
2021-04-22;KALIMANTAN TIMUR;Sesak nafas;3370
2021-04-23;KALIMANTAN TIMUR;Sesak nafas;3379
2021-04-24;KALIMANTAN TIMUR;Sesak nafas;3387
2021-04-25;KALIMANTAN TIMUR;Sesak nafas;3395
2021-04-26;KALIMANTAN TIMUR;Sesak nafas;3399
2021-04-27;KALIMANTAN TIMUR;Sesak nafas;3407
2021-04-30;KALIMANTAN TIMUR;Sesak nafas;3431
2021-05-01;KALIMANTAN TIMUR;Sesak nafas;3438
2021-05-02;KALIMANTAN TIMUR;Sesak nafas;3441
2021-05-04;KALIMANTAN TIMUR;Sesak nafas;3452
2021-05-06;KALIMANTAN TIMUR;Sesak nafas;3464
2021-05-08;KALIMANTAN TIMUR;Sesak nafas;3475
2021-05-10;KALIMANTAN TIMUR;Sesak nafas;3484
2021-05-13;KALIMANTAN TIMUR;Sesak nafas;3498
2021-05-14;KALIMANTAN TIMUR;Sesak nafas;3499
2021-05-16;KALIMANTAN TIMUR;Sesak nafas;3504
2021-05-19;KALIMANTAN TIMUR;Sesak nafas;3520
2021-05-25;KALIMANTAN TIMUR;Sesak nafas;3551
2021-05-26;KALIMANTAN TIMUR;Sesak nafas;3555
2021-05-29;KALIMANTAN TIMUR;Sesak nafas;3569
2021-05-31;KALIMANTAN TIMUR;Sesak nafas;3580
2021-06-02;KALIMANTAN TIMUR;Sesak nafas;3588
2021-06-10;KALIMANTAN TIMUR;Sesak nafas;3622
2021-06-12;KALIMANTAN TIMUR;Sesak nafas;3630
2021-06-13;KALIMANTAN TIMUR;Sesak nafas;3635
2021-03-24;KALIMANTAN UTARA;Sesak nafas;544
2021-03-28;KALIMANTAN UTARA;Sesak nafas;553
2021-04-07;KALIMANTAN UTARA;Sesak nafas;565
2021-04-12;KALIMANTAN UTARA;Sesak nafas;570
2021-04-15;KALIMANTAN UTARA;Sesak nafas;573
2021-04-16;KALIMANTAN UTARA;Sesak nafas;573
2021-04-17;KALIMANTAN UTARA;Sesak nafas;574
2021-04-18;KALIMANTAN UTARA;Sesak nafas;577
2021-04-19;KALIMANTAN UTARA;Sesak nafas;578
2021-04-20;KALIMANTAN UTARA;Sesak nafas;579
2021-04-21;KALIMANTAN UTARA;Sesak nafas;579
2021-04-22;KALIMANTAN UTARA;Sesak nafas;580
2021-04-23;KALIMANTAN UTARA;Sesak nafas;581
2021-04-24;KALIMANTAN UTARA;Sesak nafas;582
2021-04-25;KALIMANTAN UTARA;Sesak nafas;583
2021-04-26;KALIMANTAN UTARA;Sesak nafas;584
2021-04-27;KALIMANTAN UTARA;Sesak nafas;585
2021-04-30;KALIMANTAN UTARA;Sesak nafas;587
2021-05-01;KALIMANTAN UTARA;Sesak nafas;588
2021-05-02;KALIMANTAN UTARA;Sesak nafas;589
2021-05-04;KALIMANTAN UTARA;Sesak nafas;591
2021-05-06;KALIMANTAN UTARA;Sesak nafas;592
2021-05-08;KALIMANTAN UTARA;Sesak nafas;593
2021-05-10;KALIMANTAN UTARA;Sesak nafas;594
2021-05-13;KALIMANTAN UTARA;Sesak nafas;594
2021-05-14;KALIMANTAN UTARA;Sesak nafas;595
2021-05-16;KALIMANTAN UTARA;Sesak nafas;595
2021-05-19;KALIMANTAN UTARA;Sesak nafas;597
2021-05-25;KALIMANTAN UTARA;Sesak nafas;609
2021-05-26;KALIMANTAN UTARA;Sesak nafas;609
2021-05-29;KALIMANTAN UTARA;Sesak nafas;612
2021-05-31;KALIMANTAN UTARA;Sesak nafas;614
2021-06-02;KALIMANTAN UTARA;Sesak nafas;615
2021-06-10;KALIMANTAN UTARA;Sesak nafas;621
2021-06-12;KALIMANTAN UTARA;Sesak nafas;622
2021-06-13;KALIMANTAN UTARA;Sesak nafas;623
2021-03-24;KEPULAUAN BANGKA BELITUNG;Sesak nafas;441
2021-03-28;KEPULAUAN BANGKA BELITUNG;Sesak nafas;457
2021-04-07;KEPULAUAN BANGKA BELITUNG;Sesak nafas;494
2021-04-12;KEPULAUAN BANGKA BELITUNG;Sesak nafas;519
2021-04-15;KEPULAUAN BANGKA BELITUNG;Sesak nafas;541
2021-04-16;KEPULAUAN BANGKA BELITUNG;Sesak nafas;548
2021-04-17;KEPULAUAN BANGKA BELITUNG;Sesak nafas;553
2021-04-18;KEPULAUAN BANGKA BELITUNG;Sesak nafas;559
2021-04-19;KEPULAUAN BANGKA BELITUNG;Sesak nafas;563
2021-04-20;KEPULAUAN BANGKA BELITUNG;Sesak nafas;570
2021-04-21;KEPULAUAN BANGKA BELITUNG;Sesak nafas;578
2021-04-22;KEPULAUAN BANGKA BELITUNG;Sesak nafas;585
2021-04-23;KEPULAUAN BANGKA BELITUNG;Sesak nafas;602
2021-04-24;KEPULAUAN BANGKA BELITUNG;Sesak nafas;610
2021-04-25;KEPULAUAN BANGKA BELITUNG;Sesak nafas;623
2021-04-26;KEPULAUAN BANGKA BELITUNG;Sesak nafas;633
2021-04-27;KEPULAUAN BANGKA BELITUNG;Sesak nafas;641
2021-04-30;KEPULAUAN BANGKA BELITUNG;Sesak nafas;672
2021-05-01;KEPULAUAN BANGKA BELITUNG;Sesak nafas;682
2021-05-02;KEPULAUAN BANGKA BELITUNG;Sesak nafas;687
2021-05-04;KEPULAUAN BANGKA BELITUNG;Sesak nafas;699
2021-05-06;KEPULAUAN BANGKA BELITUNG;Sesak nafas;714
2021-05-08;KEPULAUAN BANGKA BELITUNG;Sesak nafas;737
2021-05-10;KEPULAUAN BANGKA BELITUNG;Sesak nafas;752
2021-05-13;KEPULAUAN BANGKA BELITUNG;Sesak nafas;773
2021-05-14;KEPULAUAN BANGKA BELITUNG;Sesak nafas;777
2021-05-16;KEPULAUAN BANGKA BELITUNG;Sesak nafas;782
2021-05-19;KEPULAUAN BANGKA BELITUNG;Sesak nafas;803
2021-05-25;KEPULAUAN BANGKA BELITUNG;Sesak nafas;858
2021-05-26;KEPULAUAN BANGKA BELITUNG;Sesak nafas;872
