Tanggal;Provinsi;Target;Jumlah.Target;Jumlah.Vaksinasi.1;Jumlah.Vaksinasi.2
2021-03-16;Jawa Barat;Tenaga Kesehatan;1336;516;324
2021-03-17;Jawa Barat;Tenaga Kesehatan;1336;516;325
2021-03-18;Jawa Barat;Tenaga Kesehatan;1336;517;328
2021-03-19;Jawa Barat;Tenaga Kesehatan;1336;517;329
2021-03-20;Jawa Barat;Tenaga Kesehatan;1336;519;333
2021-03-21;Jawa Barat;Tenaga Kesehatan;1336;519;338
2021-03-22;Jawa Barat;Tenaga Kesehatan;1336;519;339
2021-03-23;Jawa Barat;Tenaga Kesehatan;1336;520;341
2021-03-24;Jawa Barat;Tenaga Kesehatan;1336;521;342
2021-03-25;Jawa Barat;Tenaga Kesehatan;1336;523;342
2021-03-26;Jawa Barat;Tenaga Kesehatan;1336;524;343
2021-03-27;Jawa Barat;Tenaga Kesehatan;1336;525;344
2021-03-28;Jawa Barat;Tenaga Kesehatan;1336;527;345
2021-03-29;Jawa Barat;Tenaga Kesehatan;1336;529;345
2021-03-30;Jawa Barat;Tenaga Kesehatan;1336;530;346
2021-03-31;Jawa Barat;Tenaga Kesehatan;1336;530;348
2021-04-01;Jawa Barat;Tenaga Kesehatan;1336;532;350
2021-04-02;Jawa Barat;Tenaga Kesehatan;1336;532;353
2021-04-03;Jawa Barat;Tenaga Kesehatan;1336;539;355
2021-04-04;Jawa Barat;Tenaga Kesehatan;1336;541;355
2021-04-05;Jawa Barat;Tenaga Kesehatan;1336;541;357
2021-04-06;Jawa Barat;Tenaga Kesehatan;1336;546;359
2021-04-07;Jawa Barat;Tenaga Kesehatan;1336;548;359
2021-04-08;Jawa Barat;Tenaga Kesehatan;1336;550;360
2021-04-09;Jawa Barat;Tenaga Kesehatan;1336;550;361
2021-04-10;Jawa Barat;Tenaga Kesehatan;1336;551;362
2021-04-11;Jawa Barat;Tenaga Kesehatan;1336;556;363
2021-04-12;Jawa Barat;Tenaga Kesehatan;1336;559;365
2021-04-13;Jawa Barat;Tenaga Kesehatan;1336;560;370
2021-04-14;Jawa Barat;Tenaga Kesehatan;1336;560;376
2021-04-15;Jawa Barat;Tenaga Kesehatan;1336;562;376
2021-04-16;Jawa Barat;Tenaga Kesehatan;1336;566;378
2021-04-17;Jawa Barat;Tenaga Kesehatan;1336;566;380
2021-04-18;Jawa Barat;Tenaga Kesehatan;1336;567;381
2021-04-19;Jawa Barat;Tenaga Kesehatan;1336;567;381
2021-04-20;Jawa Barat;Tenaga Kesehatan;1336;568;385
2021-04-21;Jawa Barat;Tenaga Kesehatan;1336;572;387
2021-04-22;Jawa Barat;Tenaga Kesehatan;1336;573;388
2021-04-23;Jawa Barat;Tenaga Kesehatan;1336;574;389
2021-04-24;Jawa Barat;Tenaga Kesehatan;1336;574;391
2021-04-25;Jawa Barat;Tenaga Kesehatan;1336;578;392
2021-04-26;Jawa Barat;Tenaga Kesehatan;1336;578;399
2021-04-27;Jawa Barat;Tenaga Kesehatan;1336;586;399
2021-04-28;Jawa Barat;Tenaga Kesehatan;1336;587;401
2021-04-29;Jawa Barat;Tenaga Kesehatan;1336;588;402
2021-04-30;Jawa Barat;Tenaga Kesehatan;1336;589;402
2021-05-01;Jawa Barat;Tenaga Kesehatan;1336;590;402
2021-05-02;Jawa Barat;Tenaga Kesehatan;1336;590;403
2021-05-03;Jawa Barat;Tenaga Kesehatan;1336;594;406
2021-05-04;Jawa Barat;Tenaga Kesehatan;1336;595;406
2021-05-05;Jawa Barat;Tenaga Kesehatan;1336;596;407
2021-05-06;Jawa Barat;Tenaga Kesehatan;1336;596;408
2021-05-07;Jawa Barat;Tenaga Kesehatan;1336;601;416
2021-05-08;Jawa Barat;Tenaga Kesehatan;1336;601;417
2021-05-09;Jawa Barat;Tenaga Kesehatan;1336;603;417
2021-05-10;Jawa Barat;Tenaga Kesehatan;1336;603;417
2021-05-11;Jawa Barat;Tenaga Kesehatan;1336;604;417
2021-05-12;Jawa Barat;Tenaga Kesehatan;1336;605;420
2021-05-13;Jawa Barat;Tenaga Kesehatan;1336;606;420
2021-05-14;Jawa Barat;Tenaga Kesehatan;1336;607;421
2021-05-15;Jawa Barat;Tenaga Kesehatan;1336;607;423
2021-05-16;Jawa Barat;Tenaga Kesehatan;1336;610;426
2021-05-17;Jawa Barat;Tenaga Kesehatan;1336;614;426
2021-05-18;Jawa Barat;Tenaga Kesehatan;1336;615;426
2021-05-19;Jawa Barat;Tenaga Kesehatan;1336;615;427
2021-05-20;Jawa Barat;Tenaga Kesehatan;1336;617;428
2021-05-21;Jawa Barat;Tenaga Kesehatan;1336;623;431
2021-05-22;Jawa Barat;Tenaga Kesehatan;1336;626;432
2021-05-23;Jawa Barat;Tenaga Kesehatan;1336;626;433
2021-05-24;Jawa Barat;Tenaga Kesehatan;1336;626;433
2021-05-25;Jawa Barat;Tenaga Kesehatan;1336;630;434
2021-05-26;Jawa Barat;Tenaga Kesehatan;1336;637;434
2021-05-27;Jawa Barat;Tenaga Kesehatan;1336;638;434
2021-05-28;Jawa Barat;Tenaga Kesehatan;1336;638;434
2021-05-29;Jawa Barat;Tenaga Kesehatan;1336;639;435
2021-05-30;Jawa Barat;Tenaga Kesehatan;1336;640;437
2021-05-31;Jawa Barat;Tenaga Kesehatan;1336;641;438
2021-06-01;Jawa Barat;Tenaga Kesehatan;1336;642;440
2021-06-02;Jawa Barat;Tenaga Kesehatan;1336;645;440
2021-06-03;Jawa Barat;Tenaga Kesehatan;1336;645;441
2021-06-04;Jawa Barat;Tenaga Kesehatan;1336;649;441
2021-06-05;Jawa Barat;Tenaga Kesehatan;1336;649;445
2021-06-06;Jawa Barat;Tenaga Kesehatan;1336;650;447
2021-06-07;Jawa Barat;Tenaga Kesehatan;1336;653;448
2021-06-08;Jawa Barat;Tenaga Kesehatan;1336;655;452
2021-06-09;Jawa Barat;Tenaga Kesehatan;1336;655;455
2021-06-10;Jawa Barat;Tenaga Kesehatan;1336;657;457
2021-06-11;Jawa Barat;Tenaga Kesehatan;1336;659;457
2021-06-12;Jawa Barat;Tenaga Kesehatan;1336;660;457
2021-06-13;Jawa Barat;Tenaga Kesehatan;1336;660;459
2021-06-14;Jawa Barat;Tenaga Kesehatan;1336;661;460
2021-03-05;Jawa Timur;Tenaga Kesehatan;1396;565;357
2021-03-06;Jawa Timur;Tenaga Kesehatan;1396;565;361
2021-03-07;Jawa Timur;Tenaga Kesehatan;1396;566;364
2021-03-08;Jawa Timur;Tenaga Kesehatan;1396;566;366
2021-03-09;Jawa Timur;Tenaga Kesehatan;1396;568;369
2021-03-10;Jawa Timur;Tenaga Kesehatan;1396;572;370
2021-03-11;Jawa Timur;Tenaga Kesehatan;1396;574;374
2021-03-12;Jawa Timur;Tenaga Kesehatan;1396;578;375
2021-03-13;Jawa Timur;Tenaga Kesehatan;1396;583;376
2021-03-14;Jawa Timur;Tenaga Kesehatan;1396;583;376
2021-03-15;Jawa Timur;Tenaga Kesehatan;1396;583;377
2021-03-16;Jawa Timur;Tenaga Kesehatan;1396;585;379
2021-03-17;Jawa Timur;Tenaga Kesehatan;1396;587;379
2021-03-18;Jawa Timur;Tenaga Kesehatan;1396;587;379
2021-03-19;Jawa Timur;Tenaga Kesehatan;1396;589;381
2021-03-20;Jawa Timur;Tenaga Kesehatan;1396;590;381
2021-03-21;Jawa Timur;Tenaga Kesehatan;1396;592;384
2021-03-22;Jawa Timur;Tenaga Kesehatan;1396;597;385
2021-03-23;Jawa Timur;Tenaga Kesehatan;1396;598;385
2021-03-24;Jawa Timur;Tenaga Kesehatan;1396;598;386
2021-03-25;Jawa Timur;Tenaga Kesehatan;1396;600;387
2021-03-26;Jawa Timur;Tenaga Kesehatan;1396;600;388
2021-03-27;Jawa Timur;Tenaga Kesehatan;1396;600;389
2021-03-28;Jawa Timur;Tenaga Kesehatan;1396;600;391
2021-03-29;Jawa Timur;Tenaga Kesehatan;1396;601;392
2021-03-30;Jawa Timur;Tenaga Kesehatan;1396;603;394
2021-03-31;Jawa Timur;Tenaga Kesehatan;1396;612;396
2021-04-01;Jawa Timur;Tenaga Kesehatan;1396;612;401
2021-04-02;Jawa Timur;Tenaga Kesehatan;1396;614;401
2021-04-03;Jawa Timur;Tenaga Kesehatan;1396;614;405
2021-04-04;Jawa Timur;Tenaga Kesehatan;1396;614;407
2021-04-05;Jawa Timur;Tenaga Kesehatan;1396;615;409
2021-04-06;Jawa Timur;Tenaga Kesehatan;1396;618;409
2021-04-07;Jawa Timur;Tenaga Kesehatan;1396;620;410
2021-04-08;Jawa Timur;Tenaga Kesehatan;1396;620;411
2021-04-09;Jawa Timur;Tenaga Kesehatan;1396;623;415
2021-04-10;Jawa Timur;Tenaga Kesehatan;1396;624;416
2021-04-11;Jawa Timur;Tenaga Kesehatan;1396;624;416
2021-04-12;Jawa Timur;Tenaga Kesehatan;1396;624;417
2021-04-13;Jawa Timur;Tenaga Kesehatan;1396;625;418
2021-04-14;Jawa Timur;Tenaga Kesehatan;1396;625;419
2021-04-15;Jawa Timur;Tenaga Kesehatan;1396;628;419
2021-04-16;Jawa Timur;Tenaga Kesehatan;1396;629;420
2021-04-17;Jawa Timur;Tenaga Kesehatan;1396;631;421
2021-04-18;Jawa Timur;Tenaga Kesehatan;1396;631;422
2021-04-19;Jawa Timur;Tenaga Kesehatan;1396;635;424
2021-04-20;Jawa Timur;Tenaga Kesehatan;1396;636;425
2021-04-21;Jawa Timur;Tenaga Kesehatan;1396;637;427
2021-04-22;Jawa Timur;Tenaga Kesehatan;1396;641;431
2021-04-23;Jawa Timur;Tenaga Kesehatan;1396;646;432
2021-04-24;Jawa Timur;Tenaga Kesehatan;1396;646;437
2021-04-25;Jawa Timur;Tenaga Kesehatan;1396;652;438
2021-04-26;Jawa Timur;Tenaga Kesehatan;1396;655;442
2021-04-27;Jawa Timur;Tenaga Kesehatan;1396;655;442
2021-04-28;Jawa Timur;Tenaga Kesehatan;1396;657;442
2021-04-29;Jawa Timur;Tenaga Kesehatan;1396;658;445
2021-04-30;Jawa Timur;Tenaga Kesehatan;1396;660;446
2021-05-01;Jawa Timur;Tenaga Kesehatan;1396;660;446
2021-05-02;Jawa Timur;Tenaga Kesehatan;1396;661;450
2021-05-03;Jawa Timur;Tenaga Kesehatan;1396;662;452
2021-05-04;Jawa Timur;Tenaga Kesehatan;1396;668;452
2021-05-05;Jawa Timur;Tenaga Kesehatan;1396;671;453
2021-05-06;Jawa Timur;Tenaga Kesehatan;1396;673;461
2021-05-07;Jawa Timur;Tenaga Kesehatan;1396;675;462
2021-05-08;Jawa Timur;Tenaga Kesehatan;1396;676;463
2021-05-09;Jawa Timur;Tenaga Kesehatan;1396;678;467
2021-05-10;Jawa Timur;Tenaga Kesehatan;1396;678;468
2021-05-11;Jawa Timur;Tenaga Kesehatan;1396;681;469
2021-05-12;Jawa Timur;Tenaga Kesehatan;1396;683;472
2021-05-13;Jawa Timur;Tenaga Kesehatan;1396;683;473
2021-05-14;Jawa Timur;Tenaga Kesehatan;1396;690;477
2021-05-15;Jawa Timur;Tenaga Kesehatan;1396;692;483
2021-05-16;Jawa Timur;Tenaga Kesehatan;1396;693;483
2021-05-17;Jawa Timur;Tenaga Kesehatan;1396;695;483
2021-05-18;Jawa Timur;Tenaga Kesehatan;1396;696;483
2021-05-19;Jawa Timur;Tenaga Kesehatan;1396;697;484
2021-05-20;Jawa Timur;Tenaga Kesehatan;1396;698;485
2021-05-21;Jawa Timur;Tenaga Kesehatan;1396;700;486
2021-05-22;Jawa Timur;Tenaga Kesehatan;1396;707;486
2021-05-23;Jawa Timur;Tenaga Kesehatan;1396;710;487
2021-05-24;Jawa Timur;Tenaga Kesehatan;1396;714;488
2021-05-25;Jawa Timur;Tenaga Kesehatan;1396;715;490
2021-05-26;Jawa Timur;Tenaga Kesehatan;1396;720;490
2021-05-27;Jawa Timur;Tenaga Kesehatan;1396;722;496
2021-05-28;Jawa Timur;Tenaga Kesehatan;1396;722;496
2021-05-29;Jawa Timur;Tenaga Kesehatan;1396;723;498
2021-05-30;Jawa Timur;Tenaga Kesehatan;1396;723;500
2021-05-31;Jawa Timur;Tenaga Kesehatan;1396;727;503
2021-06-01;Jawa Timur;Tenaga Kesehatan;1396;727;511
2021-06-02;Jawa Timur;Tenaga Kesehatan;1396;729;512
2021-06-03;Jawa Timur;Tenaga Kesehatan;1396;730;514
2021-06-04;Jawa Timur;Tenaga Kesehatan;1396;730;514
2021-06-05;Jawa Timur;Tenaga Kesehatan;1396;731;516
2021-06-06;Jawa Timur;Tenaga Kesehatan;1396;731;517
2021-06-07;Jawa Timur;Tenaga Kesehatan;1396;732;517
2021-06-08;Jawa Timur;Tenaga Kesehatan;1396;732;518
2021-06-09;Jawa Timur;Tenaga Kesehatan;1396;734;520
2021-06-10;Jawa Timur;Tenaga Kesehatan;1396;735;521
2021-06-11;Jawa Timur;Tenaga Kesehatan;1396;736;523
2021-06-12;Jawa Timur;Tenaga Kesehatan;1396;737;526
2021-06-13;Jawa Timur;Tenaga Kesehatan;1396;738;527
2021-06-14;Jawa Timur;Tenaga Kesehatan;1396;740;527
2021-03-05;Kalimantan Selatan;Tenaga Kesehatan;195;68;44
2021-03-06;Kalimantan Selatan;Tenaga Kesehatan;195;68;44
2021-03-07;Kalimantan Selatan;Tenaga Kesehatan;195;68;44
2021-03-08;Kalimantan Selatan;Tenaga Kesehatan;195;69;45
2021-03-09;Kalimantan Selatan;Tenaga Kesehatan;195;69;45
2021-03-10;Kalimantan Selatan;Tenaga Kesehatan;195;69;45
2021-03-11;Kalimantan Selatan;Tenaga Kesehatan;195;69;45
2021-03-12;Kalimantan Selatan;Tenaga Kesehatan;195;69;45
2021-03-13;Kalimantan Selatan;Tenaga Kesehatan;195;69;45
2021-03-14;Kalimantan Selatan;Tenaga Kesehatan;195;70;45
2021-03-15;Kalimantan Selatan;Tenaga Kesehatan;195;71;45
2021-03-16;Kalimantan Selatan;Tenaga Kesehatan;195;71;46
2021-03-17;Kalimantan Selatan;Tenaga Kesehatan;195;71;46
2021-03-18;Kalimantan Selatan;Tenaga Kesehatan;195;71;46
2021-03-19;Kalimantan Selatan;Tenaga Kesehatan;195;71;46
2021-03-20;Kalimantan Selatan;Tenaga Kesehatan;195;71;47
2021-03-21;Kalimantan Selatan;Tenaga Kesehatan;195;71;47
2021-03-22;Kalimantan Selatan;Tenaga Kesehatan;195;72;47
2021-03-23;Kalimantan Selatan;Tenaga Kesehatan;195;72;47
2021-03-24;Kalimantan Selatan;Tenaga Kesehatan;195;72;47
2021-03-25;Kalimantan Selatan;Tenaga Kesehatan;195;72;48
2021-03-26;Kalimantan Selatan;Tenaga Kesehatan;195;72;49
2021-03-27;Kalimantan Selatan;Tenaga Kesehatan;195;72;49
2021-03-28;Kalimantan Selatan;Tenaga Kesehatan;195;72;49
2021-03-29;Kalimantan Selatan;Tenaga Kesehatan;195;72;49
2021-03-30;Kalimantan Selatan;Tenaga Kesehatan;195;72;49
2021-03-31;Kalimantan Selatan;Tenaga Kesehatan;195;73;49
2021-04-01;Kalimantan Selatan;Tenaga Kesehatan;195;73;49
2021-04-02;Kalimantan Selatan;Tenaga Kesehatan;195;73;50
2021-04-03;Kalimantan Selatan;Tenaga Kesehatan;195;73;50
2021-04-04;Kalimantan Selatan;Tenaga Kesehatan;195;73;50
2021-04-05;Kalimantan Selatan;Tenaga Kesehatan;195;73;50
2021-04-06;Kalimantan Selatan;Tenaga Kesehatan;195;74;50
2021-04-07;Kalimantan Selatan;Tenaga Kesehatan;195;74;50
2021-04-08;Kalimantan Selatan;Tenaga Kesehatan;195;74;50
2021-04-09;Kalimantan Selatan;Tenaga Kesehatan;195;74;51
2021-04-10;Kalimantan Selatan;Tenaga Kesehatan;195;74;51
2021-04-11;Kalimantan Selatan;Tenaga Kesehatan;195;74;51
2021-04-12;Kalimantan Selatan;Tenaga Kesehatan;195;74;51
2021-04-13;Kalimantan Selatan;Tenaga Kesehatan;195;74;51
2021-04-14;Kalimantan Selatan;Tenaga Kesehatan;195;74;51
2021-04-15;Kalimantan Selatan;Tenaga Kesehatan;195;74;52
2021-04-16;Kalimantan Selatan;Tenaga Kesehatan;195;74;52
2021-04-17;Kalimantan Selatan;Tenaga Kesehatan;195;74;52
2021-04-18;Kalimantan Selatan;Tenaga Kesehatan;195;75;52
2021-04-19;Kalimantan Selatan;Tenaga Kesehatan;195;75;52
2021-04-20;Kalimantan Selatan;Tenaga Kesehatan;195;76;53
2021-04-21;Kalimantan Selatan;Tenaga Kesehatan;195;76;53
2021-04-22;Kalimantan Selatan;Tenaga Kesehatan;195;77;53
2021-04-23;Kalimantan Selatan;Tenaga Kesehatan;195;77;53
2021-04-24;Kalimantan Selatan;Tenaga Kesehatan;195;77;53
2021-04-25;Kalimantan Selatan;Tenaga Kesehatan;195;77;54
2021-04-26;Kalimantan Selatan;Tenaga Kesehatan;195;77;54
2021-04-27;Kalimantan Selatan;Tenaga Kesehatan;195;77;54
2021-04-28;Kalimantan Selatan;Tenaga Kesehatan;195;78;54
2021-04-29;Kalimantan Selatan;Tenaga Kesehatan;195;78;54
2021-04-30;Kalimantan Selatan;Tenaga Kesehatan;195;78;54
2021-05-01;Kalimantan Selatan;Tenaga Kesehatan;195;79;54
2021-05-02;Kalimantan Selatan;Tenaga Kesehatan;195;79;55
2021-05-03;Kalimantan Selatan;Tenaga Kesehatan;195;79;55
2021-05-04;Kalimantan Selatan;Tenaga Kesehatan;195;80;55
2021-05-05;Kalimantan Selatan;Tenaga Kesehatan;195;80;55
2021-05-06;Kalimantan Selatan;Tenaga Kesehatan;195;80;55
2021-05-07;Kalimantan Selatan;Tenaga Kesehatan;195;81;55
2021-05-08;Kalimantan Selatan;Tenaga Kesehatan;195;81;55
2021-05-09;Kalimantan Selatan;Tenaga Kesehatan;195;82;56
2021-05-10;Kalimantan Selatan;Tenaga Kesehatan;195;82;56
2021-05-11;Kalimantan Selatan;Tenaga Kesehatan;195;82;56
2021-05-12;Kalimantan Selatan;Tenaga Kesehatan;195;82;57
2021-05-13;Kalimantan Selatan;Tenaga Kesehatan;195;82;58
2021-05-14;Kalimantan Selatan;Tenaga Kesehatan;195;83;58
2021-05-15;Kalimantan Selatan;Tenaga Kesehatan;195;83;58
2021-05-16;Kalimantan Selatan;Tenaga Kesehatan;195;84;58
2021-05-17;Kalimantan Selatan;Tenaga Kesehatan;195;84;58
2021-05-18;Kalimantan Selatan;Tenaga Kesehatan;195;84;58
2021-05-19;Kalimantan Selatan;Tenaga Kesehatan;195;84;59
2021-05-20;Kalimantan Selatan;Tenaga Kesehatan;195;84;59
2021-05-21;Kalimantan Selatan;Tenaga Kesehatan;195;84;59
2021-05-22;Kalimantan Selatan;Tenaga Kesehatan;195;84;59
2021-05-23;Kalimantan Selatan;Tenaga Kesehatan;195;84;59
2021-05-24;Kalimantan Selatan;Tenaga Kesehatan;195;84;60
2021-05-25;Kalimantan Selatan;Tenaga Kesehatan;195;84;60
2021-05-26;Kalimantan Selatan;Tenaga Kesehatan;195;85;60
2021-05-27;Kalimantan Selatan;Tenaga Kesehatan;195;85;60
2021-05-28;Kalimantan Selatan;Tenaga Kesehatan;195;85;61
2021-05-29;Kalimantan Selatan;Tenaga Kesehatan;195;85;61
2021-05-30;Kalimantan Selatan;Tenaga Kesehatan;195;85;61
2021-05-31;Kalimantan Selatan;Tenaga Kesehatan;195;86;61
2021-06-01;Kalimantan Selatan;Tenaga Kesehatan;195;86;62
2021-06-02;Kalimantan Selatan;Tenaga Kesehatan;195;87;62
2021-06-03;Kalimantan Selatan;Tenaga Kesehatan;195;87;63
2021-06-04;Kalimantan Selatan;Tenaga Kesehatan;195;87;63
2021-06-05;Kalimantan Selatan;Tenaga Kesehatan;195;88;63
2021-06-06;Kalimantan Selatan;Tenaga Kesehatan;195;88;63
2021-06-07;Kalimantan Selatan;Tenaga Kesehatan;195;88;63
2021-06-08;Kalimantan Selatan;Tenaga Kesehatan;195;88;64
2021-06-09;Kalimantan Selatan;Tenaga Kesehatan;195;88;64
2021-06-10;Kalimantan Selatan;Tenaga Kesehatan;195;88;64
2021-06-11;Kalimantan Selatan;Tenaga Kesehatan;195;89;64
2021-06-12;Kalimantan Selatan;Tenaga Kesehatan;195;89;64
2021-06-13;Kalimantan Selatan;Tenaga Kesehatan;195;89;64
2021-06-14;Kalimantan Selatan;Tenaga Kesehatan;195;90;64
2021-03-05;Kalimantan Timur;Tenaga Kesehatan;207;80;50
2021-03-06;Kalimantan Timur;Tenaga Kesehatan;207;80;50
2021-03-07;Kalimantan Timur;Tenaga Kesehatan;207;80;50
2021-03-08;Kalimantan Timur;Tenaga Kesehatan;207;80;50
2021-03-09;Kalimantan Timur;Tenaga Kesehatan;207;80;50
2021-03-10;Kalimantan Timur;Tenaga Kesehatan;207;81;50
2021-03-11;Kalimantan Timur;Tenaga Kesehatan;207;81;51
2021-03-12;Kalimantan Timur;Tenaga Kesehatan;207;81;52
2021-03-13;Kalimantan Timur;Tenaga Kesehatan;207;81;52
2021-03-14;Kalimantan Timur;Tenaga Kesehatan;207;82;52
2021-03-15;Kalimantan Timur;Tenaga Kesehatan;207;82;52
2021-03-16;Kalimantan Timur;Tenaga Kesehatan;207;82;53
2021-03-17;Kalimantan Timur;Tenaga Kesehatan;207;82;53
2021-03-18;Kalimantan Timur;Tenaga Kesehatan;207;83;53
2021-03-19;Kalimantan Timur;Tenaga Kesehatan;207;83;54
2021-03-20;Kalimantan Timur;Tenaga Kesehatan;207;83;54
2021-03-21;Kalimantan Timur;Tenaga Kesehatan;207;83;55
2021-03-22;Kalimantan Timur;Tenaga Kesehatan;207;83;55
2021-03-23;Kalimantan Timur;Tenaga Kesehatan;207;84;55
2021-03-24;Kalimantan Timur;Tenaga Kesehatan;207;84;55
2021-03-25;Kalimantan Timur;Tenaga Kesehatan;207;84;55
2021-03-26;Kalimantan Timur;Tenaga Kesehatan;207;84;56
2021-03-27;Kalimantan Timur;Tenaga Kesehatan;207;84;56
2021-03-28;Kalimantan Timur;Tenaga Kesehatan;207;84;56
2021-03-29;Kalimantan Timur;Tenaga Kesehatan;207;84;57
2021-03-30;Kalimantan Timur;Tenaga Kesehatan;207;85;57
2021-03-31;Kalimantan Timur;Tenaga Kesehatan;207;85;57
2021-04-01;Kalimantan Timur;Tenaga Kesehatan;207;85;57
2021-04-02;Kalimantan Timur;Tenaga Kesehatan;207;85;57
2021-04-03;Kalimantan Timur;Tenaga Kesehatan;207;85;57
2021-04-04;Kalimantan Timur;Tenaga Kesehatan;207;85;57
2021-04-05;Kalimantan Timur;Tenaga Kesehatan;207;86;58
2021-04-06;Kalimantan Timur;Tenaga Kesehatan;207;86;58
2021-04-07;Kalimantan Timur;Tenaga Kesehatan;207;86;58
2021-04-08;Kalimantan Timur;Tenaga Kesehatan;207;86;59
2021-04-09;Kalimantan Timur;Tenaga Kesehatan;207;87;59
2021-04-10;Kalimantan Timur;Tenaga Kesehatan;207;87;59
2021-04-11;Kalimantan Timur;Tenaga Kesehatan;207;88;59
2021-04-12;Kalimantan Timur;Tenaga Kesehatan;207;88;59
2021-04-13;Kalimantan Timur;Tenaga Kesehatan;207;88;60
2021-04-14;Kalimantan Timur;Tenaga Kesehatan;207;89;60
2021-04-15;Kalimantan Timur;Tenaga Kesehatan;207;89;60
2021-04-16;Kalimantan Timur;Tenaga Kesehatan;207;89;60
2021-04-17;Kalimantan Timur;Tenaga Kesehatan;207;89;60
2021-04-18;Kalimantan Timur;Tenaga Kesehatan;207;90;60
2021-04-19;Kalimantan Timur;Tenaga Kesehatan;207;90;60
2021-04-20;Kalimantan Timur;Tenaga Kesehatan;207;91;60
2021-04-21;Kalimantan Timur;Tenaga Kesehatan;207;91;61
2021-04-22;Kalimantan Timur;Tenaga Kesehatan;207;91;61
2021-04-23;Kalimantan Timur;Tenaga Kesehatan;207;91;61
2021-04-24;Kalimantan Timur;Tenaga Kesehatan;207;92;61
2021-04-25;Kalimantan Timur;Tenaga Kesehatan;207;92;61
2021-04-26;Kalimantan Timur;Tenaga Kesehatan;207;92;61
2021-04-27;Kalimantan Timur;Tenaga Kesehatan;207;93;62
2021-04-28;Kalimantan Timur;Tenaga Kesehatan;207;93;62
2021-04-29;Kalimantan Timur;Tenaga Kesehatan;207;93;62
2021-04-30;Kalimantan Timur;Tenaga Kesehatan;207;94;62
2021-05-01;Kalimantan Timur;Tenaga Kesehatan;207;94;63
2021-05-02;Kalimantan Timur;Tenaga Kesehatan;207;95;63
2021-05-03;Kalimantan Timur;Tenaga Kesehatan;207;95;63
2021-05-04;Kalimantan Timur;Tenaga Kesehatan;207;95;63
2021-05-05;Kalimantan Timur;Tenaga Kesehatan;207;95;64
2021-05-06;Kalimantan Timur;Tenaga Kesehatan;207;96;64
2021-05-07;Kalimantan Timur;Tenaga Kesehatan;207;96;64
2021-05-08;Kalimantan Timur;Tenaga Kesehatan;207;97;64
2021-05-09;Kalimantan Timur;Tenaga Kesehatan;207;97;64
2021-05-10;Kalimantan Timur;Tenaga Kesehatan;207;97;64
2021-05-11;Kalimantan Timur;Tenaga Kesehatan;207;97;65
2021-05-12;Kalimantan Timur;Tenaga Kesehatan;207;97;65
2021-05-13;Kalimantan Timur;Tenaga Kesehatan;207;97;66
2021-05-14;Kalimantan Timur;Tenaga Kesehatan;207;97;66
2021-05-15;Kalimantan Timur;Tenaga Kesehatan;207;98;66
2021-05-16;Kalimantan Timur;Tenaga Kesehatan;207;98;67
2021-05-17;Kalimantan Timur;Tenaga Kesehatan;207;98;67
2021-05-18;Kalimantan Timur;Tenaga Kesehatan;207;98;67
2021-05-19;Kalimantan Timur;Tenaga Kesehatan;207;98;67
2021-05-20;Kalimantan Timur;Tenaga Kesehatan;207;98;68
2021-05-21;Kalimantan Timur;Tenaga Kesehatan;207;98;68
2021-05-22;Kalimantan Timur;Tenaga Kesehatan;207;99;68
2021-05-23;Kalimantan Timur;Tenaga Kesehatan;207;99;68
2021-05-24;Kalimantan Timur;Tenaga Kesehatan;207;99;68
2021-05-25;Kalimantan Timur;Tenaga Kesehatan;207;100;69
2021-05-26;Kalimantan Timur;Tenaga Kesehatan;207;100;69
2021-05-27;Kalimantan Timur;Tenaga Kesehatan;207;100;69
2021-05-28;Kalimantan Timur;Tenaga Kesehatan;207;101;70
2021-05-29;Kalimantan Timur;Tenaga Kesehatan;207;101;70
2021-05-30;Kalimantan Timur;Tenaga Kesehatan;207;102;70
2021-05-31;Kalimantan Timur;Tenaga Kesehatan;207;102;70
2021-06-01;Kalimantan Timur;Tenaga Kesehatan;207;102;70
2021-06-02;Kalimantan Timur;Tenaga Kesehatan;207;103;70
2021-06-03;Kalimantan Timur;Tenaga Kesehatan;207;103;70
2021-06-04;Kalimantan Timur;Tenaga Kesehatan;207;103;70
2021-06-05;Kalimantan Timur;Tenaga Kesehatan;207;103;71
2021-06-06;Kalimantan Timur;Tenaga Kesehatan;207;104;71
2021-06-07;Kalimantan Timur;Tenaga Kesehatan;207;104;71
2021-06-08;Kalimantan Timur;Tenaga Kesehatan;207;104;71
2021-06-09;Kalimantan Timur;Tenaga Kesehatan;207;105;71
2021-06-10;Kalimantan Timur;Tenaga Kesehatan;207;105;71
2021-06-11;Kalimantan Timur;Tenaga Kesehatan;207;105;71
2021-06-12;Kalimantan Timur;Tenaga Kesehatan;207;105;72
2021-06-13;Kalimantan Timur;Tenaga Kesehatan;207;105;72
2021-06-14;Kalimantan Timur;Tenaga Kesehatan;207;106;73
2021-03-05;Kepulauan Bangka Belitung;Tenaga Kesehatan;82;29;18
2021-03-06;Kepulauan Bangka Belitung;Tenaga Kesehatan;82;29;18
2021-03-07;Kepulauan Bangka Belitung;Tenaga Kesehatan;82;29;19
