Tanggal;Provinsi;Target;Jumlah.Target;Jumlah.Vaksinasi.1;Jumlah.Vaksinasi.2
2021-05-26;Maluku;Tenaga Kesehatan;105;36;24
2021-05-27;Maluku;Tenaga Kesehatan;105;36;24
2021-05-28;Maluku;Tenaga Kesehatan;105;36;24
2021-05-29;Maluku;Tenaga Kesehatan;105;36;24
2021-05-30;Maluku;Tenaga Kesehatan;105;37;24
2021-05-31;Maluku;Tenaga Kesehatan;105;37;24
2021-06-01;Maluku;Tenaga Kesehatan;105;37;24
2021-06-02;Maluku;Tenaga Kesehatan;105;37;24
2021-06-03;Maluku;Tenaga Kesehatan;105;37;24
2021-06-04;Maluku;Tenaga Kesehatan;105;37;25
2021-06-05;Maluku;Tenaga Kesehatan;105;38;25
2021-06-06;Maluku;Tenaga Kesehatan;105;38;25
2021-06-07;Maluku;Tenaga Kesehatan;105;38;25
2021-06-08;Maluku;Tenaga Kesehatan;105;38;25
2021-06-09;Maluku;Tenaga Kesehatan;105;38;25
2021-06-10;Maluku;Tenaga Kesehatan;105;38;25
2021-06-11;Maluku;Tenaga Kesehatan;105;38;25
2021-06-12;Maluku;Tenaga Kesehatan;105;38;25
2021-06-13;Maluku;Tenaga Kesehatan;105;38;25
2021-06-14;Maluku;Tenaga Kesehatan;105;38;25
2021-03-05;Nusa Tenggara Barat;Tenaga Kesehatan;203;70;43
2021-03-06;Nusa Tenggara Barat;Tenaga Kesehatan;203;70;43
2021-03-07;Nusa Tenggara Barat;Tenaga Kesehatan;203;70;44
2021-03-08;Nusa Tenggara Barat;Tenaga Kesehatan;203;70;44
2021-03-09;Nusa Tenggara Barat;Tenaga Kesehatan;203;70;44
2021-03-10;Nusa Tenggara Barat;Tenaga Kesehatan;203;71;45
2021-03-11;Nusa Tenggara Barat;Tenaga Kesehatan;203;71;45
2021-03-12;Nusa Tenggara Barat;Tenaga Kesehatan;203;72;45
2021-03-13;Nusa Tenggara Barat;Tenaga Kesehatan;203;72;45
2021-03-14;Nusa Tenggara Barat;Tenaga Kesehatan;203;72;45
2021-03-15;Nusa Tenggara Barat;Tenaga Kesehatan;203;72;45
2021-03-16;Nusa Tenggara Barat;Tenaga Kesehatan;203;73;46
2021-03-17;Nusa Tenggara Barat;Tenaga Kesehatan;203;73;46
2021-03-18;Nusa Tenggara Barat;Tenaga Kesehatan;203;73;46
2021-03-19;Nusa Tenggara Barat;Tenaga Kesehatan;203;74;46
2021-03-20;Nusa Tenggara Barat;Tenaga Kesehatan;203;74;46
2021-03-21;Nusa Tenggara Barat;Tenaga Kesehatan;203;74;46
2021-03-22;Nusa Tenggara Barat;Tenaga Kesehatan;203;74;46
2021-03-23;Nusa Tenggara Barat;Tenaga Kesehatan;203;74;46
2021-03-24;Nusa Tenggara Barat;Tenaga Kesehatan;203;74;47
2021-03-25;Nusa Tenggara Barat;Tenaga Kesehatan;203;74;47
2021-03-26;Nusa Tenggara Barat;Tenaga Kesehatan;203;75;47
2021-03-27;Nusa Tenggara Barat;Tenaga Kesehatan;203;75;47
2021-03-28;Nusa Tenggara Barat;Tenaga Kesehatan;203;75;47
2021-03-29;Nusa Tenggara Barat;Tenaga Kesehatan;203;76;48
2021-03-30;Nusa Tenggara Barat;Tenaga Kesehatan;203;76;48
2021-03-31;Nusa Tenggara Barat;Tenaga Kesehatan;203;77;49
2021-04-01;Nusa Tenggara Barat;Tenaga Kesehatan;203;77;49
2021-04-02;Nusa Tenggara Barat;Tenaga Kesehatan;203;77;49
2021-04-03;Nusa Tenggara Barat;Tenaga Kesehatan;203;77;49
2021-04-04;Nusa Tenggara Barat;Tenaga Kesehatan;203;77;49
2021-04-05;Nusa Tenggara Barat;Tenaga Kesehatan;203;77;49
2021-04-06;Nusa Tenggara Barat;Tenaga Kesehatan;203;77;50
2021-04-07;Nusa Tenggara Barat;Tenaga Kesehatan;203;77;50
2021-04-08;Nusa Tenggara Barat;Tenaga Kesehatan;203;77;50
2021-04-09;Nusa Tenggara Barat;Tenaga Kesehatan;203;77;51
2021-04-10;Nusa Tenggara Barat;Tenaga Kesehatan;203;78;51
2021-04-11;Nusa Tenggara Barat;Tenaga Kesehatan;203;78;51
2021-04-12;Nusa Tenggara Barat;Tenaga Kesehatan;203;78;52
2021-04-13;Nusa Tenggara Barat;Tenaga Kesehatan;203;78;53
2021-04-14;Nusa Tenggara Barat;Tenaga Kesehatan;203;79;54
2021-04-15;Nusa Tenggara Barat;Tenaga Kesehatan;203;80;54
2021-04-16;Nusa Tenggara Barat;Tenaga Kesehatan;203;80;54
2021-04-17;Nusa Tenggara Barat;Tenaga Kesehatan;203;80;54
2021-04-18;Nusa Tenggara Barat;Tenaga Kesehatan;203;80;54
2021-04-19;Nusa Tenggara Barat;Tenaga Kesehatan;203;80;54
2021-04-20;Nusa Tenggara Barat;Tenaga Kesehatan;203;80;54
2021-04-21;Nusa Tenggara Barat;Tenaga Kesehatan;203;80;54
2021-04-22;Nusa Tenggara Barat;Tenaga Kesehatan;203;81;54
2021-04-23;Nusa Tenggara Barat;Tenaga Kesehatan;203;81;54
2021-04-24;Nusa Tenggara Barat;Tenaga Kesehatan;203;81;55
2021-04-25;Nusa Tenggara Barat;Tenaga Kesehatan;203;81;55
2021-04-26;Nusa Tenggara Barat;Tenaga Kesehatan;203;82;55
2021-04-27;Nusa Tenggara Barat;Tenaga Kesehatan;203;82;55
2021-04-28;Nusa Tenggara Barat;Tenaga Kesehatan;203;82;55
2021-04-29;Nusa Tenggara Barat;Tenaga Kesehatan;203;82;55
2021-04-30;Nusa Tenggara Barat;Tenaga Kesehatan;203;82;55
2021-05-01;Nusa Tenggara Barat;Tenaga Kesehatan;203;83;56
2021-05-02;Nusa Tenggara Barat;Tenaga Kesehatan;203;83;56
2021-05-03;Nusa Tenggara Barat;Tenaga Kesehatan;203;83;56
2021-05-04;Nusa Tenggara Barat;Tenaga Kesehatan;203;84;56
2021-05-05;Nusa Tenggara Barat;Tenaga Kesehatan;203;84;56
2021-05-06;Nusa Tenggara Barat;Tenaga Kesehatan;203;84;56
2021-05-07;Nusa Tenggara Barat;Tenaga Kesehatan;203;84;56
2021-05-08;Nusa Tenggara Barat;Tenaga Kesehatan;203;84;57
2021-05-09;Nusa Tenggara Barat;Tenaga Kesehatan;203;85;57
2021-05-10;Nusa Tenggara Barat;Tenaga Kesehatan;203;85;57
2021-05-11;Nusa Tenggara Barat;Tenaga Kesehatan;203;85;57
2021-05-12;Nusa Tenggara Barat;Tenaga Kesehatan;203;85;57
2021-05-13;Nusa Tenggara Barat;Tenaga Kesehatan;203;86;57
2021-05-14;Nusa Tenggara Barat;Tenaga Kesehatan;203;86;57
2021-05-15;Nusa Tenggara Barat;Tenaga Kesehatan;203;86;57
2021-05-16;Nusa Tenggara Barat;Tenaga Kesehatan;203;87;58
2021-05-17;Nusa Tenggara Barat;Tenaga Kesehatan;203;87;58
2021-05-18;Nusa Tenggara Barat;Tenaga Kesehatan;203;88;58
2021-05-19;Nusa Tenggara Barat;Tenaga Kesehatan;203;88;58
2021-05-20;Nusa Tenggara Barat;Tenaga Kesehatan;203;88;58
2021-05-21;Nusa Tenggara Barat;Tenaga Kesehatan;203;89;59
2021-05-22;Nusa Tenggara Barat;Tenaga Kesehatan;203;89;59
2021-05-23;Nusa Tenggara Barat;Tenaga Kesehatan;203;89;59
2021-05-24;Nusa Tenggara Barat;Tenaga Kesehatan;203;89;60
2021-05-25;Nusa Tenggara Barat;Tenaga Kesehatan;203;89;60
2021-05-26;Nusa Tenggara Barat;Tenaga Kesehatan;203;89;60
2021-05-27;Nusa Tenggara Barat;Tenaga Kesehatan;203;89;60
2021-05-28;Nusa Tenggara Barat;Tenaga Kesehatan;203;89;60
2021-05-29;Nusa Tenggara Barat;Tenaga Kesehatan;203;90;60
2021-05-30;Nusa Tenggara Barat;Tenaga Kesehatan;203;90;60
2021-05-31;Nusa Tenggara Barat;Tenaga Kesehatan;203;90;60
2021-06-01;Nusa Tenggara Barat;Tenaga Kesehatan;203;90;60
2021-06-02;Nusa Tenggara Barat;Tenaga Kesehatan;203;90;60
2021-06-03;Nusa Tenggara Barat;Tenaga Kesehatan;203;90;60
2021-06-04;Nusa Tenggara Barat;Tenaga Kesehatan;203;91;60
2021-06-05;Nusa Tenggara Barat;Tenaga Kesehatan;203;91;61
2021-06-06;Nusa Tenggara Barat;Tenaga Kesehatan;203;91;61
2021-06-07;Nusa Tenggara Barat;Tenaga Kesehatan;203;91;61
2021-06-08;Nusa Tenggara Barat;Tenaga Kesehatan;203;91;62
2021-06-09;Nusa Tenggara Barat;Tenaga Kesehatan;203;92;62
2021-06-10;Nusa Tenggara Barat;Tenaga Kesehatan;203;92;63
2021-06-11;Nusa Tenggara Barat;Tenaga Kesehatan;203;92;63
2021-06-12;Nusa Tenggara Barat;Tenaga Kesehatan;203;92;63
2021-06-13;Nusa Tenggara Barat;Tenaga Kesehatan;203;92;63
2021-06-14;Nusa Tenggara Barat;Tenaga Kesehatan;203;92;63
2021-03-05;Papua;Tenaga Kesehatan;144;38;24
2021-03-06;Papua;Tenaga Kesehatan;144;39;24
2021-03-07;Papua;Tenaga Kesehatan;144;39;24
2021-03-08;Papua;Tenaga Kesehatan;144;39;24
2021-03-09;Papua;Tenaga Kesehatan;144;39;24
2021-03-10;Papua;Tenaga Kesehatan;144;39;24
2021-03-11;Papua;Tenaga Kesehatan;144;39;25
2021-03-12;Papua;Tenaga Kesehatan;144;39;25
2021-03-13;Papua;Tenaga Kesehatan;144;39;25
2021-03-14;Papua;Tenaga Kesehatan;144;40;25
2021-03-15;Papua;Tenaga Kesehatan;144;40;25
2021-03-16;Papua;Tenaga Kesehatan;144;40;25
2021-03-17;Papua;Tenaga Kesehatan;144;40;25
2021-03-18;Papua;Tenaga Kesehatan;144;40;26
2021-03-19;Papua;Tenaga Kesehatan;144;40;26
2021-03-20;Papua;Tenaga Kesehatan;144;40;26
2021-03-21;Papua;Tenaga Kesehatan;144;40;26
2021-03-22;Papua;Tenaga Kesehatan;144;40;26
2021-03-23;Papua;Tenaga Kesehatan;144;41;26
2021-03-24;Papua;Tenaga Kesehatan;144;41;26
2021-03-25;Papua;Tenaga Kesehatan;144;41;26
2021-03-26;Papua;Tenaga Kesehatan;144;41;26
2021-03-27;Papua;Tenaga Kesehatan;144;41;26
2021-03-28;Papua;Tenaga Kesehatan;144;41;27
2021-03-29;Papua;Tenaga Kesehatan;144;41;27
2021-03-30;Papua;Tenaga Kesehatan;144;41;27
2021-03-31;Papua;Tenaga Kesehatan;144;41;27
2021-04-01;Papua;Tenaga Kesehatan;144;41;27
2021-04-02;Papua;Tenaga Kesehatan;144;42;27
2021-04-03;Papua;Tenaga Kesehatan;144;42;27
2021-04-04;Papua;Tenaga Kesehatan;144;42;27
2021-04-05;Papua;Tenaga Kesehatan;144;42;28
2021-04-06;Papua;Tenaga Kesehatan;144;42;28
2021-04-07;Papua;Tenaga Kesehatan;144;42;28
2021-04-08;Papua;Tenaga Kesehatan;144;43;28
2021-04-09;Papua;Tenaga Kesehatan;144;43;28
2021-04-10;Papua;Tenaga Kesehatan;144;43;28
2021-04-11;Papua;Tenaga Kesehatan;144;43;28
2021-04-12;Papua;Tenaga Kesehatan;144;43;28
2021-04-13;Papua;Tenaga Kesehatan;144;43;28
2021-04-14;Papua;Tenaga Kesehatan;144;43;28
2021-04-15;Papua;Tenaga Kesehatan;144;43;28
2021-04-16;Papua;Tenaga Kesehatan;144;43;28
2021-04-17;Papua;Tenaga Kesehatan;144;43;28
2021-04-18;Papua;Tenaga Kesehatan;144;43;28
2021-04-19;Papua;Tenaga Kesehatan;144;43;28
2021-04-20;Papua;Tenaga Kesehatan;144;44;28
2021-04-21;Papua;Tenaga Kesehatan;144;44;28
2021-04-22;Papua;Tenaga Kesehatan;144;44;28
2021-04-23;Papua;Tenaga Kesehatan;144;44;29
2021-04-24;Papua;Tenaga Kesehatan;144;44;29
2021-04-25;Papua;Tenaga Kesehatan;144;44;29
2021-04-26;Papua;Tenaga Kesehatan;144;44;29
2021-04-27;Papua;Tenaga Kesehatan;144;44;29
2021-04-28;Papua;Tenaga Kesehatan;144;45;29
2021-04-29;Papua;Tenaga Kesehatan;144;45;29
2021-04-30;Papua;Tenaga Kesehatan;144;45;29
2021-05-01;Papua;Tenaga Kesehatan;144;45;29
2021-05-02;Papua;Tenaga Kesehatan;144;45;30
2021-05-03;Papua;Tenaga Kesehatan;144;45;30
2021-05-04;Papua;Tenaga Kesehatan;144;45;30
2021-05-05;Papua;Tenaga Kesehatan;144;45;30
2021-05-06;Papua;Tenaga Kesehatan;144;45;30
2021-05-07;Papua;Tenaga Kesehatan;144;46;30
2021-05-08;Papua;Tenaga Kesehatan;144;46;30
2021-05-09;Papua;Tenaga Kesehatan;144;46;30
2021-05-10;Papua;Tenaga Kesehatan;144;46;30
2021-05-11;Papua;Tenaga Kesehatan;144;46;31
2021-05-12;Papua;Tenaga Kesehatan;144;46;31
2021-05-13;Papua;Tenaga Kesehatan;144;46;31
2021-05-14;Papua;Tenaga Kesehatan;144;47;32
2021-05-15;Papua;Tenaga Kesehatan;144;47;32
2021-05-16;Papua;Tenaga Kesehatan;144;47;32
2021-05-17;Papua;Tenaga Kesehatan;144;47;32
2021-05-18;Papua;Tenaga Kesehatan;144;48;32
2021-05-19;Papua;Tenaga Kesehatan;144;48;32
2021-05-20;Papua;Tenaga Kesehatan;144;48;32
2021-05-21;Papua;Tenaga Kesehatan;144;48;32
2021-05-22;Papua;Tenaga Kesehatan;144;48;33
2021-05-23;Papua;Tenaga Kesehatan;144;48;33
2021-05-24;Papua;Tenaga Kesehatan;144;48;33
2021-05-25;Papua;Tenaga Kesehatan;144;49;33
2021-05-26;Papua;Tenaga Kesehatan;144;49;33
2021-05-27;Papua;Tenaga Kesehatan;144;49;33
2021-05-28;Papua;Tenaga Kesehatan;144;49;34
2021-05-29;Papua;Tenaga Kesehatan;144;49;34
2021-05-30;Papua;Tenaga Kesehatan;144;49;34
2021-05-31;Papua;Tenaga Kesehatan;144;50;34
2021-06-01;Papua;Tenaga Kesehatan;144;50;34
2021-06-02;Papua;Tenaga Kesehatan;144;50;34
2021-06-03;Papua;Tenaga Kesehatan;144;50;34
2021-06-04;Papua;Tenaga Kesehatan;144;50;34
2021-06-05;Papua;Tenaga Kesehatan;144;50;35
2021-06-06;Papua;Tenaga Kesehatan;144;50;35
2021-06-07;Papua;Tenaga Kesehatan;144;50;35
2021-06-08;Papua;Tenaga Kesehatan;144;50;35
2021-06-09;Papua;Tenaga Kesehatan;144;50;35
2021-06-10;Papua;Tenaga Kesehatan;144;51;35
2021-06-11;Papua;Tenaga Kesehatan;144;51;35
2021-06-12;Papua;Tenaga Kesehatan;144;51;35
2021-06-13;Papua;Tenaga Kesehatan;144;51;35
2021-06-14;Papua;Tenaga Kesehatan;144;51;35
2021-03-05;Riau;Tenaga Kesehatan;242;90;57
2021-03-06;Riau;Tenaga Kesehatan;242;90;57
2021-03-07;Riau;Tenaga Kesehatan;242;91;57
2021-03-08;Riau;Tenaga Kesehatan;242;91;58
2021-03-09;Riau;Tenaga Kesehatan;242;91;58
2021-03-10;Riau;Tenaga Kesehatan;242;92;58
2021-03-11;Riau;Tenaga Kesehatan;242;92;59
2021-03-12;Riau;Tenaga Kesehatan;242;92;59
2021-03-13;Riau;Tenaga Kesehatan;242;92;59
2021-03-14;Riau;Tenaga Kesehatan;242;93;60
2021-03-15;Riau;Tenaga Kesehatan;242;93;60
2021-03-16;Riau;Tenaga Kesehatan;242;94;60
2021-03-17;Riau;Tenaga Kesehatan;242;94;61
2021-03-18;Riau;Tenaga Kesehatan;242;94;61
2021-03-19;Riau;Tenaga Kesehatan;242;95;61
2021-03-20;Riau;Tenaga Kesehatan;242;95;62
2021-03-21;Riau;Tenaga Kesehatan;242;95;62
2021-03-22;Riau;Tenaga Kesehatan;242;95;62
2021-03-23;Riau;Tenaga Kesehatan;242;95;62
2021-03-24;Riau;Tenaga Kesehatan;242;96;62
2021-03-25;Riau;Tenaga Kesehatan;242;97;63
2021-03-26;Riau;Tenaga Kesehatan;242;97;63
2021-03-27;Riau;Tenaga Kesehatan;242;97;65
2021-03-28;Riau;Tenaga Kesehatan;242;97;65
2021-03-29;Riau;Tenaga Kesehatan;242;97;65
2021-03-30;Riau;Tenaga Kesehatan;242;98;65
2021-03-31;Riau;Tenaga Kesehatan;242;98;65
2021-04-01;Riau;Tenaga Kesehatan;242;98;66
2021-04-02;Riau;Tenaga Kesehatan;242;98;66
2021-04-03;Riau;Tenaga Kesehatan;242;98;67
2021-04-04;Riau;Tenaga Kesehatan;242;98;67
2021-04-05;Riau;Tenaga Kesehatan;242;99;67
2021-04-06;Riau;Tenaga Kesehatan;242;99;67
2021-04-07;Riau;Tenaga Kesehatan;242;99;67
2021-04-08;Riau;Tenaga Kesehatan;242;99;68
2021-04-09;Riau;Tenaga Kesehatan;242;100;68
2021-04-10;Riau;Tenaga Kesehatan;242;100;68
2021-04-11;Riau;Tenaga Kesehatan;242;100;68
2021-04-12;Riau;Tenaga Kesehatan;242;100;70
2021-04-13;Riau;Tenaga Kesehatan;242;101;70
2021-04-14;Riau;Tenaga Kesehatan;242;101;70
2021-04-15;Riau;Tenaga Kesehatan;242;101;70
2021-04-16;Riau;Tenaga Kesehatan;242;102;70
2021-04-17;Riau;Tenaga Kesehatan;242;102;70
2021-04-18;Riau;Tenaga Kesehatan;242;102;71
2021-04-19;Riau;Tenaga Kesehatan;242;103;71
2021-04-20;Riau;Tenaga Kesehatan;242;103;71
2021-04-21;Riau;Tenaga Kesehatan;242;103;72
2021-04-22;Riau;Tenaga Kesehatan;242;103;72
2021-04-23;Riau;Tenaga Kesehatan;242;103;72
2021-04-24;Riau;Tenaga Kesehatan;242;104;73
2021-04-25;Riau;Tenaga Kesehatan;242;104;73
2021-04-26;Riau;Tenaga Kesehatan;242;104;73
2021-04-27;Riau;Tenaga Kesehatan;242;104;73
2021-04-28;Riau;Tenaga Kesehatan;242;104;73
2021-04-29;Riau;Tenaga Kesehatan;242;105;74
2021-04-30;Riau;Tenaga Kesehatan;242;105;74
2021-05-01;Riau;Tenaga Kesehatan;242;106;74
2021-05-02;Riau;Tenaga Kesehatan;242;106;74
2021-05-03;Riau;Tenaga Kesehatan;242;106;74
2021-05-04;Riau;Tenaga Kesehatan;242;106;74
2021-05-05;Riau;Tenaga Kesehatan;242;106;74
2021-05-06;Riau;Tenaga Kesehatan;242;106;74
2021-05-07;Riau;Tenaga Kesehatan;242;107;75
2021-05-08;Riau;Tenaga Kesehatan;242;108;75
2021-05-09;Riau;Tenaga Kesehatan;242;108;76
2021-05-10;Riau;Tenaga Kesehatan;242;108;76
2021-05-11;Riau;Tenaga Kesehatan;242;108;76
2021-05-12;Riau;Tenaga Kesehatan;242;109;76
2021-05-13;Riau;Tenaga Kesehatan;242;109;76
2021-05-14;Riau;Tenaga Kesehatan;242;109;76
2021-05-15;Riau;Tenaga Kesehatan;242;109;76
2021-05-16;Riau;Tenaga Kesehatan;242;109;76
2021-05-17;Riau;Tenaga Kesehatan;242;110;76
2021-05-18;Riau;Tenaga Kesehatan;242;110;76
2021-05-19;Riau;Tenaga Kesehatan;242;110;77
2021-05-20;Riau;Tenaga Kesehatan;242;111;77
2021-05-21;Riau;Tenaga Kesehatan;242;111;77
2021-05-22;Riau;Tenaga Kesehatan;242;112;78
2021-05-23;Riau;Tenaga Kesehatan;242;112;78
2021-05-24;Riau;Tenaga Kesehatan;242;112;78
2021-05-25;Riau;Tenaga Kesehatan;242;113;78
2021-05-26;Riau;Tenaga Kesehatan;242;113;79
2021-05-27;Riau;Tenaga Kesehatan;242;113;79
2021-05-28;Riau;Tenaga Kesehatan;242;113;80
2021-05-29;Riau;Tenaga Kesehatan;242;113;80
2021-05-30;Riau;Tenaga Kesehatan;242;114;80
2021-05-31;Riau;Tenaga Kesehatan;242;114;80
2021-06-01;Riau;Tenaga Kesehatan;242;114;80
2021-06-02;Riau;Tenaga Kesehatan;242;115;80
2021-06-03;Riau;Tenaga Kesehatan;242;115;80
2021-06-04;Riau;Tenaga Kesehatan;242;115;81
2021-06-05;Riau;Tenaga Kesehatan;242;115;81
2021-06-06;Riau;Tenaga Kesehatan;242;115;81
2021-06-07;Riau;Tenaga Kesehatan;242;116;81
2021-06-08;Riau;Tenaga Kesehatan;242;116;81
2021-06-09;Riau;Tenaga Kesehatan;242;116;81
2021-06-10;Riau;Tenaga Kesehatan;242;117;81
2021-06-11;Riau;Tenaga Kesehatan;242;117;82
2021-06-12;Riau;Tenaga Kesehatan;242;117;82
2021-06-13;Riau;Tenaga Kesehatan;242;117;82
2021-06-14;Riau;Tenaga Kesehatan;242;119;82
2021-03-05;Sulawesi Selatan;Tenaga Kesehatan;433;143;87
2021-03-06;Sulawesi Selatan;Tenaga Kesehatan;433;143;87
2021-03-07;Sulawesi Selatan;Tenaga Kesehatan;433;144;88
2021-03-08;Sulawesi Selatan;Tenaga Kesehatan;433;144;88
2021-03-09;Sulawesi Selatan;Tenaga Kesehatan;433;145;88
2021-03-10;Sulawesi Selatan;Tenaga Kesehatan;433;145;88
2021-03-11;Sulawesi Selatan;Tenaga Kesehatan;433;145;89
2021-03-12;Sulawesi Selatan;Tenaga Kesehatan;433;146;89
2021-03-13;Sulawesi Selatan;Tenaga Kesehatan;433;146;89
2021-03-14;Sulawesi Selatan;Tenaga Kesehatan;433;146;90
2021-03-15;Sulawesi Selatan;Tenaga Kesehatan;433;147;91
2021-03-16;Sulawesi Selatan;Tenaga Kesehatan;433;147;91
2021-03-17;Sulawesi Selatan;Tenaga Kesehatan;433;147;92
2021-03-18;Sulawesi Selatan;Tenaga Kesehatan;433;148;92
2021-03-19;Sulawesi Selatan;Tenaga Kesehatan;433;148;92
2021-03-20;Sulawesi Selatan;Tenaga Kesehatan;433;148;92
2021-03-21;Sulawesi Selatan;Tenaga Kesehatan;433;148;93
2021-03-22;Sulawesi Selatan;Tenaga Kesehatan;433;149;93
2021-03-23;Sulawesi Selatan;Tenaga Kesehatan;433;150;93
2021-03-24;Sulawesi Selatan;Tenaga Kesehatan;433;150;93
2021-03-25;Sulawesi Selatan;Tenaga Kesehatan;433;151;94
2021-03-26;Sulawesi Selatan;Tenaga Kesehatan;433;151;95
2021-03-27;Sulawesi Selatan;Tenaga Kesehatan;433;151;95
2021-03-28;Sulawesi Selatan;Tenaga Kesehatan;433;152;95
2021-03-29;Sulawesi Selatan;Tenaga Kesehatan;433;152;95
2021-03-30;Sulawesi Selatan;Tenaga Kesehatan;433;153;95
2021-03-31;Sulawesi Selatan;Tenaga Kesehatan;433;153;96
2021-04-01;Sulawesi Selatan;Tenaga Kesehatan;433;153;96
2021-04-02;Sulawesi Selatan;Tenaga Kesehatan;433;153;96
2021-04-03;Sulawesi Selatan;Tenaga Kesehatan;433;154;97
2021-04-04;Sulawesi Selatan;Tenaga Kesehatan;433;154;98
2021-04-05;Sulawesi Selatan;Tenaga Kesehatan;433;155;98
2021-04-06;Sulawesi Selatan;Tenaga Kesehatan;433;156;98
2021-04-07;Sulawesi Selatan;Tenaga Kesehatan;433;156;98
2021-04-08;Sulawesi Selatan;Tenaga Kesehatan;433;156;98
2021-04-09;Sulawesi Selatan;Tenaga Kesehatan;433;157;99
2021-04-10;Sulawesi Selatan;Tenaga Kesehatan;433;158;99
2021-04-11;Sulawesi Selatan;Tenaga Kesehatan;433;158;99
2021-04-12;Sulawesi Selatan;Tenaga Kesehatan;433;159;99
2021-04-13;Sulawesi Selatan;Tenaga Kesehatan;433;159;100
2021-04-14;Sulawesi Selatan;Tenaga Kesehatan;433;159;100
2021-04-15;Sulawesi Selatan;Tenaga Kesehatan;433;159;101
2021-04-16;Sulawesi Selatan;Tenaga Kesehatan;433;159;103
2021-04-17;Sulawesi Selatan;Tenaga Kesehatan;433;159;103
2021-04-18;Sulawesi Selatan;Tenaga Kesehatan;433;160;104
2021-04-19;Sulawesi Selatan;Tenaga Kesehatan;433;160;104
2021-04-20;Sulawesi Selatan;Tenaga Kesehatan;433;161;106
2021-04-21;Sulawesi Selatan;Tenaga Kesehatan;433;161;106
2021-04-22;Sulawesi Selatan;Tenaga Kesehatan;433;162;106
2021-04-23;Sulawesi Selatan;Tenaga Kesehatan;433;163;106
2021-04-24;Sulawesi Selatan;Tenaga Kesehatan;433;163;106
2021-04-25;Sulawesi Selatan;Tenaga Kesehatan;433;164;106
2021-04-26;Sulawesi Selatan;Tenaga Kesehatan;433;164;107
2021-04-27;Sulawesi Selatan;Tenaga Kesehatan;433;164;107
2021-04-28;Sulawesi Selatan;Tenaga Kesehatan;433;164;107
2021-04-29;Sulawesi Selatan;Tenaga Kesehatan;433;166;108
2021-04-30;Sulawesi Selatan;Tenaga Kesehatan;433;166;108
2021-05-01;Sulawesi Selatan;Tenaga Kesehatan;433;167;109
2021-05-02;Sulawesi Selatan;Tenaga Kesehatan;433;168;110
2021-05-03;Sulawesi Selatan;Tenaga Kesehatan;433;168;111
2021-05-04;Sulawesi Selatan;Tenaga Kesehatan;433;169;111
2021-05-05;Sulawesi Selatan;Tenaga Kesehatan;433;169;112
2021-05-06;Sulawesi Selatan;Tenaga Kesehatan;433;169;112
2021-05-07;Sulawesi Selatan;Tenaga Kesehatan;433;170;113
2021-05-08;Sulawesi Selatan;Tenaga Kesehatan;433;172;113
2021-05-09;Sulawesi Selatan;Tenaga Kesehatan;433;172;113
2021-05-10;Sulawesi Selatan;Tenaga Kesehatan;433;172;114
2021-05-11;Sulawesi Selatan;Tenaga Kesehatan;433;173;115
2021-05-12;Sulawesi Selatan;Tenaga Kesehatan;433;173;115
2021-05-13;Sulawesi Selatan;Tenaga Kesehatan;433;174;115
2021-05-14;Sulawesi Selatan;Tenaga Kesehatan;433;174;117
2021-05-15;Sulawesi Selatan;Tenaga Kesehatan;433;175;117
2021-05-16;Sulawesi Selatan;Tenaga Kesehatan;433;176;117
2021-05-17;Sulawesi Selatan;Tenaga Kesehatan;433;176;118
2021-05-18;Sulawesi Selatan;Tenaga Kesehatan;433;176;118
2021-05-19;Sulawesi Selatan;Tenaga Kesehatan;433;176;118
2021-05-20;Sulawesi Selatan;Tenaga Kesehatan;433;177;118
2021-05-21;Sulawesi Selatan;Tenaga Kesehatan;433;179;118
2021-05-22;Sulawesi Selatan;Tenaga Kesehatan;433;180;118
2021-05-23;Sulawesi Selatan;Tenaga Kesehatan;433;180;119
2021-05-24;Sulawesi Selatan;Tenaga Kesehatan;433;180;119
2021-05-25;Sulawesi Selatan;Tenaga Kesehatan;433;181;120
2021-05-26;Sulawesi Selatan;Tenaga Kesehatan;433;181;120
2021-05-27;Sulawesi Selatan;Tenaga Kesehatan;433;181;120
2021-05-28;Sulawesi Selatan;Tenaga Kesehatan;433;181;120
2021-05-29;Sulawesi Selatan;Tenaga Kesehatan;433;182;121
2021-05-30;Sulawesi Selatan;Tenaga Kesehatan;433;182;121
2021-05-31;Sulawesi Selatan;Tenaga Kesehatan;433;183;122
2021-06-01;Sulawesi Selatan;Tenaga Kesehatan;433;183;123
2021-06-02;Sulawesi Selatan;Tenaga Kesehatan;433;183;123
2021-06-03;Sulawesi Selatan;Tenaga Kesehatan;433;183;123
2021-06-04;Sulawesi Selatan;Tenaga Kesehatan;433;183;124
2021-06-05;Sulawesi Selatan;Tenaga Kesehatan;433;183;124
2021-06-06;Sulawesi Selatan;Tenaga Kesehatan;433;185;124
2021-06-07;Sulawesi Selatan;Tenaga Kesehatan;433;185;125
2021-06-08;Sulawesi Selatan;Tenaga Kesehatan;433;186;125
2021-06-09;Sulawesi Selatan;Tenaga Kesehatan;433;186;126
2021-06-10;Sulawesi Selatan;Tenaga Kesehatan;433;186;127
