"Tanggal","Provinsi","Jenis Kelamin","Jumlah"
"2021-05-29","JAWA BARAT","perempuan",158347
"2021-05-31","JAWA BARAT","perempuan",159416
"2021-06-02","JAWA BARAT","perempuan",160433
"2021-06-10","JAWA BARAT","perempuan",165846
"2021-06-12","JAWA BARAT","perempuan",167056
"2021-06-13","JAWA BARAT","perempuan",167745
"2021-03-24","JAWA TENGAH","perempuan",79355
"2021-03-28","JAWA TENGAH","perempuan",79910
"2021-04-07","JAWA TENGAH","perempuan",82482
"2021-04-12","JAWA TENGAH","perempuan",83938
"2021-04-15","JAWA TENGAH","perempuan",85272
"2021-04-16","JAWA TENGAH","perempuan",85643
"2021-04-17","JAWA TENGAH","perempuan",85919
"2021-04-18","JAWA TENGAH","perempuan",86138
"2021-04-19","JAWA TENGAH","perempuan",86506
"2021-04-20","JAWA TENGAH","perempuan",86865
"2021-04-21","JAWA TENGAH","perempuan",87256
"2021-04-22","JAWA TENGAH","perempuan",87575
"2021-04-23","JAWA TENGAH","perempuan",87782
"2021-04-24","JAWA TENGAH","perempuan",87951
"2021-04-25","JAWA TENGAH","perempuan",88098
"2021-04-26","JAWA TENGAH","perempuan",88460
"2021-04-27","JAWA TENGAH","perempuan",88636
"2021-04-30","JAWA TENGAH","perempuan",89310
"2021-05-01","JAWA TENGAH","perempuan",89426
"2021-05-02","JAWA TENGAH","perempuan",89534
"2021-05-04","JAWA TENGAH","perempuan",90049
"2021-05-06","JAWA TENGAH","perempuan",90564
"2021-05-08","JAWA TENGAH","perempuan",90920
"2021-05-10","JAWA TENGAH","perempuan",91465
"2021-05-13","JAWA TENGAH","perempuan",92046
"2021-05-14","JAWA TENGAH","perempuan",92113
"2021-05-16","JAWA TENGAH","perempuan",92456
"2021-05-19","JAWA TENGAH","perempuan",93315
"2021-05-25","JAWA TENGAH","perempuan",95219
"2021-05-26","JAWA TENGAH","perempuan",95538
"2021-05-29","JAWA TENGAH","perempuan",96773
"2021-05-31","JAWA TENGAH","perempuan",97781
"2021-06-02","JAWA TENGAH","perempuan",98671
"2021-06-10","JAWA TENGAH","perempuan",103748
"2021-06-12","JAWA TENGAH","perempuan",104768
"2021-06-13","JAWA TENGAH","perempuan",106266
"2021-03-24","JAWA TIMUR","perempuan",71559
"2021-03-28","JAWA TIMUR","perempuan",72238
"2021-04-07","JAWA TIMUR","perempuan",73698
"2021-04-12","JAWA TIMUR","perempuan",74442
"2021-04-15","JAWA TIMUR","perempuan",74903
"2021-04-16","JAWA TIMUR","perempuan",75054
"2021-04-17","JAWA TIMUR","perempuan",75220
"2021-04-18","JAWA TIMUR","perempuan",75350
"2021-04-19","JAWA TIMUR","perempuan",75475
"2021-04-20","JAWA TIMUR","perempuan",75624
"2021-04-21","JAWA TIMUR","perempuan",75792
"2021-04-22","JAWA TIMUR","perempuan",75965
"2021-04-23","JAWA TIMUR","perempuan",76117
"2021-04-24","JAWA TIMUR","perempuan",76257
"2021-04-25","JAWA TIMUR","perempuan",76392
"2021-04-26","JAWA TIMUR","perempuan",76523
"2021-04-27","JAWA TIMUR","perempuan",76642
"2021-04-30","JAWA TIMUR","perempuan",77147
"2021-05-01","JAWA TIMUR","perempuan",77270
"2021-05-02","JAWA TIMUR","perempuan",77376
"2021-05-04","JAWA TIMUR","perempuan",77656
"2021-05-06","JAWA TIMUR","perempuan",77935
"2021-05-08","JAWA TIMUR","perempuan",78181
"2021-05-10","JAWA TIMUR","perempuan",78407
"2021-05-13","JAWA TIMUR","perempuan",78768
"2021-05-14","JAWA TIMUR","perempuan",78843
"2021-05-16","JAWA TIMUR","perempuan",79027
"2021-05-19","JAWA TIMUR","perempuan",79375
"2021-05-25","JAWA TIMUR","perempuan",80140
"2021-05-26","JAWA TIMUR","perempuan",80268
"2021-05-29","JAWA TIMUR","perempuan",80658
"2021-05-31","JAWA TIMUR","perempuan",80919
"2021-06-02","JAWA TIMUR","perempuan",81185
"2021-06-10","JAWA TIMUR","perempuan",82637
"2021-06-12","JAWA TIMUR","perempuan",83091
"2021-06-13","JAWA TIMUR","perempuan",83314
"2021-03-24","KALIMANTAN BARAT","perempuan",2738
"2021-03-28","KALIMANTAN BARAT","perempuan",2819
"2021-04-07","KALIMANTAN BARAT","perempuan",3020
"2021-04-12","KALIMANTAN BARAT","perempuan",3129
"2021-04-15","KALIMANTAN BARAT","perempuan",3252
"2021-04-16","KALIMANTAN BARAT","perempuan",3304
"2021-04-17","KALIMANTAN BARAT","perempuan",3353
"2021-04-18","KALIMANTAN BARAT","perempuan",3396
"2021-04-19","KALIMANTAN BARAT","perempuan",3396
"2021-04-20","KALIMANTAN BARAT","perempuan",3435
"2021-04-21","KALIMANTAN BARAT","perempuan",3475
"2021-04-22","KALIMANTAN BARAT","perempuan",3514
"2021-04-23","KALIMANTAN BARAT","perempuan",3570
"2021-04-24","KALIMANTAN BARAT","perempuan",3621
"2021-04-25","KALIMANTAN BARAT","perempuan",3646
"2021-04-26","KALIMANTAN BARAT","perempuan",3646
"2021-04-27","KALIMANTAN BARAT","perempuan",3674
"2021-04-30","KALIMANTAN BARAT","perempuan",3800
"2021-05-01","KALIMANTAN BARAT","perempuan",3858
"2021-05-02","KALIMANTAN BARAT","perempuan",3910
"2021-05-04","KALIMANTAN BARAT","perempuan",3975
"2021-05-06","KALIMANTAN BARAT","perempuan",4103
"2021-05-08","KALIMANTAN BARAT","perempuan",4224
"2021-05-10","KALIMANTAN BARAT","perempuan",4328
"2021-05-13","KALIMANTAN BARAT","perempuan",4486
"2021-05-14","KALIMANTAN BARAT","perempuan",4546
"2021-05-16","KALIMANTAN BARAT","perempuan",4633
"2021-05-19","KALIMANTAN BARAT","perempuan",4806
"2021-05-25","KALIMANTAN BARAT","perempuan",5157
"2021-05-26","KALIMANTAN BARAT","perempuan",5221
"2021-05-29","KALIMANTAN BARAT","perempuan",5398
"2021-05-31","KALIMANTAN BARAT","perempuan",5493
"2021-06-02","KALIMANTAN BARAT","perempuan",5614
"2021-06-10","KALIMANTAN BARAT","perempuan",6066
"2021-06-12","KALIMANTAN BARAT","perempuan",6223
"2021-06-13","KALIMANTAN BARAT","perempuan",6292
"2021-03-24","KALIMANTAN SELATAN","perempuan",12701
"2021-03-28","KALIMANTAN SELATAN","perempuan",13180
"2021-04-07","KALIMANTAN SELATAN","perempuan",14322
"2021-04-12","KALIMANTAN SELATAN","perempuan",14921
"2021-04-15","KALIMANTAN SELATAN","perempuan",15259
"2021-04-16","KALIMANTAN SELATAN","perempuan",15335
"2021-04-17","KALIMANTAN SELATAN","perempuan",15410
"2021-04-18","KALIMANTAN SELATAN","perempuan",15503
"2021-04-19","KALIMANTAN SELATAN","perempuan",15518
"2021-04-20","KALIMANTAN SELATAN","perempuan",15591
"2021-04-21","KALIMANTAN SELATAN","perempuan",15642
"2021-04-22","KALIMANTAN SELATAN","perempuan",15745
"2021-04-23","KALIMANTAN SELATAN","perempuan",15864
"2021-04-24","KALIMANTAN SELATAN","perempuan",15951
"2021-04-25","KALIMANTAN SELATAN","perempuan",15980
"2021-04-26","KALIMANTAN SELATAN","perempuan",15986
"2021-04-27","KALIMANTAN SELATAN","perempuan",16038
"2021-04-30","KALIMANTAN SELATAN","perempuan",16204
"2021-05-01","KALIMANTAN SELATAN","perempuan",16253
"2021-05-02","KALIMANTAN SELATAN","perempuan",16258
"2021-05-04","KALIMANTAN SELATAN","perempuan",16299
"2021-05-06","KALIMANTAN SELATAN","perempuan",16379
"2021-05-08","KALIMANTAN SELATAN","perempuan",16515
"2021-05-10","KALIMANTAN SELATAN","perempuan",16564
"2021-05-13","KALIMANTAN SELATAN","perempuan",16647
"2021-05-14","KALIMANTAN SELATAN","perempuan",16659
"2021-05-16","KALIMANTAN SELATAN","perempuan",16680
"2021-05-19","KALIMANTAN SELATAN","perempuan",16736
"2021-05-25","KALIMANTAN SELATAN","perempuan",16910
"2021-05-26","KALIMANTAN SELATAN","perempuan",16958
"2021-05-29","KALIMANTAN SELATAN","perempuan",17100
"2021-05-31","KALIMANTAN SELATAN","perempuan",17142
"2021-06-02","KALIMANTAN SELATAN","perempuan",17173
"2021-06-10","KALIMANTAN SELATAN","perempuan",17385
"2021-06-12","KALIMANTAN SELATAN","perempuan",17412
"2021-06-13","KALIMANTAN SELATAN","perempuan",17425
"2021-03-24","KALIMANTAN TENGAH","perempuan",8103
"2021-03-28","KALIMANTAN TENGAH","perempuan",8355
"2021-04-07","KALIMANTAN TENGAH","perempuan",8795
"2021-04-12","KALIMANTAN TENGAH","perempuan",9048
"2021-04-15","KALIMANTAN TENGAH","perempuan",9189
"2021-04-16","KALIMANTAN TENGAH","perempuan",9245
"2021-04-17","KALIMANTAN TENGAH","perempuan",9298
"2021-04-18","KALIMANTAN TENGAH","perempuan",9340
"2021-04-19","KALIMANTAN TENGAH","perempuan",9381
"2021-04-20","KALIMANTAN TENGAH","perempuan",9444
"2021-04-21","KALIMANTAN TENGAH","perempuan",9497
"2021-04-22","KALIMANTAN TENGAH","perempuan",9532
"2021-04-23","KALIMANTAN TENGAH","perempuan",9579
"2021-04-24","KALIMANTAN TENGAH","perempuan",9647
"2021-04-25","KALIMANTAN TENGAH","perempuan",9687
"2021-04-26","KALIMANTAN TENGAH","perempuan",9735
"2021-04-27","KALIMANTAN TENGAH","perempuan",9771
"2021-04-30","KALIMANTAN TENGAH","perempuan",9932
"2021-05-01","KALIMANTAN TENGAH","perempuan",9996
"2021-05-02","KALIMANTAN TENGAH","perempuan",10019
"2021-05-04","KALIMANTAN TENGAH","perempuan",10113
"2021-05-06","KALIMANTAN TENGAH","perempuan",10186
"2021-05-08","KALIMANTAN TENGAH","perempuan",10285
"2021-05-10","KALIMANTAN TENGAH","perempuan",10355
"2021-05-13","KALIMANTAN TENGAH","perempuan",10438
"2021-05-14","KALIMANTAN TENGAH","perempuan",10457
"2021-05-16","KALIMANTAN TENGAH","perempuan",10498
"2021-05-19","KALIMANTAN TENGAH","perempuan",10604
"2021-05-25","KALIMANTAN TENGAH","perempuan",10870
"2021-05-26","KALIMANTAN TENGAH","perempuan",10919
"2021-05-29","KALIMANTAN TENGAH","perempuan",11063
"2021-05-31","KALIMANTAN TENGAH","perempuan",11169
"2021-06-02","KALIMANTAN TENGAH","perempuan",11249
"2021-06-10","KALIMANTAN TENGAH","perempuan",11655
"2021-06-12","KALIMANTAN TENGAH","perempuan",11745
"2021-06-13","KALIMANTAN TENGAH","perempuan",11797
"2021-03-24","KALIMANTAN TIMUR","perempuan",25236
"2021-03-28","KALIMANTAN TIMUR","perempuan",25611
"2021-04-07","KALIMANTAN TIMUR","perempuan",26315
"2021-04-12","KALIMANTAN TIMUR","perempuan",26660
"2021-04-15","KALIMANTAN TIMUR","perempuan",26881
"2021-04-16","KALIMANTAN TIMUR","perempuan",26928
"2021-04-17","KALIMANTAN TIMUR","perempuan",27021
"2021-04-18","KALIMANTAN TIMUR","perempuan",27100
"2021-04-19","KALIMANTAN TIMUR","perempuan",27153
"2021-04-20","KALIMANTAN TIMUR","perempuan",27211
"2021-04-21","KALIMANTAN TIMUR","perempuan",27273
"2021-04-22","KALIMANTAN TIMUR","perempuan",27354
"2021-04-23","KALIMANTAN TIMUR","perempuan",27445
"2021-04-24","KALIMANTAN TIMUR","perempuan",27510
"2021-04-25","KALIMANTAN TIMUR","perempuan",27583
"2021-04-26","KALIMANTAN TIMUR","perempuan",27623
"2021-04-27","KALIMANTAN TIMUR","perempuan",27690
"2021-04-30","KALIMANTAN TIMUR","perempuan",27887
"2021-05-01","KALIMANTAN TIMUR","perempuan",27950
"2021-05-02","KALIMANTAN TIMUR","perempuan",27973
"2021-05-04","KALIMANTAN TIMUR","perempuan",28057
"2021-05-06","KALIMANTAN TIMUR","perempuan",28148
"2021-05-08","KALIMANTAN TIMUR","perempuan",28228
"2021-05-10","KALIMANTAN TIMUR","perempuan",28303
"2021-05-13","KALIMANTAN TIMUR","perempuan",28431
"2021-05-14","KALIMANTAN TIMUR","perempuan",28436
"2021-05-16","KALIMANTAN TIMUR","perempuan",28476
"2021-05-19","KALIMANTAN TIMUR","perempuan",28598
"2021-05-25","KALIMANTAN TIMUR","perempuan",28819
"2021-05-26","KALIMANTAN TIMUR","perempuan",28861
"2021-05-29","KALIMANTAN TIMUR","perempuan",28970
"2021-05-31","KALIMANTAN TIMUR","perempuan",29042
"2021-06-02","KALIMANTAN TIMUR","perempuan",29099
"2021-06-10","KALIMANTAN TIMUR","perempuan",29394
"2021-06-12","KALIMANTAN TIMUR","perempuan",29461
"2021-06-13","KALIMANTAN TIMUR","perempuan",29495
"2021-03-24","KALIMANTAN UTARA","perempuan",4727
"2021-03-28","KALIMANTAN UTARA","perempuan",4819
"2021-04-07","KALIMANTAN UTARA","perempuan",4947
"2021-04-12","KALIMANTAN UTARA","perempuan",4999
"2021-04-15","KALIMANTAN UTARA","perempuan",5027
"2021-04-16","KALIMANTAN UTARA","perempuan",5032
"2021-04-17","KALIMANTAN UTARA","perempuan",5039
"2021-04-18","KALIMANTAN UTARA","perempuan",5072
"2021-04-19","KALIMANTAN UTARA","perempuan",5083
"2021-04-20","KALIMANTAN UTARA","perempuan",5096
"2021-04-21","KALIMANTAN UTARA","perempuan",5101
"2021-04-22","KALIMANTAN UTARA","perempuan",5115
"2021-04-23","KALIMANTAN UTARA","perempuan",5124
"2021-04-24","KALIMANTAN UTARA","perempuan",5129
"2021-04-25","KALIMANTAN UTARA","perempuan",5135
"2021-04-26","KALIMANTAN UTARA","perempuan",5148
"2021-04-27","KALIMANTAN UTARA","perempuan",5153
"2021-04-30","KALIMANTAN UTARA","perempuan",5169
"2021-05-01","KALIMANTAN UTARA","perempuan",5173
"2021-05-02","KALIMANTAN UTARA","perempuan",5192
"2021-05-04","KALIMANTAN UTARA","perempuan",5204
"2021-05-06","KALIMANTAN UTARA","perempuan",5212
"2021-05-08","KALIMANTAN UTARA","perempuan",5222
"2021-05-10","KALIMANTAN UTARA","perempuan",5234
"2021-05-13","KALIMANTAN UTARA","perempuan",5236
"2021-05-14","KALIMANTAN UTARA","perempuan",5242
"2021-05-16","KALIMANTAN UTARA","perempuan",5243
"2021-05-19","KALIMANTAN UTARA","perempuan",5263
"2021-05-25","KALIMANTAN UTARA","perempuan",5365
"2021-05-26","KALIMANTAN UTARA","perempuan",5370
"2021-05-29","KALIMANTAN UTARA","perempuan",5399
"2021-05-31","KALIMANTAN UTARA","perempuan",5418
"2021-06-02","KALIMANTAN UTARA","perempuan",5434
"2021-06-10","KALIMANTAN UTARA","perempuan",5488
"2021-06-12","KALIMANTAN UTARA","perempuan",5497
"2021-06-13","KALIMANTAN UTARA","perempuan",5517
"2021-03-24","KEPULAUAN BANGKA BELITUNG","perempuan",4424
"2021-03-28","KEPULAUAN BANGKA BELITUNG","perempuan",4602
"2021-04-07","KEPULAUAN BANGKA BELITUNG","perempuan",5029
"2021-04-12","KEPULAUAN BANGKA BELITUNG","perempuan",5299
"2021-04-15","KEPULAUAN BANGKA BELITUNG","perempuan",5547
"2021-04-16","KEPULAUAN BANGKA BELITUNG","perempuan",5627
"2021-04-17","KEPULAUAN BANGKA BELITUNG","perempuan",5683
"2021-04-18","KEPULAUAN BANGKA BELITUNG","perempuan",5748
"2021-04-19","KEPULAUAN BANGKA BELITUNG","perempuan",5795
"2021-04-20","KEPULAUAN BANGKA BELITUNG","perempuan",5885
"2021-04-21","KEPULAUAN BANGKA BELITUNG","perempuan",5972
"2021-04-22","KEPULAUAN BANGKA BELITUNG","perempuan",6043
"2021-04-23","KEPULAUAN BANGKA BELITUNG","perempuan",6230
"2021-04-24","KEPULAUAN BANGKA BELITUNG","perempuan",6315
"2021-04-25","KEPULAUAN BANGKA BELITUNG","perempuan",6429
"2021-04-26","KEPULAUAN BANGKA BELITUNG","perempuan",6529
"2021-04-27","KEPULAUAN BANGKA BELITUNG","perempuan",6619
"2021-04-30","KEPULAUAN BANGKA BELITUNG","perempuan",6946
"2021-05-01","KEPULAUAN BANGKA BELITUNG","perempuan",7049
"2021-05-02","KEPULAUAN BANGKA BELITUNG","perempuan",7090
"2021-05-04","KEPULAUAN BANGKA BELITUNG","perempuan",7222
"2021-05-06","KEPULAUAN BANGKA BELITUNG","perempuan",7370
"2021-05-08","KEPULAUAN BANGKA BELITUNG","perempuan",7625
"2021-05-10","KEPULAUAN BANGKA BELITUNG","perempuan",7787
"2021-05-13","KEPULAUAN BANGKA BELITUNG","perempuan",8027
"2021-05-14","KEPULAUAN BANGKA BELITUNG","perempuan",8059
"2021-05-16","KEPULAUAN BANGKA BELITUNG","perempuan",8120
"2021-05-19","KEPULAUAN BANGKA BELITUNG","perempuan",8346
"2021-05-25","KEPULAUAN BANGKA BELITUNG","perempuan",8931
"2021-05-26","KEPULAUAN BANGKA BELITUNG","perempuan",9077
"2021-05-29","KEPULAUAN BANGKA BELITUNG","perempuan",9361
"2021-05-31","KEPULAUAN BANGKA BELITUNG","perempuan",9568
"2021-06-02","KEPULAUAN BANGKA BELITUNG","perempuan",9677
"2021-06-10","KEPULAUAN BANGKA BELITUNG","perempuan",10232
"2021-06-12","KEPULAUAN BANGKA BELITUNG","perempuan",10320
"2021-06-13","KEPULAUAN BANGKA BELITUNG","perempuan",10350
"2021-03-24","KEPULAUAN RIAU","perempuan",4292
"2021-03-28","KEPULAUAN RIAU","perempuan",4340
"2021-04-07","KEPULAUAN RIAU","perempuan",4476
"2021-04-12","KEPULAUAN RIAU","perempuan",4565
"2021-04-15","KEPULAUAN RIAU","perempuan",4690
"2021-04-16","KEPULAUAN RIAU","perempuan",4728
"2021-04-17","KEPULAUAN RIAU","perempuan",4769
"2021-04-18","KEPULAUAN RIAU","perempuan",4817
"2021-04-19","KEPULAUAN RIAU","perempuan",4824
"2021-04-20","KEPULAUAN RIAU","perempuan",4870
"2021-04-21","KEPULAUAN RIAU","perempuan",4905
"2021-04-22","KEPULAUAN RIAU","perempuan",4943
"2021-04-23","KEPULAUAN RIAU","perempuan",4967
"2021-04-24","KEPULAUAN RIAU","perempuan",5015
"2021-04-25","KEPULAUAN RIAU","perempuan",5086
"2021-04-26","KEPULAUAN RIAU","perempuan",5148
"2021-04-27","KEPULAUAN RIAU","perempuan",5180
"2021-04-30","KEPULAUAN RIAU","perempuan",5349
"2021-05-01","KEPULAUAN RIAU","perempuan",5436
"2021-05-02","KEPULAUAN RIAU","perempuan",5512
"2021-05-04","KEPULAUAN RIAU","perempuan",5670
"2021-05-06","KEPULAUAN RIAU","perempuan",5825
"2021-05-08","KEPULAUAN RIAU","perempuan",5923
"2021-05-10","KEPULAUAN RIAU","perempuan",6033
"2021-05-13","KEPULAUAN RIAU","perempuan",6220
"2021-05-14","KEPULAUAN RIAU","perempuan",6268
"2021-05-16","KEPULAUAN RIAU","perempuan",6459
"2021-05-19","KEPULAUAN RIAU","perempuan",6677
"2021-05-25","KEPULAUAN RIAU","perempuan",7267
"2021-05-26","KEPULAUAN RIAU","perempuan",7364
"2021-05-29","KEPULAUAN RIAU","perempuan",7893
"2021-05-31","KEPULAUAN RIAU","perempuan",8087
"2021-06-02","KEPULAUAN RIAU","perempuan",8377
"2021-06-10","KEPULAUAN RIAU","perempuan",9482
"2021-06-12","KEPULAUAN RIAU","perempuan",9784
"2021-06-13","KEPULAUAN RIAU","perempuan",9904
"2021-03-24","LAMPUNG","perempuan",7453
"2021-03-28","LAMPUNG","perempuan",7544
"2021-04-07","LAMPUNG","perempuan",7794
"2021-04-12","LAMPUNG","perempuan",7941
"2021-04-15","LAMPUNG","perempuan",8035
"2021-04-16","LAMPUNG","perempuan",8076
"2021-04-17","LAMPUNG","perempuan",8112
"2021-04-18","LAMPUNG","perempuan",8159
"2021-04-19","LAMPUNG","perempuan",8208
"2021-04-20","LAMPUNG","perempuan",8266
"2021-04-21","LAMPUNG","perempuan",8307
"2021-04-22","LAMPUNG","perempuan",8343
"2021-04-23","LAMPUNG","perempuan",8391
"2021-04-24","LAMPUNG","perempuan",8438
"2021-04-25","LAMPUNG","perempuan",8483
"2021-04-26","LAMPUNG","perempuan",8520
"2021-04-27","LAMPUNG","perempuan",8558
"2021-04-30","LAMPUNG","perempuan",8716
"2021-05-01","LAMPUNG","perempuan",8754
"2021-05-02","LAMPUNG","perempuan",8799
"2021-05-04","LAMPUNG","perempuan",8883
"2021-05-06","LAMPUNG","perempuan",8966
"2021-05-08","LAMPUNG","perempuan",9039
"2021-05-10","LAMPUNG","perempuan",9094
"2021-05-13","LAMPUNG","perempuan",9229
"2021-05-14","LAMPUNG","perempuan",9242
"2021-05-16","LAMPUNG","perempuan",9316
"2021-05-19","LAMPUNG","perempuan",9415
"2021-05-25","LAMPUNG","perempuan",9701
"2021-05-26","LAMPUNG","perempuan",9746
"2021-05-29","LAMPUNG","perempuan",9886
"2021-05-31","LAMPUNG","perempuan",10005
"2021-06-02","LAMPUNG","perempuan",10111
"2021-06-10","LAMPUNG","perempuan",10560
"2021-06-12","LAMPUNG","perempuan",10664
"2021-06-13","LAMPUNG","perempuan",10729
"2021-03-24","MALUKU","perempuan",3750
"2021-03-28","MALUKU","perempuan",3781
"2021-04-07","MALUKU","perempuan",3807
"2021-04-12","MALUKU","perempuan",3829
"2021-04-15","MALUKU","perempuan",3845
"2021-04-16","MALUKU","perempuan",3848
"2021-04-17","MALUKU","perempuan",3853
"2021-04-18","MALUKU","perempuan",3858
"2021-04-19","MALUKU","perempuan",3858
"2021-04-20","MALUKU","perempuan",3858
"2021-04-21","MALUKU","perempuan",3864
"2021-04-22","MALUKU","perempuan",3864
"2021-04-23","MALUKU","perempuan",3866
"2021-04-24","MALUKU","perempuan",3866
"2021-04-25","MALUKU","perempuan",3872
"2021-04-26","MALUKU","perempuan",3872
"2021-04-27","MALUKU","perempuan",3872
"2021-04-30","MALUKU","perempuan",3881
"2021-05-01","MALUKU","perempuan",3881
"2021-05-02","MALUKU","perempuan",3882
"2021-05-04","MALUKU","perempuan",3891
"2021-05-06","MALUKU","perempuan",3906
"2021-05-08","MALUKU","perempuan",3923
"2021-05-10","MALUKU","perempuan",3924
"2021-05-13","MALUKU","perempuan",3925
"2021-05-14","MALUKU","perempuan",3943
"2021-05-16","MALUKU","perempuan",3947
"2021-05-19","MALUKU","perempuan",3958
"2021-05-25","MALUKU","perempuan",3987
"2021-05-26","MALUKU","perempuan",3987
"2021-05-29","MALUKU","perempuan",3996
"2021-05-31","MALUKU","perempuan",3998
"2021-06-02","MALUKU","perempuan",3998
"2021-06-10","MALUKU","perempuan",4039
"2021-06-12","MALUKU","perempuan",4062
"2021-06-13","MALUKU","perempuan",4082
"2021-03-24","MALUKU UTARA","perempuan",1789
"2021-03-28","MALUKU UTARA","perempuan",1797
"2021-04-07","MALUKU UTARA","perempuan",1813
"2021-04-12","MALUKU UTARA","perempuan",1815
"2021-04-15","MALUKU UTARA","perempuan",1820
"2021-04-16","MALUKU UTARA","perempuan",1822
"2021-04-17","MALUKU UTARA","perempuan",1824
"2021-04-18","MALUKU UTARA","perempuan",1827
"2021-04-19","MALUKU UTARA","perempuan",1827
"2021-04-20","MALUKU UTARA","perempuan",1829
"2021-04-21","MALUKU UTARA","perempuan",1836
"2021-04-22","MALUKU UTARA","perempuan",1837
"2021-04-23","MALUKU UTARA","perempuan",1839
"2021-04-24","MALUKU UTARA","perempuan",1841
"2021-04-25","MALUKU UTARA","perempuan",1842
"2021-04-26","MALUKU UTARA","perempuan",1842
"2021-04-27","MALUKU UTARA","perempuan",1843
"2021-04-30","MALUKU UTARA","perempuan",1843
"2021-05-01","MALUKU UTARA","perempuan",1843
"2021-05-02","MALUKU UTARA","perempuan",1843
"2021-05-04","MALUKU UTARA","perempuan",1844
"2021-05-06","MALUKU UTARA","perempuan",1848
"2021-05-08","MALUKU UTARA","perempuan",1849
"2021-05-10","MALUKU UTARA","perempuan",1850
"2021-05-13","MALUKU UTARA","perempuan",1850
"2021-05-14","MALUKU UTARA","perempuan",1850
"2021-05-16","MALUKU UTARA","perempuan",1851
"2021-05-19","MALUKU UTARA","perempuan",1856
"2021-05-25","MALUKU UTARA","perempuan",1872
"2021-05-26","MALUKU UTARA","perempuan",1872
"2021-05-29","MALUKU UTARA","perempuan",1874
"2021-05-31","MALUKU UTARA","perempuan",1884
"2021-06-02","MALUKU UTARA","perempuan",1886
"2021-06-10","MALUKU UTARA","perempuan",1907
"2021-06-12","MALUKU UTARA","perempuan",1910
"2021-06-13","MALUKU UTARA","perempuan",1912
"2021-03-24","NUSA TENGGARA BARAT","perempuan",4704
"2021-03-28","NUSA TENGGARA BARAT","perempuan",4767
"2021-04-07","NUSA TENGGARA BARAT","perempuan",4894
"2021-04-12","NUSA TENGGARA BARAT","perempuan",4977
"2021-04-15","NUSA TENGGARA BARAT","perempuan",5009
"2021-04-16","NUSA TENGGARA BARAT","perempuan",5051
"2021-04-17","NUSA TENGGARA BARAT","perempuan",5067
"2021-04-18","NUSA TENGGARA BARAT","perempuan",5067
"2021-04-19","NUSA TENGGARA BARAT","perempuan",5084
"2021-04-20","NUSA TENGGARA BARAT","perempuan",5097
"2021-04-21","NUSA TENGGARA BARAT","perempuan",5118
"2021-04-22","NUSA TENGGARA BARAT","perempuan",5127
"2021-04-23","NUSA TENGGARA BARAT","perempuan",5127
"2021-04-24","NUSA TENGGARA BARAT","perempuan",5127
"2021-04-25","NUSA TENGGARA BARAT","perempuan",5129
"2021-04-26","NUSA TENGGARA BARAT","perempuan",5160
"2021-04-27","NUSA TENGGARA BARAT","perempuan",5193
"2021-04-30","NUSA TENGGARA BARAT","perempuan",5279
"2021-05-01","NUSA TENGGARA BARAT","perempuan",5286
"2021-05-02","NUSA TENGGARA BARAT","perempuan",5303
"2021-05-04","NUSA TENGGARA BARAT","perempuan",5375
"2021-05-06","NUSA TENGGARA BARAT","perempuan",5402
"2021-05-08","NUSA TENGGARA BARAT","perempuan",5428
"2021-05-10","NUSA TENGGARA BARAT","perempuan",5448
"2021-05-13","NUSA TENGGARA BARAT","perempuan",5465
"2021-05-14","NUSA TENGGARA BARAT","perempuan",5471
"2021-05-16","NUSA TENGGARA BARAT","perempuan",5481
"2021-05-19","NUSA TENGGARA BARAT","perempuan",5556
"2021-05-25","NUSA TENGGARA BARAT","perempuan",5628
"2021-05-26","NUSA TENGGARA BARAT","perempuan",5637
"2021-05-29","NUSA TENGGARA BARAT","perempuan",5915
"2021-05-31","NUSA TENGGARA BARAT","perempuan",6077
"2021-06-02","NUSA TENGGARA BARAT","perempuan",6180
"2021-06-10","NUSA TENGGARA BARAT","perempuan",6414
"2021-06-12","NUSA TENGGARA BARAT","perempuan",6436
"2021-06-13","NUSA TENGGARA BARAT","perempuan",6442
"2021-03-24","NUSA TENGGARA TIMUR","perempuan",6065
"2021-03-28","NUSA TENGGARA TIMUR","perempuan",6153
"2021-04-07","NUSA TENGGARA TIMUR","perempuan",6434
"2021-04-12","NUSA TENGGARA TIMUR","perempuan",6526
"2021-04-15","NUSA TENGGARA TIMUR","perempuan",6606
"2021-04-16","NUSA TENGGARA TIMUR","perempuan",6684
"2021-04-17","NUSA TENGGARA TIMUR","perempuan",6700
"2021-04-18","NUSA TENGGARA TIMUR","perempuan",6700
"2021-04-19","NUSA TENGGARA TIMUR","perempuan",6728
"2021-04-20","NUSA TENGGARA TIMUR","perempuan",6867
"2021-04-21","NUSA TENGGARA TIMUR","perempuan",7010
"2021-04-22","NUSA TENGGARA TIMUR","perempuan",7076
"2021-04-23","NUSA TENGGARA TIMUR","perempuan",7090
"2021-04-24","NUSA TENGGARA TIMUR","perempuan",7103
"2021-04-25","NUSA TENGGARA TIMUR","perempuan",7107
"2021-04-26","NUSA TENGGARA TIMUR","perempuan",7147
"2021-04-27","NUSA TENGGARA TIMUR","perempuan",7220
