"Tanggal","Provinsi","Rentang Usia","Jumlah"
"2021-05-31","KALIMANTAN TENGAH","19-30",5791
"2021-06-02","KALIMANTAN TENGAH","19-30",5832
"2021-06-10","KALIMANTAN TENGAH","19-30",6069
"2021-06-12","KALIMANTAN TENGAH","19-30",6122
"2021-06-13","KALIMANTAN TENGAH","19-30",6140
"2021-03-24","KALIMANTAN TIMUR","19-30",16421
"2021-03-28","KALIMANTAN TIMUR","19-30",16631
"2021-04-07","KALIMANTAN TIMUR","19-30",17096
"2021-04-12","KALIMANTAN TIMUR","19-30",17333
"2021-04-15","KALIMANTAN TIMUR","19-30",17481
"2021-04-16","KALIMANTAN TIMUR","19-30",17517
"2021-04-17","KALIMANTAN TIMUR","19-30",17565
"2021-04-18","KALIMANTAN TIMUR","19-30",17618
"2021-04-19","KALIMANTAN TIMUR","19-30",17650
"2021-04-20","KALIMANTAN TIMUR","19-30",17698
"2021-04-21","KALIMANTAN TIMUR","19-30",17748
"2021-04-22","KALIMANTAN TIMUR","19-30",17810
"2021-04-23","KALIMANTAN TIMUR","19-30",17869
"2021-04-24","KALIMANTAN TIMUR","19-30",17894
"2021-04-25","KALIMANTAN TIMUR","19-30",17926
"2021-04-26","KALIMANTAN TIMUR","19-30",17944
"2021-04-27","KALIMANTAN TIMUR","19-30",18000
"2021-04-30","KALIMANTAN TIMUR","19-30",18151
"2021-05-01","KALIMANTAN TIMUR","19-30",18174
"2021-05-02","KALIMANTAN TIMUR","19-30",18182
"2021-05-04","KALIMANTAN TIMUR","19-30",18242
"2021-05-06","KALIMANTAN TIMUR","19-30",18306
"2021-05-08","KALIMANTAN TIMUR","19-30",18370
"2021-05-10","KALIMANTAN TIMUR","19-30",18424
"2021-05-13","KALIMANTAN TIMUR","19-30",18501
"2021-05-14","KALIMANTAN TIMUR","19-30",18502
"2021-05-16","KALIMANTAN TIMUR","19-30",18535
"2021-05-19","KALIMANTAN TIMUR","19-30",18638
"2021-05-25","KALIMANTAN TIMUR","19-30",18807
"2021-05-26","KALIMANTAN TIMUR","19-30",18826
"2021-05-29","KALIMANTAN TIMUR","19-30",18912
"2021-05-31","KALIMANTAN TIMUR","19-30",18971
"2021-06-02","KALIMANTAN TIMUR","19-30",19016
"2021-06-10","KALIMANTAN TIMUR","19-30",19196
"2021-06-12","KALIMANTAN TIMUR","19-30",19237
"2021-06-13","KALIMANTAN TIMUR","19-30",19266
"2021-03-24","KALIMANTAN UTARA","19-30",3174
"2021-03-28","KALIMANTAN UTARA","19-30",3217
"2021-04-07","KALIMANTAN UTARA","19-30",3280
"2021-04-12","KALIMANTAN UTARA","19-30",3306
"2021-04-15","KALIMANTAN UTARA","19-30",3318
"2021-04-16","KALIMANTAN UTARA","19-30",3322
"2021-04-17","KALIMANTAN UTARA","19-30",3326
"2021-04-18","KALIMANTAN UTARA","19-30",3346
"2021-04-19","KALIMANTAN UTARA","19-30",3350
"2021-04-20","KALIMANTAN UTARA","19-30",3352
"2021-04-21","KALIMANTAN UTARA","19-30",3354
"2021-04-22","KALIMANTAN UTARA","19-30",3362
"2021-04-23","KALIMANTAN UTARA","19-30",3368
"2021-04-24","KALIMANTAN UTARA","19-30",3369
"2021-04-25","KALIMANTAN UTARA","19-30",3374
"2021-04-26","KALIMANTAN UTARA","19-30",3377
"2021-04-27","KALIMANTAN UTARA","19-30",3381
"2021-04-30","KALIMANTAN UTARA","19-30",3398
"2021-05-01","KALIMANTAN UTARA","19-30",3400
"2021-05-02","KALIMANTAN UTARA","19-30",3407
"2021-05-04","KALIMANTAN UTARA","19-30",3413
"2021-05-06","KALIMANTAN UTARA","19-30",3418
"2021-05-08","KALIMANTAN UTARA","19-30",3423
"2021-05-10","KALIMANTAN UTARA","19-30",3430
"2021-05-13","KALIMANTAN UTARA","19-30",3433
"2021-05-14","KALIMANTAN UTARA","19-30",3436
"2021-05-16","KALIMANTAN UTARA","19-30",3436
"2021-05-19","KALIMANTAN UTARA","19-30",3456
"2021-05-25","KALIMANTAN UTARA","19-30",3515
"2021-05-26","KALIMANTAN UTARA","19-30",3518
"2021-05-29","KALIMANTAN UTARA","19-30",3531
"2021-05-31","KALIMANTAN UTARA","19-30",3543
"2021-06-02","KALIMANTAN UTARA","19-30",3548
"2021-06-10","KALIMANTAN UTARA","19-30",3591
"2021-06-12","KALIMANTAN UTARA","19-30",3597
"2021-06-13","KALIMANTAN UTARA","19-30",3616
"2021-03-24","KEPULAUAN BANGKA BELITUNG","19-30",2107
"2021-03-28","KEPULAUAN BANGKA BELITUNG","19-30",2178
"2021-04-07","KEPULAUAN BANGKA BELITUNG","19-30",2367
"2021-04-12","KEPULAUAN BANGKA BELITUNG","19-30",2498
"2021-04-15","KEPULAUAN BANGKA BELITUNG","19-30",2591
"2021-04-16","KEPULAUAN BANGKA BELITUNG","19-30",2622
"2021-04-17","KEPULAUAN BANGKA BELITUNG","19-30",2643
"2021-04-18","KEPULAUAN BANGKA BELITUNG","19-30",2661
"2021-04-19","KEPULAUAN BANGKA BELITUNG","19-30",2676
"2021-04-20","KEPULAUAN BANGKA BELITUNG","19-30",2702
"2021-04-21","KEPULAUAN BANGKA BELITUNG","19-30",2730
"2021-04-22","KEPULAUAN BANGKA BELITUNG","19-30",2759
"2021-04-23","KEPULAUAN BANGKA BELITUNG","19-30",2849
"2021-04-24","KEPULAUAN BANGKA BELITUNG","19-30",2899
"2021-04-25","KEPULAUAN BANGKA BELITUNG","19-30",2956
"2021-04-26","KEPULAUAN BANGKA BELITUNG","19-30",3011
"2021-04-27","KEPULAUAN BANGKA BELITUNG","19-30",3051
"2021-04-30","KEPULAUAN BANGKA BELITUNG","19-30",3209
"2021-05-01","KEPULAUAN BANGKA BELITUNG","19-30",3258
"2021-05-02","KEPULAUAN BANGKA BELITUNG","19-30",3284
"2021-05-04","KEPULAUAN BANGKA BELITUNG","19-30",3351
"2021-05-06","KEPULAUAN BANGKA BELITUNG","19-30",3415
"2021-05-08","KEPULAUAN BANGKA BELITUNG","19-30",3519
"2021-05-10","KEPULAUAN BANGKA BELITUNG","19-30",3592
"2021-05-13","KEPULAUAN BANGKA BELITUNG","19-30",3680
"2021-05-14","KEPULAUAN BANGKA BELITUNG","19-30",3690
"2021-05-16","KEPULAUAN BANGKA BELITUNG","19-30",3717
"2021-05-19","KEPULAUAN BANGKA BELITUNG","19-30",3819
"2021-05-25","KEPULAUAN BANGKA BELITUNG","19-30",4111
"2021-05-26","KEPULAUAN BANGKA BELITUNG","19-30",4183
"2021-05-29","KEPULAUAN BANGKA BELITUNG","19-30",4290
"2021-05-31","KEPULAUAN BANGKA BELITUNG","19-30",4383
"2021-06-02","KEPULAUAN BANGKA BELITUNG","19-30",4429
"2021-06-10","KEPULAUAN BANGKA BELITUNG","19-30",4672
"2021-06-12","KEPULAUAN BANGKA BELITUNG","19-30",4708
"2021-06-13","KEPULAUAN BANGKA BELITUNG","19-30",4712
"2021-03-24","KEPULAUAN RIAU","19-30",2628
"2021-03-28","KEPULAUAN RIAU","19-30",2647
"2021-04-07","KEPULAUAN RIAU","19-30",2738
"2021-04-12","KEPULAUAN RIAU","19-30",2791
"2021-04-15","KEPULAUAN RIAU","19-30",2879
"2021-04-16","KEPULAUAN RIAU","19-30",2895
"2021-04-17","KEPULAUAN RIAU","19-30",2910
"2021-04-18","KEPULAUAN RIAU","19-30",2928
"2021-04-19","KEPULAUAN RIAU","19-30",2931
"2021-04-20","KEPULAUAN RIAU","19-30",2956
"2021-04-21","KEPULAUAN RIAU","19-30",2974
"2021-04-22","KEPULAUAN RIAU","19-30",2997
"2021-04-23","KEPULAUAN RIAU","19-30",3006
"2021-04-24","KEPULAUAN RIAU","19-30",3046
"2021-04-25","KEPULAUAN RIAU","19-30",3093
"2021-04-26","KEPULAUAN RIAU","19-30",3138
"2021-04-27","KEPULAUAN RIAU","19-30",3156
"2021-04-30","KEPULAUAN RIAU","19-30",3261
"2021-05-01","KEPULAUAN RIAU","19-30",3318
"2021-05-02","KEPULAUAN RIAU","19-30",3355
"2021-05-04","KEPULAUAN RIAU","19-30",3422
"2021-05-06","KEPULAUAN RIAU","19-30",3503
"2021-05-08","KEPULAUAN RIAU","19-30",3551
"2021-05-10","KEPULAUAN RIAU","19-30",3608
"2021-05-13","KEPULAUAN RIAU","19-30",3702
"2021-05-14","KEPULAUAN RIAU","19-30",3725
"2021-05-16","KEPULAUAN RIAU","19-30",3824
"2021-05-19","KEPULAUAN RIAU","19-30",3936
"2021-05-25","KEPULAUAN RIAU","19-30",4317
"2021-05-26","KEPULAUAN RIAU","19-30",4373
"2021-05-29","KEPULAUAN RIAU","19-30",4769
"2021-05-31","KEPULAUAN RIAU","19-30",4919
"2021-06-02","KEPULAUAN RIAU","19-30",5110
"2021-06-10","KEPULAUAN RIAU","19-30",5773
"2021-06-12","KEPULAUAN RIAU","19-30",5969
"2021-06-13","KEPULAUAN RIAU","19-30",6033
"2021-03-24","LAMPUNG","19-30",2819
"2021-03-28","LAMPUNG","19-30",2847
"2021-04-07","LAMPUNG","19-30",2932
"2021-04-12","LAMPUNG","19-30",2977
"2021-04-15","LAMPUNG","19-30",3012
"2021-04-16","LAMPUNG","19-30",3023
"2021-04-17","LAMPUNG","19-30",3033
"2021-04-18","LAMPUNG","19-30",3051
"2021-04-19","LAMPUNG","19-30",3065
"2021-04-20","LAMPUNG","19-30",3087
"2021-04-21","LAMPUNG","19-30",3108
"2021-04-22","LAMPUNG","19-30",3127
"2021-04-23","LAMPUNG","19-30",3140
"2021-04-24","LAMPUNG","19-30",3150
"2021-04-25","LAMPUNG","19-30",3165
"2021-04-26","LAMPUNG","19-30",3173
"2021-04-27","LAMPUNG","19-30",3183
"2021-04-30","LAMPUNG","19-30",3232
"2021-05-01","LAMPUNG","19-30",3241
"2021-05-02","LAMPUNG","19-30",3257
"2021-05-04","LAMPUNG","19-30",3286
"2021-05-06","LAMPUNG","19-30",3314
"2021-05-08","LAMPUNG","19-30",3339
"2021-05-10","LAMPUNG","19-30",3352
"2021-05-13","LAMPUNG","19-30",3393
"2021-05-14","LAMPUNG","19-30",3395
"2021-05-16","LAMPUNG","19-30",3420
"2021-05-19","LAMPUNG","19-30",3442
"2021-05-25","LAMPUNG","19-30",3539
"2021-05-26","LAMPUNG","19-30",3557
"2021-05-29","LAMPUNG","19-30",3599
"2021-05-31","LAMPUNG","19-30",3641
"2021-06-02","LAMPUNG","19-30",3665
"2021-06-10","LAMPUNG","19-30",3793
"2021-06-12","LAMPUNG","19-30",3835
"2021-06-13","LAMPUNG","19-30",3852
"2021-03-24","MALUKU","19-30",2037
"2021-03-28","MALUKU","19-30",2048
"2021-04-07","MALUKU","19-30",2060
"2021-04-12","MALUKU","19-30",2065
"2021-04-15","MALUKU","19-30",2066
"2021-04-16","MALUKU","19-30",2066
"2021-04-17","MALUKU","19-30",2067
"2021-04-18","MALUKU","19-30",2068
"2021-04-19","MALUKU","19-30",2070
"2021-04-20","MALUKU","19-30",2070
"2021-04-21","MALUKU","19-30",2071
"2021-04-22","MALUKU","19-30",2071
"2021-04-23","MALUKU","19-30",2071
"2021-04-24","MALUKU","19-30",2071
"2021-04-25","MALUKU","19-30",2074
"2021-04-26","MALUKU","19-30",2074
"2021-04-27","MALUKU","19-30",2074
"2021-04-30","MALUKU","19-30",2080
"2021-05-01","MALUKU","19-30",2080
"2021-05-02","MALUKU","19-30",2081
"2021-05-04","MALUKU","19-30",2085
"2021-05-06","MALUKU","19-30",2090
"2021-05-08","MALUKU","19-30",2098
"2021-05-10","MALUKU","19-30",2098
"2021-05-13","MALUKU","19-30",2098
"2021-05-14","MALUKU","19-30",2103
"2021-05-16","MALUKU","19-30",2104
"2021-05-19","MALUKU","19-30",2110
"2021-05-25","MALUKU","19-30",2128
"2021-05-26","MALUKU","19-30",2128
"2021-05-29","MALUKU","19-30",2135
"2021-05-31","MALUKU","19-30",2135
"2021-06-02","MALUKU","19-30",2135
"2021-06-10","MALUKU","19-30",2154
"2021-06-12","MALUKU","19-30",2164
"2021-06-13","MALUKU","19-30",2178
"2021-03-24","MALUKU UTARA","19-30",1261
"2021-03-28","MALUKU UTARA","19-30",1264
"2021-04-07","MALUKU UTARA","19-30",1276
"2021-04-12","MALUKU UTARA","19-30",1276
"2021-04-15","MALUKU UTARA","19-30",1281
"2021-04-16","MALUKU UTARA","19-30",1281
"2021-04-17","MALUKU UTARA","19-30",1282
"2021-04-18","MALUKU UTARA","19-30",1283
"2021-04-19","MALUKU UTARA","19-30",1284
"2021-04-20","MALUKU UTARA","19-30",1285
"2021-04-21","MALUKU UTARA","19-30",1287
"2021-04-22","MALUKU UTARA","19-30",1287
"2021-04-23","MALUKU UTARA","19-30",1287
"2021-04-24","MALUKU UTARA","19-30",1289
"2021-04-25","MALUKU UTARA","19-30",1289
"2021-04-26","MALUKU UTARA","19-30",1289
"2021-04-27","MALUKU UTARA","19-30",1290
"2021-04-30","MALUKU UTARA","19-30",1290
"2021-05-01","MALUKU UTARA","19-30",1290
"2021-05-02","MALUKU UTARA","19-30",1290
"2021-05-04","MALUKU UTARA","19-30",1291
"2021-05-06","MALUKU UTARA","19-30",1293
"2021-05-08","MALUKU UTARA","19-30",1293
"2021-05-10","MALUKU UTARA","19-30",1294
"2021-05-13","MALUKU UTARA","19-30",1299
"2021-05-14","MALUKU UTARA","19-30",1299
"2021-05-16","MALUKU UTARA","19-30",1301
"2021-05-19","MALUKU UTARA","19-30",1304
"2021-05-25","MALUKU UTARA","19-30",1318
"2021-05-26","MALUKU UTARA","19-30",1319
"2021-05-29","MALUKU UTARA","19-30",1321
"2021-05-31","MALUKU UTARA","19-30",1326
"2021-06-02","MALUKU UTARA","19-30",1327
"2021-06-10","MALUKU UTARA","19-30",1345
"2021-06-12","MALUKU UTARA","19-30",1348
"2021-06-13","MALUKU UTARA","19-30",1352
"2021-03-24","NUSA TENGGARA BARAT","19-30",2628
"2021-03-28","NUSA TENGGARA BARAT","19-30",2652
"2021-04-07","NUSA TENGGARA BARAT","19-30",2710
"2021-04-12","NUSA TENGGARA BARAT","19-30",2735
"2021-04-15","NUSA TENGGARA BARAT","19-30",2742
"2021-04-16","NUSA TENGGARA BARAT","19-30",2754
"2021-04-17","NUSA TENGGARA BARAT","19-30",2760
"2021-04-18","NUSA TENGGARA BARAT","19-30",2760
"2021-04-19","NUSA TENGGARA BARAT","19-30",2771
"2021-04-20","NUSA TENGGARA BARAT","19-30",2774
"2021-04-21","NUSA TENGGARA BARAT","19-30",2783
"2021-04-22","NUSA TENGGARA BARAT","19-30",2784
"2021-04-23","NUSA TENGGARA BARAT","19-30",2784
"2021-04-24","NUSA TENGGARA BARAT","19-30",2784
"2021-04-25","NUSA TENGGARA BARAT","19-30",2784
"2021-04-26","NUSA TENGGARA BARAT","19-30",2797
"2021-04-27","NUSA TENGGARA BARAT","19-30",2815
"2021-04-30","NUSA TENGGARA BARAT","19-30",2845
"2021-05-01","NUSA TENGGARA BARAT","19-30",2849
"2021-05-02","NUSA TENGGARA BARAT","19-30",2856
"2021-05-04","NUSA TENGGARA BARAT","19-30",2906
"2021-05-06","NUSA TENGGARA BARAT","19-30",2919
"2021-05-08","NUSA TENGGARA BARAT","19-30",2931
"2021-05-10","NUSA TENGGARA BARAT","19-30",2938
"2021-05-13","NUSA TENGGARA BARAT","19-30",2945
"2021-05-14","NUSA TENGGARA BARAT","19-30",2948
"2021-05-16","NUSA TENGGARA BARAT","19-30",2952
"2021-05-19","NUSA TENGGARA BARAT","19-30",2976
"2021-05-25","NUSA TENGGARA BARAT","19-30",3007
"2021-05-26","NUSA TENGGARA BARAT","19-30",3008
"2021-05-29","NUSA TENGGARA BARAT","19-30",3128
"2021-05-31","NUSA TENGGARA BARAT","19-30",3197
"2021-06-02","NUSA TENGGARA BARAT","19-30",3242
"2021-06-10","NUSA TENGGARA BARAT","19-30",3336
"2021-06-12","NUSA TENGGARA BARAT","19-30",3349
"2021-06-13","NUSA TENGGARA BARAT","19-30",3350
"2021-03-24","NUSA TENGGARA TIMUR","19-30",3441
"2021-03-28","NUSA TENGGARA TIMUR","19-30",3478
"2021-04-07","NUSA TENGGARA TIMUR","19-30",3604
"2021-04-12","NUSA TENGGARA TIMUR","19-30",3651
"2021-04-15","NUSA TENGGARA TIMUR","19-30",3664
"2021-04-16","NUSA TENGGARA TIMUR","19-30",3692
"2021-04-17","NUSA TENGGARA TIMUR","19-30",3699
"2021-04-18","NUSA TENGGARA TIMUR","19-30",3701
"2021-04-19","NUSA TENGGARA TIMUR","19-30",3705
"2021-04-20","NUSA TENGGARA TIMUR","19-30",3768
"2021-04-21","NUSA TENGGARA TIMUR","19-30",3844
"2021-04-22","NUSA TENGGARA TIMUR","19-30",3875
"2021-04-23","NUSA TENGGARA TIMUR","19-30",3878
"2021-04-24","NUSA TENGGARA TIMUR","19-30",3905
"2021-04-25","NUSA TENGGARA TIMUR","19-30",3908
"2021-04-26","NUSA TENGGARA TIMUR","19-30",3921
"2021-04-27","NUSA TENGGARA TIMUR","19-30",3956
"2021-04-30","NUSA TENGGARA TIMUR","19-30",3980
"2021-05-01","NUSA TENGGARA TIMUR","19-30",3990
"2021-05-02","NUSA TENGGARA TIMUR","19-30",4017
"2021-05-04","NUSA TENGGARA TIMUR","19-30",4045
"2021-05-06","NUSA TENGGARA TIMUR","19-30",4115
"2021-05-08","NUSA TENGGARA TIMUR","19-30",4148
"2021-05-10","NUSA TENGGARA TIMUR","19-30",4178
"2021-05-13","NUSA TENGGARA TIMUR","19-30",4204
"2021-05-14","NUSA TENGGARA TIMUR","19-30",4218
"2021-05-16","NUSA TENGGARA TIMUR","19-30",4219
"2021-05-19","NUSA TENGGARA TIMUR","19-30",4243
"2021-05-25","NUSA TENGGARA TIMUR","19-30",4288
"2021-05-26","NUSA TENGGARA TIMUR","19-30",4297
"2021-05-29","NUSA TENGGARA TIMUR","19-30",4331
"2021-05-31","NUSA TENGGARA TIMUR","19-30",4394
"2021-06-02","NUSA TENGGARA TIMUR","19-30",4407
"2021-06-10","NUSA TENGGARA TIMUR","19-30",4548
"2021-06-12","NUSA TENGGARA TIMUR","19-30",4562
"2021-06-13","NUSA TENGGARA TIMUR","19-30",4574
"2021-03-24","PAPUA","19-30",5369
"2021-03-28","PAPUA","19-30",5452
"2021-04-07","PAPUA","19-30",5580
"2021-04-12","PAPUA","19-30",5645
"2021-04-15","PAPUA","19-30",5661
"2021-04-16","PAPUA","19-30",5674
"2021-04-17","PAPUA","19-30",5677
"2021-04-18","PAPUA","19-30",5678
"2021-04-19","PAPUA","19-30",5685
"2021-04-20","PAPUA","19-30",5688
"2021-04-21","PAPUA","19-30",5690
"2021-04-22","PAPUA","19-30",5691
"2021-04-23","PAPUA","19-30",5694
"2021-04-24","PAPUA","19-30",5696
"2021-04-25","PAPUA","19-30",5697
"2021-04-26","PAPUA","19-30",5698
"2021-04-27","PAPUA","19-30",5702
"2021-04-30","PAPUA","19-30",5720
"2021-05-01","PAPUA","19-30",5720
"2021-05-02","PAPUA","19-30",5720
"2021-05-04","PAPUA","19-30",5721
"2021-05-06","PAPUA","19-30",5728
"2021-05-08","PAPUA","19-30",5728
"2021-05-10","PAPUA","19-30",5733
"2021-05-13","PAPUA","19-30",5734
"2021-05-14","PAPUA","19-30",5734
"2021-05-16","PAPUA","19-30",5734
"2021-05-19","PAPUA","19-30",5734
"2021-05-25","PAPUA","19-30",5740
"2021-05-26","PAPUA","19-30",5740
"2021-05-29","PAPUA","19-30",5740
"2021-05-31","PAPUA","19-30",5740
"2021-06-02","PAPUA","19-30",5740
"2021-06-10","PAPUA","19-30",5760
"2021-06-12","PAPUA","19-30",5776
"2021-06-13","PAPUA","19-30",5780
"2021-03-24","PAPUA BARAT","19-30",2588
"2021-03-28","PAPUA BARAT","19-30",2619
"2021-04-07","PAPUA BARAT","19-30",2666
"2021-04-12","PAPUA BARAT","19-30",2687
"2021-04-15","PAPUA BARAT","19-30",2723
"2021-04-16","PAPUA BARAT","19-30",2730
"2021-04-17","PAPUA BARAT","19-30",2733
"2021-04-18","PAPUA BARAT","19-30",2738
"2021-04-19","PAPUA BARAT","19-30",2740
"2021-04-20","PAPUA BARAT","19-30",2743
"2021-04-21","PAPUA BARAT","19-30",2746
"2021-04-22","PAPUA BARAT","19-30",2754
"2021-04-23","PAPUA BARAT","19-30",2759
"2021-04-24","PAPUA BARAT","19-30",2762
"2021-04-25","PAPUA BARAT","19-30",2761
"2021-04-26","PAPUA BARAT","19-30",2762
"2021-04-27","PAPUA BARAT","19-30",2769
"2021-04-30","PAPUA BARAT","19-30",2778
"2021-05-01","PAPUA BARAT","19-30",2787
"2021-05-02","PAPUA BARAT","19-30",2788
"2021-05-04","PAPUA BARAT","19-30",2793
"2021-05-06","PAPUA BARAT","19-30",2800
"2021-05-08","PAPUA BARAT","19-30",2810
"2021-05-10","PAPUA BARAT","19-30",2816
"2021-05-13","PAPUA BARAT","19-30",2827
"2021-05-14","PAPUA BARAT","19-30",2828
"2021-05-16","PAPUA BARAT","19-30",2830
"2021-05-19","PAPUA BARAT","19-30",2839
"2021-05-25","PAPUA BARAT","19-30",2847
"2021-05-26","PAPUA BARAT","19-30",2848
"2021-05-29","PAPUA BARAT","19-30",2850
"2021-05-31","PAPUA BARAT","19-30",2856
"2021-06-02","PAPUA BARAT","19-30",2862
"2021-06-10","PAPUA BARAT","19-30",2885
"2021-06-12","PAPUA BARAT","19-30",2894
"2021-06-13","PAPUA BARAT","19-30",2894
"2021-03-24","RIAU","19-30",8299
"2021-03-28","RIAU","19-30",8421
"2021-04-07","RIAU","19-30",8763
"2021-04-12","RIAU","19-30",9018
"2021-04-15","RIAU","19-30",9202
"2021-04-16","RIAU","19-30",9255
"2021-04-17","RIAU","19-30",9314
"2021-04-18","RIAU","19-30",9387
"2021-04-19","RIAU","19-30",9448
"2021-04-20","RIAU","19-30",9533
"2021-04-21","RIAU","19-30",9647
"2021-04-22","RIAU","19-30",9734
"2021-04-23","RIAU","19-30",9842
"2021-04-24","RIAU","19-30",9929
"2021-04-25","RIAU","19-30",10013
"2021-04-26","RIAU","19-30",10150
"2021-04-27","RIAU","19-30",10232
"2021-04-30","RIAU","19-30",10602
"2021-05-01","RIAU","19-30",10664
"2021-05-02","RIAU","19-30",10798
"2021-05-04","RIAU","19-30",11013
"2021-05-06","RIAU","19-30",11263
"2021-05-08","RIAU","19-30",11560
"2021-05-10","RIAU","19-30",11761
"2021-05-13","RIAU","19-30",12161
"2021-05-14","RIAU","19-30",12177
"2021-05-16","RIAU","19-30",12275
"2021-05-19","RIAU","19-30",12507
"2021-05-25","RIAU","19-30",13379
"2021-05-26","RIAU","19-30",13565
"2021-05-29","RIAU","19-30",14064
"2021-05-31","RIAU","19-30",14359
"2021-06-02","RIAU","19-30",14647
"2021-06-10","RIAU","19-30",15541
"2021-06-12","RIAU","19-30",15744
"2021-06-13","RIAU","19-30",15823
"2021-03-24","SULAWESI BARAT","19-30",1527
"2021-03-28","SULAWESI BARAT","19-30",1526
"2021-04-07","SULAWESI BARAT","19-30",1528
"2021-04-12","SULAWESI BARAT","19-30",1533
"2021-04-15","SULAWESI BARAT","19-30",1534
"2021-04-16","SULAWESI BARAT","19-30",1534
"2021-04-17","SULAWESI BARAT","19-30",1535
"2021-04-18","SULAWESI BARAT","19-30",1535
"2021-04-19","SULAWESI BARAT","19-30",1535
"2021-04-20","SULAWESI BARAT","19-30",1536
"2021-04-21","SULAWESI BARAT","19-30",1536
"2021-04-22","SULAWESI BARAT","19-30",1537
"2021-04-23","SULAWESI BARAT","19-30",1537
"2021-04-24","SULAWESI BARAT","19-30",1539
"2021-04-25","SULAWESI BARAT","19-30",1539
"2021-04-26","SULAWESI BARAT","19-30",1539
"2021-04-27","SULAWESI BARAT","19-30",1539
"2021-04-30","SULAWESI BARAT","19-30",1541
"2021-05-01","SULAWESI BARAT","19-30",1541
"2021-05-02","SULAWESI BARAT","19-30",1545
"2021-05-04","SULAWESI BARAT","19-30",1545
"2021-05-06","SULAWESI BARAT","19-30",1546
"2021-05-08","SULAWESI BARAT","19-30",1546
"2021-05-10","SULAWESI BARAT","19-30",1547
"2021-05-13","SULAWESI BARAT","19-30",1548
"2021-05-14","SULAWESI BARAT","19-30",1548
"2021-05-16","SULAWESI BARAT","19-30",1549
"2021-05-19","SULAWESI BARAT","19-30",1550
"2021-05-25","SULAWESI BARAT","19-30",1550
"2021-05-26","SULAWESI BARAT","19-30",1550
"2021-05-29","SULAWESI BARAT","19-30",1551
"2021-05-31","SULAWESI BARAT","19-30",1551
"2021-06-02","SULAWESI BARAT","19-30",1556
"2021-06-10","SULAWESI BARAT","19-30",1581
"2021-06-12","SULAWESI BARAT","19-30",1584
"2021-06-13","SULAWESI BARAT","19-30",1584
"2021-03-24","SULAWESI SELATAN","19-30",16449
"2021-03-28","SULAWESI SELATAN","19-30",16496
"2021-04-07","SULAWESI SELATAN","19-30",16795
"2021-04-12","SULAWESI SELATAN","19-30",16935
"2021-04-15","SULAWESI SELATAN","19-30",17041
"2021-04-16","SULAWESI SELATAN","19-30",17059
"2021-04-17","SULAWESI SELATAN","19-30",17074
"2021-04-18","SULAWESI SELATAN","19-30",17083
"2021-04-19","SULAWESI SELATAN","19-30",17092
"2021-04-20","SULAWESI SELATAN","19-30",17116
"2021-04-21","SULAWESI SELATAN","19-30",17137
"2021-04-22","SULAWESI SELATAN","19-30",17147
"2021-04-23","SULAWESI SELATAN","19-30",17160
"2021-04-24","SULAWESI SELATAN","19-30",17171
"2021-04-25","SULAWESI SELATAN","19-30",17172
"2021-04-26","SULAWESI SELATAN","19-30",17177
"2021-04-27","SULAWESI SELATAN","19-30",17191
"2021-04-30","SULAWESI SELATAN","19-30",17238
"2021-05-01","SULAWESI SELATAN","19-30",17257
"2021-05-02","SULAWESI SELATAN","19-30",17260
"2021-05-04","SULAWESI SELATAN","19-30",17277
"2021-05-06","SULAWESI SELATAN","19-30",17294
"2021-05-08","SULAWESI SELATAN","19-30",17315
"2021-05-10","SULAWESI SELATAN","19-30",17327
"2021-05-13","SULAWESI SELATAN","19-30",17343
"2021-05-14","SULAWESI SELATAN","19-30",17347
"2021-05-16","SULAWESI SELATAN","19-30",17351
"2021-05-19","SULAWESI SELATAN","19-30",17389
