"Tanggal","Provinsi","Rentang Usia","Jumlah"
"2021-05-14","GORONTALO","45-59",1053
"2021-05-16","GORONTALO","45-59",1055
"2021-05-19","GORONTALO","45-59",1057
"2021-05-25","GORONTALO","45-59",1060
"2021-05-26","GORONTALO","45-59",1060
"2021-05-29","GORONTALO","45-59",1068
"2021-05-31","GORONTALO","45-59",1071
"2021-06-02","GORONTALO","45-59",1072
"2021-06-10","GORONTALO","45-59",1076
"2021-06-12","GORONTALO","45-59",1076
"2021-06-13","GORONTALO","45-59",1077
"2021-03-24","JAMBI","45-59",1216
"2021-03-28","JAMBI","45-59",1242
"2021-04-07","JAMBI","45-59",1316
"2021-04-12","JAMBI","45-59",1336
"2021-04-15","JAMBI","45-59",1371
"2021-04-16","JAMBI","45-59",1384
"2021-04-17","JAMBI","45-59",1395
"2021-04-18","JAMBI","45-59",1401
"2021-04-19","JAMBI","45-59",1409
"2021-04-20","JAMBI","45-59",1421
"2021-04-21","JAMBI","45-59",1437
"2021-04-22","JAMBI","45-59",1462
"2021-04-23","JAMBI","45-59",1477
"2021-04-24","JAMBI","45-59",1496
"2021-04-25","JAMBI","45-59",1503
"2021-04-26","JAMBI","45-59",1514
"2021-04-27","JAMBI","45-59",1524
"2021-04-30","JAMBI","45-59",1584
"2021-05-01","JAMBI","45-59",1596
"2021-05-02","JAMBI","45-59",1607
"2021-05-04","JAMBI","45-59",1631
"2021-05-06","JAMBI","45-59",1671
"2021-05-08","JAMBI","45-59",1707
"2021-05-10","JAMBI","45-59",1733
"2021-05-13","JAMBI","45-59",1760
"2021-05-14","JAMBI","45-59",1778
"2021-05-16","JAMBI","45-59",1781
"2021-05-19","JAMBI","45-59",1789
"2021-05-25","JAMBI","45-59",1882
"2021-05-26","JAMBI","45-59",1898
"2021-05-29","JAMBI","45-59",1942
"2021-05-31","JAMBI","45-59",1980
"2021-06-02","JAMBI","45-59",2007
"2021-06-10","JAMBI","45-59",2177
"2021-06-12","JAMBI","45-59",2222
"2021-06-13","JAMBI","45-59",2250
"2021-03-24","JAWA BARAT","45-59",51711
"2021-03-28","JAWA BARAT","45-59",52452
"2021-04-07","JAWA BARAT","45-59",54455
"2021-04-12","JAWA BARAT","45-59",55557
"2021-04-15","JAWA BARAT","45-59",56442
"2021-04-16","JAWA BARAT","45-59",56681
"2021-04-17","JAWA BARAT","45-59",56869
"2021-04-18","JAWA BARAT","45-59",57055
"2021-04-19","JAWA BARAT","45-59",57374
"2021-04-20","JAWA BARAT","45-59",57711
"2021-04-21","JAWA BARAT","45-59",57911
"2021-04-22","JAWA BARAT","45-59",58220
"2021-04-23","JAWA BARAT","45-59",58469
"2021-04-24","JAWA BARAT","45-59",58607
"2021-04-25","JAWA BARAT","45-59",58774
"2021-04-26","JAWA BARAT","45-59",59208
"2021-04-27","JAWA BARAT","45-59",59529
"2021-04-30","JAWA BARAT","45-59",60391
"2021-05-01","JAWA BARAT","45-59",60570
"2021-05-02","JAWA BARAT","45-59",60736
"2021-05-04","JAWA BARAT","45-59",61265
"2021-05-06","JAWA BARAT","45-59",61768
"2021-05-08","JAWA BARAT","45-59",62680
"2021-05-10","JAWA BARAT","45-59",63043
"2021-05-13","JAWA BARAT","45-59",63632
"2021-05-14","JAWA BARAT","45-59",63744
"2021-05-16","JAWA BARAT","45-59",64090
"2021-05-19","JAWA BARAT","45-59",65079
"2021-05-25","JAWA BARAT","45-59",66701
"2021-05-26","JAWA BARAT","45-59",66873
"2021-05-29","JAWA BARAT","45-59",67642
"2021-05-31","JAWA BARAT","45-59",68060
"2021-06-02","JAWA BARAT","45-59",68495
"2021-06-10","JAWA BARAT","45-59",70669
"2021-06-12","JAWA BARAT","45-59",71172
"2021-06-13","JAWA BARAT","45-59",71461
"2021-03-24","JAWA TENGAH","45-59",39770
"2021-03-28","JAWA TENGAH","45-59",40020
"2021-04-07","JAWA TENGAH","45-59",41093
"2021-04-12","JAWA TENGAH","45-59",41661
"2021-04-15","JAWA TENGAH","45-59",42266
"2021-04-16","JAWA TENGAH","45-59",42418
"2021-04-17","JAWA TENGAH","45-59",42519
"2021-04-18","JAWA TENGAH","45-59",42655
"2021-04-19","JAWA TENGAH","45-59",42817
"2021-04-20","JAWA TENGAH","45-59",42980
"2021-04-21","JAWA TENGAH","45-59",43169
"2021-04-22","JAWA TENGAH","45-59",43298
"2021-04-23","JAWA TENGAH","45-59",43408
"2021-04-24","JAWA TENGAH","45-59",43480
"2021-04-25","JAWA TENGAH","45-59",43540
"2021-04-26","JAWA TENGAH","45-59",43713
"2021-04-27","JAWA TENGAH","45-59",43814
"2021-04-30","JAWA TENGAH","45-59",44158
"2021-05-01","JAWA TENGAH","45-59",44202
"2021-05-02","JAWA TENGAH","45-59",44238
"2021-05-04","JAWA TENGAH","45-59",44448
"2021-05-06","JAWA TENGAH","45-59",44706
"2021-05-08","JAWA TENGAH","45-59",44861
"2021-05-10","JAWA TENGAH","45-59",45127
"2021-05-13","JAWA TENGAH","45-59",45349
"2021-05-14","JAWA TENGAH","45-59",45385
"2021-05-16","JAWA TENGAH","45-59",45524
"2021-05-19","JAWA TENGAH","45-59",45960
"2021-05-25","JAWA TENGAH","45-59",46786
"2021-05-26","JAWA TENGAH","45-59",46898
"2021-05-29","JAWA TENGAH","45-59",47496
"2021-05-31","JAWA TENGAH","45-59",47955
"2021-06-02","JAWA TENGAH","45-59",48352
"2021-06-10","JAWA TENGAH","45-59",50590
"2021-06-12","JAWA TENGAH","45-59",51089
"2021-06-13","JAWA TENGAH","45-59",51689
"2021-03-24","JAWA TIMUR","45-59",39594
"2021-03-28","JAWA TIMUR","45-59",39953
"2021-04-07","JAWA TIMUR","45-59",40829
"2021-04-12","JAWA TIMUR","45-59",41311
"2021-04-15","JAWA TIMUR","45-59",41560
"2021-04-16","JAWA TIMUR","45-59",41635
"2021-04-17","JAWA TIMUR","45-59",41720
"2021-04-18","JAWA TIMUR","45-59",41789
"2021-04-19","JAWA TIMUR","45-59",41869
"2021-04-20","JAWA TIMUR","45-59",41950
"2021-04-21","JAWA TIMUR","45-59",42030
"2021-04-22","JAWA TIMUR","45-59",42117
"2021-04-23","JAWA TIMUR","45-59",42213
"2021-04-24","JAWA TIMUR","45-59",42298
"2021-04-25","JAWA TIMUR","45-59",42369
"2021-04-26","JAWA TIMUR","45-59",42444
"2021-04-27","JAWA TIMUR","45-59",42518
"2021-04-30","JAWA TIMUR","45-59",42796
"2021-05-01","JAWA TIMUR","45-59",42872
"2021-05-02","JAWA TIMUR","45-59",42942
"2021-05-04","JAWA TIMUR","45-59",43083
"2021-05-06","JAWA TIMUR","45-59",43207
"2021-05-08","JAWA TIMUR","45-59",43344
"2021-05-10","JAWA TIMUR","45-59",43466
"2021-05-13","JAWA TIMUR","45-59",43636
"2021-05-14","JAWA TIMUR","45-59",43679
"2021-05-16","JAWA TIMUR","45-59",43790
"2021-05-19","JAWA TIMUR","45-59",43996
"2021-05-25","JAWA TIMUR","45-59",44428
"2021-05-26","JAWA TIMUR","45-59",44506
"2021-05-29","JAWA TIMUR","45-59",44728
"2021-05-31","JAWA TIMUR","45-59",44861
"2021-06-02","JAWA TIMUR","45-59",45003
"2021-06-10","JAWA TIMUR","45-59",45705
"2021-06-12","JAWA TIMUR","45-59",45910
"2021-06-13","JAWA TIMUR","45-59",46012
"2021-03-24","KALIMANTAN BARAT","45-59",1280
"2021-03-28","KALIMANTAN BARAT","45-59",1310
"2021-04-07","KALIMANTAN BARAT","45-59",1378
"2021-04-12","KALIMANTAN BARAT","45-59",1416
"2021-04-15","KALIMANTAN BARAT","45-59",1466
"2021-04-16","KALIMANTAN BARAT","45-59",1481
"2021-04-17","KALIMANTAN BARAT","45-59",1498
"2021-04-18","KALIMANTAN BARAT","45-59",1507
"2021-04-19","KALIMANTAN BARAT","45-59",1507
"2021-04-20","KALIMANTAN BARAT","45-59",1524
"2021-04-21","KALIMANTAN BARAT","45-59",1544
"2021-04-22","KALIMANTAN BARAT","45-59",1566
"2021-04-23","KALIMANTAN BARAT","45-59",1589
"2021-04-24","KALIMANTAN BARAT","45-59",1604
"2021-04-25","KALIMANTAN BARAT","45-59",1611
"2021-04-26","KALIMANTAN BARAT","45-59",1611
"2021-04-27","KALIMANTAN BARAT","45-59",1626
"2021-04-30","KALIMANTAN BARAT","45-59",1689
"2021-05-01","KALIMANTAN BARAT","45-59",1719
"2021-05-02","KALIMANTAN BARAT","45-59",1741
"2021-05-04","KALIMANTAN BARAT","45-59",1763
"2021-05-06","KALIMANTAN BARAT","45-59",1821
"2021-05-08","KALIMANTAN BARAT","45-59",1853
"2021-05-10","KALIMANTAN BARAT","45-59",1890
"2021-05-13","KALIMANTAN BARAT","45-59",1970
"2021-05-14","KALIMANTAN BARAT","45-59",1991
"2021-05-16","KALIMANTAN BARAT","45-59",2024
"2021-05-19","KALIMANTAN BARAT","45-59",2084
"2021-05-25","KALIMANTAN BARAT","45-59",2213
"2021-05-26","KALIMANTAN BARAT","45-59",2243
"2021-05-29","KALIMANTAN BARAT","45-59",2307
"2021-05-31","KALIMANTAN BARAT","45-59",2342
"2021-06-02","KALIMANTAN BARAT","45-59",2387
"2021-06-10","KALIMANTAN BARAT","45-59",2572
"2021-06-12","KALIMANTAN BARAT","45-59",2633
"2021-06-13","KALIMANTAN BARAT","45-59",2666
"2021-03-24","KALIMANTAN SELATAN","45-59",5638
"2021-03-28","KALIMANTAN SELATAN","45-59",5811
"2021-04-07","KALIMANTAN SELATAN","45-59",6289
"2021-04-12","KALIMANTAN SELATAN","45-59",6522
"2021-04-15","KALIMANTAN SELATAN","45-59",6668
"2021-04-16","KALIMANTAN SELATAN","45-59",6700
"2021-04-17","KALIMANTAN SELATAN","45-59",6726
"2021-04-18","KALIMANTAN SELATAN","45-59",6762
"2021-04-19","KALIMANTAN SELATAN","45-59",6771
"2021-04-20","KALIMANTAN SELATAN","45-59",6806
"2021-04-21","KALIMANTAN SELATAN","45-59",6830
"2021-04-22","KALIMANTAN SELATAN","45-59",6866
"2021-04-23","KALIMANTAN SELATAN","45-59",6916
"2021-04-24","KALIMANTAN SELATAN","45-59",6946
"2021-04-25","KALIMANTAN SELATAN","45-59",6959
"2021-04-26","KALIMANTAN SELATAN","45-59",6960
"2021-04-27","KALIMANTAN SELATAN","45-59",6981
"2021-04-30","KALIMANTAN SELATAN","45-59",7061
"2021-05-01","KALIMANTAN SELATAN","45-59",7074
"2021-05-02","KALIMANTAN SELATAN","45-59",7077
"2021-05-04","KALIMANTAN SELATAN","45-59",7105
"2021-05-06","KALIMANTAN SELATAN","45-59",7147
"2021-05-08","KALIMANTAN SELATAN","45-59",7199
"2021-05-10","KALIMANTAN SELATAN","45-59",7222
"2021-05-13","KALIMANTAN SELATAN","45-59",7249
"2021-05-14","KALIMANTAN SELATAN","45-59",7255
"2021-05-16","KALIMANTAN SELATAN","45-59",7267
"2021-05-19","KALIMANTAN SELATAN","45-59",7294
"2021-05-25","KALIMANTAN SELATAN","45-59",7379
"2021-05-26","KALIMANTAN SELATAN","45-59",7401
"2021-05-29","KALIMANTAN SELATAN","45-59",7459
"2021-05-31","KALIMANTAN SELATAN","45-59",7477
"2021-06-02","KALIMANTAN SELATAN","45-59",7492
"2021-06-10","KALIMANTAN SELATAN","45-59",7579
"2021-06-12","KALIMANTAN SELATAN","45-59",7597
"2021-06-13","KALIMANTAN SELATAN","45-59",7607
"2021-03-24","KALIMANTAN TENGAH","45-59",3319
"2021-03-28","KALIMANTAN TENGAH","45-59",3425
"2021-04-07","KALIMANTAN TENGAH","45-59",3639
"2021-04-12","KALIMANTAN TENGAH","45-59",3736
"2021-04-15","KALIMANTAN TENGAH","45-59",3794
"2021-04-16","KALIMANTAN TENGAH","45-59",3820
"2021-04-17","KALIMANTAN TENGAH","45-59",3839
"2021-04-18","KALIMANTAN TENGAH","45-59",3868
"2021-04-19","KALIMANTAN TENGAH","45-59",3889
"2021-04-20","KALIMANTAN TENGAH","45-59",3911
"2021-04-21","KALIMANTAN TENGAH","45-59",3937
"2021-04-22","KALIMANTAN TENGAH","45-59",3952
"2021-04-23","KALIMANTAN TENGAH","45-59",3969
"2021-04-24","KALIMANTAN TENGAH","45-59",3989
"2021-04-25","KALIMANTAN TENGAH","45-59",4007
"2021-04-26","KALIMANTAN TENGAH","45-59",4033
"2021-04-27","KALIMANTAN TENGAH","45-59",4043
"2021-04-30","KALIMANTAN TENGAH","45-59",4119
"2021-05-01","KALIMANTAN TENGAH","45-59",4141
"2021-05-02","KALIMANTAN TENGAH","45-59",4150
"2021-05-04","KALIMANTAN TENGAH","45-59",4191
"2021-05-06","KALIMANTAN TENGAH","45-59",4236
"2021-05-08","KALIMANTAN TENGAH","45-59",4282
"2021-05-10","KALIMANTAN TENGAH","45-59",4313
"2021-05-13","KALIMANTAN TENGAH","45-59",4359
"2021-05-14","KALIMANTAN TENGAH","45-59",4368
"2021-05-16","KALIMANTAN TENGAH","45-59",4382
"2021-05-19","KALIMANTAN TENGAH","45-59",4431
"2021-05-25","KALIMANTAN TENGAH","45-59",4549
"2021-05-26","KALIMANTAN TENGAH","45-59",4574
"2021-05-29","KALIMANTAN TENGAH","45-59",4640
"2021-05-31","KALIMANTAN TENGAH","45-59",4673
"2021-06-02","KALIMANTAN TENGAH","45-59",4697
"2021-06-10","KALIMANTAN TENGAH","45-59",4850
"2021-06-12","KALIMANTAN TENGAH","45-59",4879
"2021-06-13","KALIMANTAN TENGAH","45-59",4906
"2021-03-24","KALIMANTAN TIMUR","45-59",11822
"2021-03-28","KALIMANTAN TIMUR","45-59",12034
"2021-04-07","KALIMANTAN TIMUR","45-59",12388
"2021-04-12","KALIMANTAN TIMUR","45-59",12538
"2021-04-15","KALIMANTAN TIMUR","45-59",12640
"2021-04-16","KALIMANTAN TIMUR","45-59",12661
"2021-04-17","KALIMANTAN TIMUR","45-59",12697
"2021-04-18","KALIMANTAN TIMUR","45-59",12732
"2021-04-19","KALIMANTAN TIMUR","45-59",12751
"2021-04-20","KALIMANTAN TIMUR","45-59",12782
"2021-04-21","KALIMANTAN TIMUR","45-59",12813
"2021-04-22","KALIMANTAN TIMUR","45-59",12845
"2021-04-23","KALIMANTAN TIMUR","45-59",12891
"2021-04-24","KALIMANTAN TIMUR","45-59",12919
"2021-04-25","KALIMANTAN TIMUR","45-59",12947
"2021-04-26","KALIMANTAN TIMUR","45-59",12966
"2021-04-27","KALIMANTAN TIMUR","45-59",12995
"2021-04-30","KALIMANTAN TIMUR","45-59",13092
"2021-05-01","KALIMANTAN TIMUR","45-59",13127
"2021-05-02","KALIMANTAN TIMUR","45-59",13143
"2021-05-04","KALIMANTAN TIMUR","45-59",13195
"2021-05-06","KALIMANTAN TIMUR","45-59",13239
"2021-05-08","KALIMANTAN TIMUR","45-59",13266
"2021-05-10","KALIMANTAN TIMUR","45-59",13303
"2021-05-13","KALIMANTAN TIMUR","45-59",13351
"2021-05-14","KALIMANTAN TIMUR","45-59",13354
"2021-05-16","KALIMANTAN TIMUR","45-59",13381
"2021-05-19","KALIMANTAN TIMUR","45-59",13435
"2021-05-25","KALIMANTAN TIMUR","45-59",13540
"2021-05-26","KALIMANTAN TIMUR","45-59",13552
"2021-05-29","KALIMANTAN TIMUR","45-59",13590
"2021-05-31","KALIMANTAN TIMUR","45-59",13629
"2021-06-02","KALIMANTAN TIMUR","45-59",13656
"2021-06-10","KALIMANTAN TIMUR","45-59",13795
"2021-06-12","KALIMANTAN TIMUR","45-59",13830
"2021-06-13","KALIMANTAN TIMUR","45-59",13848
"2021-03-24","KALIMANTAN UTARA","45-59",1995
"2021-03-28","KALIMANTAN UTARA","45-59",2029
"2021-04-07","KALIMANTAN UTARA","45-59",2083
"2021-04-12","KALIMANTAN UTARA","45-59",2102
"2021-04-15","KALIMANTAN UTARA","45-59",2119
"2021-04-16","KALIMANTAN UTARA","45-59",2119
"2021-04-17","KALIMANTAN UTARA","45-59",2124
"2021-04-18","KALIMANTAN UTARA","45-59",2130
"2021-04-19","KALIMANTAN UTARA","45-59",2133
"2021-04-20","KALIMANTAN UTARA","45-59",2139
"2021-04-21","KALIMANTAN UTARA","45-59",2142
"2021-04-22","KALIMANTAN UTARA","45-59",2145
"2021-04-23","KALIMANTAN UTARA","45-59",2149
"2021-04-24","KALIMANTAN UTARA","45-59",2154
"2021-04-25","KALIMANTAN UTARA","45-59",2156
"2021-04-26","KALIMANTAN UTARA","45-59",2158
"2021-04-27","KALIMANTAN UTARA","45-59",2162
"2021-04-30","KALIMANTAN UTARA","45-59",2169
"2021-05-01","KALIMANTAN UTARA","45-59",2169
"2021-05-02","KALIMANTAN UTARA","45-59",2177
"2021-05-04","KALIMANTAN UTARA","45-59",2187
"2021-05-06","KALIMANTAN UTARA","45-59",2186
"2021-05-08","KALIMANTAN UTARA","45-59",2187
"2021-05-10","KALIMANTAN UTARA","45-59",2193
"2021-05-13","KALIMANTAN UTARA","45-59",2193
"2021-05-14","KALIMANTAN UTARA","45-59",2195
"2021-05-16","KALIMANTAN UTARA","45-59",2196
"2021-05-19","KALIMANTAN UTARA","45-59",2199
"2021-05-25","KALIMANTAN UTARA","45-59",2234
"2021-05-26","KALIMANTAN UTARA","45-59",2237
"2021-05-29","KALIMANTAN UTARA","45-59",2246
"2021-05-31","KALIMANTAN UTARA","45-59",2250
"2021-06-02","KALIMANTAN UTARA","45-59",2254
"2021-06-10","KALIMANTAN UTARA","45-59",2268
"2021-06-12","KALIMANTAN UTARA","45-59",2270
"2021-06-13","KALIMANTAN UTARA","45-59",2273
"2021-03-24","KEPULAUAN BANGKA BELITUNG","45-59",1571
"2021-03-28","KEPULAUAN BANGKA BELITUNG","45-59",1646
"2021-04-07","KEPULAUAN BANGKA BELITUNG","45-59",1796
"2021-04-12","KEPULAUAN BANGKA BELITUNG","45-59",1889
"2021-04-15","KEPULAUAN BANGKA BELITUNG","45-59",1970
"2021-04-16","KEPULAUAN BANGKA BELITUNG","45-59",1997
"2021-04-17","KEPULAUAN BANGKA BELITUNG","45-59",2019
"2021-04-18","KEPULAUAN BANGKA BELITUNG","45-59",2047
"2021-04-19","KEPULAUAN BANGKA BELITUNG","45-59",2058
"2021-04-20","KEPULAUAN BANGKA BELITUNG","45-59",2086
"2021-04-21","KEPULAUAN BANGKA BELITUNG","45-59",2115
"2021-04-22","KEPULAUAN BANGKA BELITUNG","45-59",2137
"2021-04-23","KEPULAUAN BANGKA BELITUNG","45-59",2195
"2021-04-24","KEPULAUAN BANGKA BELITUNG","45-59",2232
"2021-04-25","KEPULAUAN BANGKA BELITUNG","45-59",2289
"2021-04-26","KEPULAUAN BANGKA BELITUNG","45-59",2322
"2021-04-27","KEPULAUAN BANGKA BELITUNG","45-59",2355
"2021-04-30","KEPULAUAN BANGKA BELITUNG","45-59",2470
"2021-05-01","KEPULAUAN BANGKA BELITUNG","45-59",2501
"2021-05-02","KEPULAUAN BANGKA BELITUNG","45-59",2519
"2021-05-04","KEPULAUAN BANGKA BELITUNG","45-59",2554
"2021-05-06","KEPULAUAN BANGKA BELITUNG","45-59",2620
"2021-05-08","KEPULAUAN BANGKA BELITUNG","45-59",2689
"2021-05-10","KEPULAUAN BANGKA BELITUNG","45-59",2741
"2021-05-13","KEPULAUAN BANGKA BELITUNG","45-59",2826
"2021-05-14","KEPULAUAN BANGKA BELITUNG","45-59",2842
"2021-05-16","KEPULAUAN BANGKA BELITUNG","45-59",2868
"2021-05-19","KEPULAUAN BANGKA BELITUNG","45-59",2930
"2021-05-25","KEPULAUAN BANGKA BELITUNG","45-59",3111
"2021-05-26","KEPULAUAN BANGKA BELITUNG","45-59",3142
"2021-05-29","KEPULAUAN BANGKA BELITUNG","45-59",3229
"2021-05-31","KEPULAUAN BANGKA BELITUNG","45-59",3279
"2021-06-02","KEPULAUAN BANGKA BELITUNG","45-59",3315
"2021-06-10","KEPULAUAN BANGKA BELITUNG","45-59",3475
"2021-06-12","KEPULAUAN BANGKA BELITUNG","45-59",3502
"2021-06-13","KEPULAUAN BANGKA BELITUNG","45-59",3512
"2021-03-24","KEPULAUAN RIAU","45-59",1775
"2021-03-28","KEPULAUAN RIAU","45-59",1793
"2021-04-07","KEPULAUAN RIAU","45-59",1841
"2021-04-12","KEPULAUAN RIAU","45-59",1873
"2021-04-15","KEPULAUAN RIAU","45-59",1916
"2021-04-16","KEPULAUAN RIAU","45-59",1928
"2021-04-17","KEPULAUAN RIAU","45-59",1947
"2021-04-18","KEPULAUAN RIAU","45-59",1964
"2021-04-19","KEPULAUAN RIAU","45-59",1975
"2021-04-20","KEPULAUAN RIAU","45-59",1993
"2021-04-21","KEPULAUAN RIAU","45-59",2004
"2021-04-22","KEPULAUAN RIAU","45-59",2022
"2021-04-23","KEPULAUAN RIAU","45-59",2033
"2021-04-24","KEPULAUAN RIAU","45-59",2051
"2021-04-25","KEPULAUAN RIAU","45-59",2075
"2021-04-26","KEPULAUAN RIAU","45-59",2101
"2021-04-27","KEPULAUAN RIAU","45-59",2118
"2021-04-30","KEPULAUAN RIAU","45-59",2175
"2021-05-01","KEPULAUAN RIAU","45-59",2210
"2021-05-02","KEPULAUAN RIAU","45-59",2243
"2021-05-04","KEPULAUAN RIAU","45-59",2296
"2021-05-06","KEPULAUAN RIAU","45-59",2362
"2021-05-08","KEPULAUAN RIAU","45-59",2400
"2021-05-10","KEPULAUAN RIAU","45-59",2440
"2021-05-13","KEPULAUAN RIAU","45-59",2515
"2021-05-14","KEPULAUAN RIAU","45-59",2533
"2021-05-16","KEPULAUAN RIAU","45-59",2615
"2021-05-19","KEPULAUAN RIAU","45-59",2713
"2021-05-25","KEPULAUAN RIAU","45-59",2956
"2021-05-26","KEPULAUAN RIAU","45-59",2996
"2021-05-29","KEPULAUAN RIAU","45-59",3181
"2021-05-31","KEPULAUAN RIAU","45-59",3264
"2021-06-02","KEPULAUAN RIAU","45-59",3361
"2021-06-10","KEPULAUAN RIAU","45-59",3746
"2021-06-12","KEPULAUAN RIAU","45-59",3835
"2021-06-13","KEPULAUAN RIAU","45-59",3874
"2021-03-24","LAMPUNG","45-59",3438
"2021-03-28","LAMPUNG","45-59",3478
"2021-04-07","LAMPUNG","45-59",3606
"2021-04-12","LAMPUNG","45-59",3674
"2021-04-15","LAMPUNG","45-59",3729
"2021-04-16","LAMPUNG","45-59",3752
"2021-04-17","LAMPUNG","45-59",3778
"2021-04-18","LAMPUNG","45-59",3804
"2021-04-19","LAMPUNG","45-59",3835
"2021-04-20","LAMPUNG","45-59",3864
"2021-04-21","LAMPUNG","45-59",3886
"2021-04-22","LAMPUNG","45-59",3901
"2021-04-23","LAMPUNG","45-59",3936
"2021-04-24","LAMPUNG","45-59",3957
"2021-04-25","LAMPUNG","45-59",3977
"2021-04-26","LAMPUNG","45-59",3999
"2021-04-27","LAMPUNG","45-59",4023
"2021-04-30","LAMPUNG","45-59",4100
"2021-05-01","LAMPUNG","45-59",4121
"2021-05-02","LAMPUNG","45-59",4143
"2021-05-04","LAMPUNG","45-59",4188
"2021-05-06","LAMPUNG","45-59",4243
"2021-05-08","LAMPUNG","45-59",4283
"2021-05-10","LAMPUNG","45-59",4313
"2021-05-13","LAMPUNG","45-59",4376
"2021-05-14","LAMPUNG","45-59",4389
"2021-05-16","LAMPUNG","45-59",4424
"2021-05-19","LAMPUNG","45-59",4488
"2021-05-25","LAMPUNG","45-59",4627
"2021-05-26","LAMPUNG","45-59",4650
"2021-05-29","LAMPUNG","45-59",4713
"2021-05-31","LAMPUNG","45-59",4757
"2021-06-02","LAMPUNG","45-59",4819
"2021-06-10","LAMPUNG","45-59",5042
"2021-06-12","LAMPUNG","45-59",5078
"2021-06-13","LAMPUNG","45-59",5107
"2021-03-24","MALUKU","45-59",1383
"2021-03-28","MALUKU","45-59",1394
"2021-04-07","MALUKU","45-59",1403
"2021-04-12","MALUKU","45-59",1413
"2021-04-15","MALUKU","45-59",1417
"2021-04-16","MALUKU","45-59",1419
"2021-04-17","MALUKU","45-59",1424
"2021-04-18","MALUKU","45-59",1429
"2021-04-19","MALUKU","45-59",1429
"2021-04-20","MALUKU","45-59",1429
"2021-04-21","MALUKU","45-59",1431
"2021-04-22","MALUKU","45-59",1431
"2021-04-23","MALUKU","45-59",1434
"2021-04-24","MALUKU","45-59",1434
"2021-04-25","MALUKU","45-59",1436
"2021-04-26","MALUKU","45-59",1436
"2021-04-27","MALUKU","45-59",1436
"2021-04-30","MALUKU","45-59",1437
"2021-05-01","MALUKU","45-59",1437
"2021-05-02","MALUKU","45-59",1438
"2021-05-04","MALUKU","45-59",1440
"2021-05-06","MALUKU","45-59",1446
"2021-05-08","MALUKU","45-59",1448
"2021-05-10","MALUKU","45-59",1449
"2021-05-13","MALUKU","45-59",1449
"2021-05-14","MALUKU","45-59",1457
"2021-05-16","MALUKU","45-59",1458
"2021-05-19","MALUKU","45-59",1459
"2021-05-25","MALUKU","45-59",1467
"2021-05-26","MALUKU","45-59",1467
"2021-05-29","MALUKU","45-59",1472
"2021-05-31","MALUKU","45-59",1472
"2021-06-02","MALUKU","45-59",1472
"2021-06-10","MALUKU","45-59",1492
"2021-06-12","MALUKU","45-59",1494
"2021-06-13","MALUKU","45-59",1497
"2021-03-24","MALUKU UTARA","45-59",716
"2021-03-28","MALUKU UTARA","45-59",722
"2021-04-07","MALUKU UTARA","45-59",734
"2021-04-12","MALUKU UTARA","45-59",737
"2021-04-15","MALUKU UTARA","45-59",741
"2021-04-16","MALUKU UTARA","45-59",741
"2021-04-17","MALUKU UTARA","45-59",744
"2021-04-18","MALUKU UTARA","45-59",746
"2021-04-19","MALUKU UTARA","45-59",746
"2021-04-20","MALUKU UTARA","45-59",746
"2021-04-21","MALUKU UTARA","45-59",749
"2021-04-22","MALUKU UTARA","45-59",750
"2021-04-23","MALUKU UTARA","45-59",750
"2021-04-24","MALUKU UTARA","45-59",750
"2021-04-25","MALUKU UTARA","45-59",752
"2021-04-26","MALUKU UTARA","45-59",752
"2021-04-27","MALUKU UTARA","45-59",752
"2021-04-30","MALUKU UTARA","45-59",752
"2021-05-01","MALUKU UTARA","45-59",752
"2021-05-02","MALUKU UTARA","45-59",752
"2021-05-04","MALUKU UTARA","45-59",753
"2021-05-06","MALUKU UTARA","45-59",754
"2021-05-08","MALUKU UTARA","45-59",757
"2021-05-10","MALUKU UTARA","45-59",757
"2021-05-13","MALUKU UTARA","45-59",757
"2021-05-14","MALUKU UTARA","45-59",757
"2021-05-16","MALUKU UTARA","45-59",758
"2021-05-19","MALUKU UTARA","45-59",759
"2021-05-25","MALUKU UTARA","45-59",767
"2021-05-26","MALUKU UTARA","45-59",767
"2021-05-29","MALUKU UTARA","45-59",767
"2021-05-31","MALUKU UTARA","45-59",770
"2021-06-02","MALUKU UTARA","45-59",771
"2021-06-10","MALUKU UTARA","45-59",784
"2021-06-12","MALUKU UTARA","45-59",790
"2021-06-13","MALUKU UTARA","45-59",792
"2021-03-24","NUSA TENGGARA BARAT","45-59",1830
"2021-03-28","NUSA TENGGARA BARAT","45-59",1856
"2021-04-07","NUSA TENGGARA BARAT","45-59",1934
"2021-04-12","NUSA TENGGARA BARAT","45-59",1962
"2021-04-15","NUSA TENGGARA BARAT","45-59",1978
"2021-04-16","NUSA TENGGARA BARAT","45-59",2002
"2021-04-17","NUSA TENGGARA BARAT","45-59",2012
"2021-04-18","NUSA TENGGARA BARAT","45-59",2012
"2021-04-19","NUSA TENGGARA BARAT","45-59",2028
"2021-04-20","NUSA TENGGARA BARAT","45-59",2033
"2021-04-21","NUSA TENGGARA BARAT","45-59",2049
"2021-04-22","NUSA TENGGARA BARAT","45-59",2056
"2021-04-23","NUSA TENGGARA BARAT","45-59",2057
"2021-04-24","NUSA TENGGARA BARAT","45-59",2057
