"Tanggal","Provinsi","Status Covid-19","Total"
"2021-04-26","KALIMANTAN BARAT","dirawat",933
"2021-04-27","KALIMANTAN BARAT","dirawat",912
"2021-04-30","KALIMANTAN BARAT","dirawat",934
"2021-05-01","KALIMANTAN BARAT","dirawat",964
"2021-05-02","KALIMANTAN BARAT","dirawat",985
"2021-05-04","KALIMANTAN BARAT","dirawat",1002
"2021-05-06","KALIMANTAN BARAT","dirawat",1035
"2021-05-08","KALIMANTAN BARAT","dirawat",1069
"2021-05-10","KALIMANTAN BARAT","dirawat",1080
"2021-05-13","KALIMANTAN BARAT","dirawat",977
"2021-05-14","KALIMANTAN BARAT","dirawat",904
"2021-05-16","KALIMANTAN BARAT","dirawat",819
"2021-05-19","KALIMANTAN BARAT","dirawat",730
"2021-05-25","KALIMANTAN BARAT","dirawat",823
"2021-05-26","KALIMANTAN BARAT","dirawat",905
"2021-05-29","KALIMANTAN BARAT","dirawat",834
"2021-05-31","KALIMANTAN BARAT","dirawat",778
"2021-06-02","KALIMANTAN BARAT","dirawat",725
"2021-06-10","KALIMANTAN BARAT","dirawat",994
"2021-06-12","KALIMANTAN BARAT","dirawat",904
"2021-06-13","KALIMANTAN BARAT","dirawat",1040
"2021-03-24","KALIMANTAN SELATAN","dirawat",2303
"2021-03-28","KALIMANTAN SELATAN","dirawat",2670
"2021-04-07","KALIMANTAN SELATAN","dirawat",2959
"2021-04-12","KALIMANTAN SELATAN","dirawat",2759
"2021-04-15","KALIMANTAN SELATAN","dirawat",2848
"2021-04-16","KALIMANTAN SELATAN","dirawat",2795
"2021-04-17","KALIMANTAN SELATAN","dirawat",2661
"2021-04-18","KALIMANTAN SELATAN","dirawat",2703
"2021-04-19","KALIMANTAN SELATAN","dirawat",2620
"2021-04-20","KALIMANTAN SELATAN","dirawat",2539
"2021-04-21","KALIMANTAN SELATAN","dirawat",2383
"2021-04-22","KALIMANTAN SELATAN","dirawat",2421
"2021-04-23","KALIMANTAN SELATAN","dirawat",2288
"2021-04-24","KALIMANTAN SELATAN","dirawat",2403
"2021-04-25","KALIMANTAN SELATAN","dirawat",2287
"2021-04-26","KALIMANTAN SELATAN","dirawat",2196
"2021-04-27","KALIMANTAN SELATAN","dirawat",2154
"2021-04-30","KALIMANTAN SELATAN","dirawat",2177
"2021-05-01","KALIMANTAN SELATAN","dirawat",2160
"2021-05-02","KALIMANTAN SELATAN","dirawat",2107
"2021-05-04","KALIMANTAN SELATAN","dirawat",1920
"2021-05-06","KALIMANTAN SELATAN","dirawat",1739
"2021-05-08","KALIMANTAN SELATAN","dirawat",1672
"2021-05-10","KALIMANTAN SELATAN","dirawat",1560
"2021-05-13","KALIMANTAN SELATAN","dirawat",1040
"2021-05-14","KALIMANTAN SELATAN","dirawat",1019
"2021-05-16","KALIMANTAN SELATAN","dirawat",960
"2021-05-19","KALIMANTAN SELATAN","dirawat",830
"2021-05-25","KALIMANTAN SELATAN","dirawat",717
"2021-05-26","KALIMANTAN SELATAN","dirawat",781
"2021-05-29","KALIMANTAN SELATAN","dirawat",878
"2021-05-31","KALIMANTAN SELATAN","dirawat",853
"2021-06-02","KALIMANTAN SELATAN","dirawat",834
"2021-06-10","KALIMANTAN SELATAN","dirawat",637
"2021-06-12","KALIMANTAN SELATAN","dirawat",634
"2021-06-13","KALIMANTAN SELATAN","dirawat",631
"2021-03-24","KALIMANTAN TENGAH","dirawat",2396
"2021-03-28","KALIMANTAN TENGAH","dirawat",2706
"2021-04-07","KALIMANTAN TENGAH","dirawat",2693
"2021-04-12","KALIMANTAN TENGAH","dirawat",2566
"2021-04-15","KALIMANTAN TENGAH","dirawat",2159
"2021-04-16","KALIMANTAN TENGAH","dirawat",2225
"2021-04-17","KALIMANTAN TENGAH","dirawat",2323
"2021-04-18","KALIMANTAN TENGAH","dirawat",2403
"2021-04-19","KALIMANTAN TENGAH","dirawat",2302
"2021-04-20","KALIMANTAN TENGAH","dirawat",2419
"2021-04-21","KALIMANTAN TENGAH","dirawat",2453
"2021-04-22","KALIMANTAN TENGAH","dirawat",2518
"2021-04-23","KALIMANTAN TENGAH","dirawat",2541
"2021-04-24","KALIMANTAN TENGAH","dirawat",2610
"2021-04-25","KALIMANTAN TENGAH","dirawat",2683
"2021-04-26","KALIMANTAN TENGAH","dirawat",2742
"2021-04-27","KALIMANTAN TENGAH","dirawat",2769
"2021-04-30","KALIMANTAN TENGAH","dirawat",2612
"2021-05-01","KALIMANTAN TENGAH","dirawat",2694
"2021-05-02","KALIMANTAN TENGAH","dirawat",2728
"2021-05-04","KALIMANTAN TENGAH","dirawat",2505
"2021-05-06","KALIMANTAN TENGAH","dirawat",2270
"2021-05-08","KALIMANTAN TENGAH","dirawat",2321
"2021-05-10","KALIMANTAN TENGAH","dirawat",2295
"2021-05-13","KALIMANTAN TENGAH","dirawat",2372
"2021-05-14","KALIMANTAN TENGAH","dirawat",2361
"2021-05-16","KALIMANTAN TENGAH","dirawat",2249
"2021-05-19","KALIMANTAN TENGAH","dirawat",2328
"2021-05-25","KALIMANTAN TENGAH","dirawat",2460
"2021-05-26","KALIMANTAN TENGAH","dirawat",2516
"2021-05-29","KALIMANTAN TENGAH","dirawat",2753
"2021-05-31","KALIMANTAN TENGAH","dirawat",2795
"2021-06-02","KALIMANTAN TENGAH","dirawat",2772
"2021-06-10","KALIMANTAN TENGAH","dirawat",3154
"2021-06-12","KALIMANTAN TENGAH","dirawat",3288
"2021-06-13","KALIMANTAN TENGAH","dirawat",3353
"2021-03-24","KALIMANTAN TIMUR","dirawat",3743
"2021-03-28","KALIMANTAN TIMUR","dirawat",3382
"2021-04-07","KALIMANTAN TIMUR","dirawat",2514
"2021-04-12","KALIMANTAN TIMUR","dirawat",2282
"2021-04-15","KALIMANTAN TIMUR","dirawat",2100
"2021-04-16","KALIMANTAN TIMUR","dirawat",2034
"2021-04-17","KALIMANTAN TIMUR","dirawat",1985
"2021-04-18","KALIMANTAN TIMUR","dirawat",2029
"2021-04-19","KALIMANTAN TIMUR","dirawat",1965
"2021-04-20","KALIMANTAN TIMUR","dirawat",1935
"2021-04-21","KALIMANTAN TIMUR","dirawat",1980
"2021-04-22","KALIMANTAN TIMUR","dirawat",1971
"2021-04-23","KALIMANTAN TIMUR","dirawat",1975
"2021-04-24","KALIMANTAN TIMUR","dirawat",1917
"2021-04-25","KALIMANTAN TIMUR","dirawat",1960
"2021-04-26","KALIMANTAN TIMUR","dirawat",1852
"2021-04-27","KALIMANTAN TIMUR","dirawat",1796
"2021-04-30","KALIMANTAN TIMUR","dirawat",1794
"2021-05-01","KALIMANTAN TIMUR","dirawat",1738
"2021-05-02","KALIMANTAN TIMUR","dirawat",1658
"2021-05-04","KALIMANTAN TIMUR","dirawat",1586
"2021-05-06","KALIMANTAN TIMUR","dirawat",1594
"2021-05-08","KALIMANTAN TIMUR","dirawat",1423
"2021-05-10","KALIMANTAN TIMUR","dirawat",1261
"2021-05-13","KALIMANTAN TIMUR","dirawat",1268
"2021-05-14","KALIMANTAN TIMUR","dirawat",1176
"2021-05-16","KALIMANTAN TIMUR","dirawat",1121
"2021-05-19","KALIMANTAN TIMUR","dirawat",1097
"2021-05-25","KALIMANTAN TIMUR","dirawat",1196
"2021-05-26","KALIMANTAN TIMUR","dirawat",1190
"2021-05-29","KALIMANTAN TIMUR","dirawat",1119
"2021-05-31","KALIMANTAN TIMUR","dirawat",1047
"2021-06-02","KALIMANTAN TIMUR","dirawat",1017
"2021-06-10","KALIMANTAN TIMUR","dirawat",1016
"2021-06-12","KALIMANTAN TIMUR","dirawat",1017
"2021-06-13","KALIMANTAN TIMUR","dirawat",1057
"2021-03-24","KALIMANTAN UTARA","dirawat",1625
"2021-03-28","KALIMANTAN UTARA","dirawat",1697
"2021-04-07","KALIMANTAN UTARA","dirawat",1517
"2021-04-12","KALIMANTAN UTARA","dirawat",1304
"2021-04-15","KALIMANTAN UTARA","dirawat",1086
"2021-04-16","KALIMANTAN UTARA","dirawat",1082
"2021-04-17","KALIMANTAN UTARA","dirawat",1076
"2021-04-18","KALIMANTAN UTARA","dirawat",1117
"2021-04-19","KALIMANTAN UTARA","dirawat",816
"2021-04-20","KALIMANTAN UTARA","dirawat",607
"2021-04-21","KALIMANTAN UTARA","dirawat",541
"2021-04-22","KALIMANTAN UTARA","dirawat",552
"2021-04-23","KALIMANTAN UTARA","dirawat",557
"2021-04-24","KALIMANTAN UTARA","dirawat",566
"2021-04-25","KALIMANTAN UTARA","dirawat",557
"2021-04-26","KALIMANTAN UTARA","dirawat",554
"2021-04-27","KALIMANTAN UTARA","dirawat",538
"2021-04-30","KALIMANTAN UTARA","dirawat",532
"2021-05-01","KALIMANTAN UTARA","dirawat",532
"2021-05-02","KALIMANTAN UTARA","dirawat",565
"2021-05-04","KALIMANTAN UTARA","dirawat",536
"2021-05-06","KALIMANTAN UTARA","dirawat",504
"2021-05-08","KALIMANTAN UTARA","dirawat",499
"2021-05-10","KALIMANTAN UTARA","dirawat",482
"2021-05-13","KALIMANTAN UTARA","dirawat",450
"2021-05-14","KALIMANTAN UTARA","dirawat",459
"2021-05-16","KALIMANTAN UTARA","dirawat",445
"2021-05-19","KALIMANTAN UTARA","dirawat",429
"2021-05-25","KALIMANTAN UTARA","dirawat",614
"2021-05-26","KALIMANTAN UTARA","dirawat",626
"2021-05-29","KALIMANTAN UTARA","dirawat",640
"2021-05-31","KALIMANTAN UTARA","dirawat",670
"2021-06-02","KALIMANTAN UTARA","dirawat",615
"2021-06-10","KALIMANTAN UTARA","dirawat",575
"2021-06-12","KALIMANTAN UTARA","dirawat",501
"2021-06-13","KALIMANTAN UTARA","dirawat",498
"2021-03-24","KEPULAUAN BANGKA BELITUNG","dirawat",691
"2021-03-28","KEPULAUAN BANGKA BELITUNG","dirawat",761
"2021-04-07","KEPULAUAN BANGKA BELITUNG","dirawat",830
"2021-04-12","KEPULAUAN BANGKA BELITUNG","dirawat",835
"2021-04-15","KEPULAUAN BANGKA BELITUNG","dirawat",1070
"2021-04-16","KEPULAUAN BANGKA BELITUNG","dirawat",1155
"2021-04-17","KEPULAUAN BANGKA BELITUNG","dirawat",1187
"2021-04-18","KEPULAUAN BANGKA BELITUNG","dirawat",1267
"2021-04-19","KEPULAUAN BANGKA BELITUNG","dirawat",1170
"2021-04-20","KEPULAUAN BANGKA BELITUNG","dirawat",1191
"2021-04-21","KEPULAUAN BANGKA BELITUNG","dirawat",1279
"2021-04-22","KEPULAUAN BANGKA BELITUNG","dirawat",1318
"2021-04-23","KEPULAUAN BANGKA BELITUNG","dirawat",1333
"2021-04-24","KEPULAUAN BANGKA BELITUNG","dirawat",1318
"2021-04-25","KEPULAUAN BANGKA BELITUNG","dirawat",1500
"2021-04-26","KEPULAUAN BANGKA BELITUNG","dirawat",1489
"2021-04-27","KEPULAUAN BANGKA BELITUNG","dirawat",1349
"2021-04-30","KEPULAUAN BANGKA BELITUNG","dirawat",1630
"2021-05-01","KEPULAUAN BANGKA BELITUNG","dirawat",1687
"2021-05-02","KEPULAUAN BANGKA BELITUNG","dirawat",1686
"2021-05-04","KEPULAUAN BANGKA BELITUNG","dirawat",1569
"2021-05-06","KEPULAUAN BANGKA BELITUNG","dirawat",1579
"2021-05-08","KEPULAUAN BANGKA BELITUNG","dirawat",1539
"2021-05-10","KEPULAUAN BANGKA BELITUNG","dirawat",1543
"2021-05-13","KEPULAUAN BANGKA BELITUNG","dirawat",1546
"2021-05-14","KEPULAUAN BANGKA BELITUNG","dirawat",1529
"2021-05-16","KEPULAUAN BANGKA BELITUNG","dirawat",1266
"2021-05-19","KEPULAUAN BANGKA BELITUNG","dirawat",1022
"2021-05-25","KEPULAUAN BANGKA BELITUNG","dirawat",1560
"2021-05-26","KEPULAUAN BANGKA BELITUNG","dirawat",1727
"2021-05-29","KEPULAUAN BANGKA BELITUNG","dirawat",1793
"2021-05-31","KEPULAUAN BANGKA BELITUNG","dirawat",1742
"2021-06-02","KEPULAUAN BANGKA BELITUNG","dirawat",1645
"2021-06-10","KEPULAUAN BANGKA BELITUNG","dirawat",1263
"2021-06-12","KEPULAUAN BANGKA BELITUNG","dirawat",1054
"2021-06-13","KEPULAUAN BANGKA BELITUNG","dirawat",959
"2021-03-24","KEPULAUAN RIAU","dirawat",214
"2021-03-28","KEPULAUAN RIAU","dirawat",277
"2021-04-07","KEPULAUAN RIAU","dirawat",361
"2021-04-12","KEPULAUAN RIAU","dirawat",417
"2021-04-15","KEPULAUAN RIAU","dirawat",631
"2021-04-16","KEPULAUAN RIAU","dirawat",648
"2021-04-17","KEPULAUAN RIAU","dirawat",716
"2021-04-18","KEPULAUAN RIAU","dirawat",802
"2021-04-19","KEPULAUAN RIAU","dirawat",756
"2021-04-20","KEPULAUAN RIAU","dirawat",806
"2021-04-21","KEPULAUAN RIAU","dirawat",847
"2021-04-22","KEPULAUAN RIAU","dirawat",899
"2021-04-23","KEPULAUAN RIAU","dirawat",897
"2021-04-24","KEPULAUAN RIAU","dirawat",989
"2021-04-25","KEPULAUAN RIAU","dirawat",965
"2021-04-26","KEPULAUAN RIAU","dirawat",951
"2021-04-27","KEPULAUAN RIAU","dirawat",1004
"2021-04-30","KEPULAUAN RIAU","dirawat",1167
"2021-05-01","KEPULAUAN RIAU","dirawat",1337
"2021-05-02","KEPULAUAN RIAU","dirawat",1474
"2021-05-04","KEPULAUAN RIAU","dirawat",1585
"2021-05-06","KEPULAUAN RIAU","dirawat",1721
"2021-05-08","KEPULAUAN RIAU","dirawat",1875
"2021-05-10","KEPULAUAN RIAU","dirawat",1682
"2021-05-13","KEPULAUAN RIAU","dirawat",1647
"2021-05-14","KEPULAUAN RIAU","dirawat",1722
"2021-05-16","KEPULAUAN RIAU","dirawat",1880
"2021-05-19","KEPULAUAN RIAU","dirawat",2021
"2021-05-25","KEPULAUAN RIAU","dirawat",2545
"2021-05-26","KEPULAUAN RIAU","dirawat",2607
"2021-05-29","KEPULAUAN RIAU","dirawat",3305
"2021-05-31","KEPULAUAN RIAU","dirawat",3558
"2021-06-02","KEPULAUAN RIAU","dirawat",3881
"2021-06-10","KEPULAUAN RIAU","dirawat",4127
"2021-06-12","KEPULAUAN RIAU","dirawat",3507
"2021-06-13","KEPULAUAN RIAU","dirawat",3395
"2021-03-24","LAMPUNG","dirawat",588
"2021-03-28","LAMPUNG","dirawat",562
"2021-04-07","LAMPUNG","dirawat",525
"2021-04-12","LAMPUNG","dirawat",675
"2021-04-15","LAMPUNG","dirawat",774
"2021-04-16","LAMPUNG","dirawat",834
"2021-04-17","LAMPUNG","dirawat",900
"2021-04-18","LAMPUNG","dirawat",960
"2021-04-19","LAMPUNG","dirawat",1029
"2021-04-20","LAMPUNG","dirawat",1100
"2021-04-21","LAMPUNG","dirawat",1146
"2021-04-22","LAMPUNG","dirawat",1134
"2021-04-23","LAMPUNG","dirawat",1195
"2021-04-24","LAMPUNG","dirawat",1236
"2021-04-25","LAMPUNG","dirawat",1287
"2021-04-26","LAMPUNG","dirawat",1213
"2021-04-27","LAMPUNG","dirawat",1152
"2021-04-30","LAMPUNG","dirawat",1260
"2021-05-01","LAMPUNG","dirawat",1296
"2021-05-02","LAMPUNG","dirawat",1324
"2021-05-04","LAMPUNG","dirawat",1390
"2021-05-06","LAMPUNG","dirawat",1409
"2021-05-08","LAMPUNG","dirawat",1449
"2021-05-10","LAMPUNG","dirawat",1435
"2021-05-13","LAMPUNG","dirawat",1327
"2021-05-14","LAMPUNG","dirawat",1314
"2021-05-16","LAMPUNG","dirawat",1402
"2021-05-19","LAMPUNG","dirawat",1272
"2021-05-25","LAMPUNG","dirawat",1344
"2021-05-26","LAMPUNG","dirawat",1384
"2021-05-29","LAMPUNG","dirawat",1378
"2021-05-31","LAMPUNG","dirawat",1451
"2021-06-02","LAMPUNG","dirawat",1560
"2021-06-10","LAMPUNG","dirawat",1910
"2021-06-12","LAMPUNG","dirawat",1990
"2021-06-13","LAMPUNG","dirawat",2059
"2021-03-24","MALUKU","dirawat",414
"2021-03-28","MALUKU","dirawat",431
"2021-04-07","MALUKU","dirawat",359
"2021-04-12","MALUKU","dirawat",351
"2021-04-15","MALUKU","dirawat",365
"2021-04-16","MALUKU","dirawat",344
"2021-04-17","MALUKU","dirawat",344
"2021-04-18","MALUKU","dirawat",352
"2021-04-19","MALUKU","dirawat",348
"2021-04-20","MALUKU","dirawat",345
"2021-04-21","MALUKU","dirawat",352
"2021-04-22","MALUKU","dirawat",352
"2021-04-23","MALUKU","dirawat",349
"2021-04-24","MALUKU","dirawat",340
"2021-04-25","MALUKU","dirawat",343
"2021-04-26","MALUKU","dirawat",333
"2021-04-27","MALUKU","dirawat",342
"2021-04-30","MALUKU","dirawat",283
"2021-05-01","MALUKU","dirawat",282
"2021-05-02","MALUKU","dirawat",280
"2021-05-04","MALUKU","dirawat",294
"2021-05-06","MALUKU","dirawat",314
"2021-05-08","MALUKU","dirawat",308
"2021-05-10","MALUKU","dirawat",311
"2021-05-13","MALUKU","dirawat",286
"2021-05-14","MALUKU","dirawat",309
"2021-05-16","MALUKU","dirawat",299
"2021-05-19","MALUKU","dirawat",308
"2021-05-25","MALUKU","dirawat",254
"2021-05-26","MALUKU","dirawat",254
"2021-05-29","MALUKU","dirawat",256
"2021-05-31","MALUKU","dirawat",253
"2021-06-02","MALUKU","dirawat",240
"2021-06-10","MALUKU","dirawat",290
"2021-06-12","MALUKU","dirawat",288
"2021-06-13","MALUKU","dirawat",316
"2021-03-24","MALUKU UTARA","dirawat",548
"2021-03-28","MALUKU UTARA","dirawat",539
"2021-04-07","MALUKU UTARA","dirawat",540
"2021-04-12","MALUKU UTARA","dirawat",401
"2021-04-15","MALUKU UTARA","dirawat",339
"2021-04-16","MALUKU UTARA","dirawat",341
"2021-04-17","MALUKU UTARA","dirawat",302
"2021-04-18","MALUKU UTARA","dirawat",306
"2021-04-19","MALUKU UTARA","dirawat",262
"2021-04-20","MALUKU UTARA","dirawat",253
"2021-04-21","MALUKU UTARA","dirawat",205
"2021-04-22","MALUKU UTARA","dirawat",193
"2021-04-23","MALUKU UTARA","dirawat",190
"2021-04-24","MALUKU UTARA","dirawat",195
"2021-04-25","MALUKU UTARA","dirawat",200
"2021-04-26","MALUKU UTARA","dirawat",180
"2021-04-27","MALUKU UTARA","dirawat",177
"2021-04-30","MALUKU UTARA","dirawat",150
"2021-05-01","MALUKU UTARA","dirawat",150
"2021-05-02","MALUKU UTARA","dirawat",150
"2021-05-04","MALUKU UTARA","dirawat",115
"2021-05-06","MALUKU UTARA","dirawat",91
"2021-05-08","MALUKU UTARA","dirawat",94
"2021-05-10","MALUKU UTARA","dirawat",93
"2021-05-13","MALUKU UTARA","dirawat",100
"2021-05-14","MALUKU UTARA","dirawat",100
"2021-05-16","MALUKU UTARA","dirawat",105
"2021-05-19","MALUKU UTARA","dirawat",103
"2021-05-25","MALUKU UTARA","dirawat",117
"2021-05-26","MALUKU UTARA","dirawat",119
"2021-05-29","MALUKU UTARA","dirawat",123
"2021-05-31","MALUKU UTARA","dirawat",125
"2021-06-02","MALUKU UTARA","dirawat",112
"2021-06-10","MALUKU UTARA","dirawat",138
"2021-06-12","MALUKU UTARA","dirawat",132
"2021-06-13","MALUKU UTARA","dirawat",145
"2021-03-24","NUSA TENGGARA BARAT","dirawat",1870
"2021-03-28","NUSA TENGGARA BARAT","dirawat",1948
"2021-04-07","NUSA TENGGARA BARAT","dirawat",2085
"2021-04-12","NUSA TENGGARA BARAT","dirawat",2146
"2021-04-15","NUSA TENGGARA BARAT","dirawat",2192
"2021-04-16","NUSA TENGGARA BARAT","dirawat",2260
"2021-04-17","NUSA TENGGARA BARAT","dirawat",2280
"2021-04-18","NUSA TENGGARA BARAT","dirawat",2024
"2021-04-19","NUSA TENGGARA BARAT","dirawat",2070
"2021-04-20","NUSA TENGGARA BARAT","dirawat",2088
"2021-04-21","NUSA TENGGARA BARAT","dirawat",2112
"2021-04-22","NUSA TENGGARA BARAT","dirawat",2127
"2021-04-23","NUSA TENGGARA BARAT","dirawat",2118
"2021-04-24","NUSA TENGGARA BARAT","dirawat",2118
"2021-04-25","NUSA TENGGARA BARAT","dirawat",2121
"2021-04-26","NUSA TENGGARA BARAT","dirawat",2170
"2021-04-27","NUSA TENGGARA BARAT","dirawat",2205
"2021-04-30","NUSA TENGGARA BARAT","dirawat",2214
"2021-05-01","NUSA TENGGARA BARAT","dirawat",2198
"2021-05-02","NUSA TENGGARA BARAT","dirawat",2190
"2021-05-04","NUSA TENGGARA BARAT","dirawat",2319
"2021-05-06","NUSA TENGGARA BARAT","dirawat",2336
"2021-05-08","NUSA TENGGARA BARAT","dirawat",2376
"2021-05-10","NUSA TENGGARA BARAT","dirawat",2390
"2021-05-13","NUSA TENGGARA BARAT","dirawat",2428
"2021-05-14","NUSA TENGGARA BARAT","dirawat",2431
"2021-05-16","NUSA TENGGARA BARAT","dirawat",2451
"2021-05-19","NUSA TENGGARA BARAT","dirawat",2500
"2021-05-25","NUSA TENGGARA BARAT","dirawat",2604
"2021-05-26","NUSA TENGGARA BARAT","dirawat",2624
"2021-05-29","NUSA TENGGARA BARAT","dirawat",2609
"2021-05-31","NUSA TENGGARA BARAT","dirawat",2689
"2021-06-02","NUSA TENGGARA BARAT","dirawat",2615
"2021-06-10","NUSA TENGGARA BARAT","dirawat",2565
"2021-06-12","NUSA TENGGARA BARAT","dirawat",2549
"2021-06-13","NUSA TENGGARA BARAT","dirawat",2559
"2021-03-24","NUSA TENGGARA TIMUR","dirawat",2307
"2021-03-28","NUSA TENGGARA TIMUR","dirawat",2346
"2021-04-07","NUSA TENGGARA TIMUR","dirawat",1754
"2021-04-12","NUSA TENGGARA TIMUR","dirawat",1125
"2021-04-15","NUSA TENGGARA TIMUR","dirawat",1212
"2021-04-16","NUSA TENGGARA TIMUR","dirawat",1298
"2021-04-17","NUSA TENGGARA TIMUR","dirawat",1263
"2021-04-18","NUSA TENGGARA TIMUR","dirawat",1257
"2021-04-19","NUSA TENGGARA TIMUR","dirawat",1236
"2021-04-20","NUSA TENGGARA TIMUR","dirawat",1143
"2021-04-21","NUSA TENGGARA TIMUR","dirawat",1425
"2021-04-22","NUSA TENGGARA TIMUR","dirawat",1485
"2021-04-23","NUSA TENGGARA TIMUR","dirawat",1512
"2021-04-24","NUSA TENGGARA TIMUR","dirawat",1520
"2021-04-25","NUSA TENGGARA TIMUR","dirawat",1483
"2021-04-26","NUSA TENGGARA TIMUR","dirawat",1525
"2021-04-27","NUSA TENGGARA TIMUR","dirawat",1362
"2021-04-30","NUSA TENGGARA TIMUR","dirawat",1430
"2021-05-01","NUSA TENGGARA TIMUR","dirawat",1443
"2021-05-02","NUSA TENGGARA TIMUR","dirawat",1520
"2021-05-04","NUSA TENGGARA TIMUR","dirawat",1547
"2021-05-06","NUSA TENGGARA TIMUR","dirawat",1678
"2021-05-08","NUSA TENGGARA TIMUR","dirawat",1568
"2021-05-10","NUSA TENGGARA TIMUR","dirawat",1603
"2021-05-13","NUSA TENGGARA TIMUR","dirawat",1516
"2021-05-14","NUSA TENGGARA TIMUR","dirawat",1500
"2021-05-16","NUSA TENGGARA TIMUR","dirawat",1446
"2021-05-19","NUSA TENGGARA TIMUR","dirawat",1015
"2021-05-25","NUSA TENGGARA TIMUR","dirawat",770
"2021-05-26","NUSA TENGGARA TIMUR","dirawat",790
"2021-05-29","NUSA TENGGARA TIMUR","dirawat",793
"2021-05-31","NUSA TENGGARA TIMUR","dirawat",830
"2021-06-02","NUSA TENGGARA TIMUR","dirawat",843
"2021-06-10","NUSA TENGGARA TIMUR","dirawat",718
"2021-06-12","NUSA TENGGARA TIMUR","dirawat",722
"2021-06-13","NUSA TENGGARA TIMUR","dirawat",715
"2021-03-24","PAPUA","dirawat",8519
"2021-03-28","PAPUA","dirawat",8798
"2021-04-07","PAPUA","dirawat",8921
"2021-04-12","PAPUA","dirawat",9012
"2021-04-15","PAPUA","dirawat",9019
"2021-04-16","PAPUA","dirawat",9022
"2021-04-17","PAPUA","dirawat",8980
"2021-04-18","PAPUA","dirawat",8949
"2021-04-19","PAPUA","dirawat",8938
"2021-04-20","PAPUA","dirawat",8928
"2021-04-21","PAPUA","dirawat",8930
"2021-04-22","PAPUA","dirawat",8918
"2021-04-23","PAPUA","dirawat",8923
"2021-04-24","PAPUA","dirawat",8913
"2021-04-25","PAPUA","dirawat",8897
"2021-04-26","PAPUA","dirawat",8880
"2021-04-27","PAPUA","dirawat",8878
"2021-04-30","PAPUA","dirawat",8840
"2021-05-01","PAPUA","dirawat",8836
"2021-05-02","PAPUA","dirawat",8804
"2021-05-04","PAPUA","dirawat",8798
"2021-05-06","PAPUA","dirawat",8798
"2021-05-08","PAPUA","dirawat",8797
"2021-05-10","PAPUA","dirawat",8796
"2021-05-13","PAPUA","dirawat",8777
"2021-05-14","PAPUA","dirawat",8773
"2021-05-16","PAPUA","dirawat",8773
"2021-05-19","PAPUA","dirawat",8773
"2021-05-25","PAPUA","dirawat",8801
"2021-05-26","PAPUA","dirawat",8801
"2021-05-29","PAPUA","dirawat",8801
"2021-05-31","PAPUA","dirawat",8801
"2021-06-02","PAPUA","dirawat",8801
"2021-06-10","PAPUA","dirawat",8819
"2021-06-12","PAPUA","dirawat",8846
"2021-06-13","PAPUA","dirawat",8834
"2021-03-24","PAPUA BARAT","dirawat",509
"2021-03-28","PAPUA BARAT","dirawat",470
"2021-04-07","PAPUA BARAT","dirawat",403
"2021-04-12","PAPUA BARAT","dirawat",383
"2021-04-15","PAPUA BARAT","dirawat",430
"2021-04-16","PAPUA BARAT","dirawat",429
"2021-04-17","PAPUA BARAT","dirawat",382
"2021-04-18","PAPUA BARAT","dirawat",388
