"Tanggal","Provinsi","Status Covid-19","Total"
"2021-04-21","SULAWESI UTARA","kumulatif",15493
"2021-04-22","SULAWESI UTARA","kumulatif",15514
"2021-04-23","SULAWESI UTARA","kumulatif",15579
"2021-04-24","SULAWESI UTARA","kumulatif",15585
"2021-04-25","SULAWESI UTARA","kumulatif",15631
"2021-04-26","SULAWESI UTARA","kumulatif",15634
"2021-04-27","SULAWESI UTARA","kumulatif",15638
"2021-04-30","SULAWESI UTARA","kumulatif",15650
"2021-05-01","SULAWESI UTARA","kumulatif",15656
"2021-05-02","SULAWESI UTARA","kumulatif",15657
"2021-05-04","SULAWESI UTARA","kumulatif",15663
"2021-05-06","SULAWESI UTARA","kumulatif",15665
"2021-05-08","SULAWESI UTARA","kumulatif",15681
"2021-05-10","SULAWESI UTARA","kumulatif",15682
"2021-05-13","SULAWESI UTARA","kumulatif",15723
"2021-05-14","SULAWESI UTARA","kumulatif",15723
"2021-05-16","SULAWESI UTARA","kumulatif",15723
"2021-05-19","SULAWESI UTARA","kumulatif",15727
"2021-05-25","SULAWESI UTARA","kumulatif",15756
"2021-05-26","SULAWESI UTARA","kumulatif",15760
"2021-05-29","SULAWESI UTARA","kumulatif",15765
"2021-05-31","SULAWESI UTARA","kumulatif",15772
"2021-06-02","SULAWESI UTARA","kumulatif",15783
"2021-06-10","SULAWESI UTARA","kumulatif",15844
"2021-06-12","SULAWESI UTARA","kumulatif",15858
"2021-06-13","SULAWESI UTARA","kumulatif",15860
"2021-03-24","SUMATERA BARAT","kumulatif",31013
"2021-03-28","SUMATERA BARAT","kumulatif",31455
"2021-04-07","SUMATERA BARAT","kumulatif",32440
"2021-04-12","SUMATERA BARAT","kumulatif",33126
"2021-04-15","SUMATERA BARAT","kumulatif",33559
"2021-04-16","SUMATERA BARAT","kumulatif",33727
"2021-04-17","SUMATERA BARAT","kumulatif",33933
"2021-04-18","SUMATERA BARAT","kumulatif",34137
"2021-04-19","SUMATERA BARAT","kumulatif",34226
"2021-04-20","SUMATERA BARAT","kumulatif",34402
"2021-04-21","SUMATERA BARAT","kumulatif",34916
"2021-04-22","SUMATERA BARAT","kumulatif",35202
"2021-04-23","SUMATERA BARAT","kumulatif",35434
"2021-04-24","SUMATERA BARAT","kumulatif",35729
"2021-04-25","SUMATERA BARAT","kumulatif",35963
"2021-04-26","SUMATERA BARAT","kumulatif",36056
"2021-04-27","SUMATERA BARAT","kumulatif",36268
"2021-04-30","SUMATERA BARAT","kumulatif",36931
"2021-05-01","SUMATERA BARAT","kumulatif",37110
"2021-05-02","SUMATERA BARAT","kumulatif",37380
"2021-05-04","SUMATERA BARAT","kumulatif",37582
"2021-05-06","SUMATERA BARAT","kumulatif",38261
"2021-05-08","SUMATERA BARAT","kumulatif",38844
"2021-05-10","SUMATERA BARAT","kumulatif",39343
"2021-05-13","SUMATERA BARAT","kumulatif",40111
"2021-05-14","SUMATERA BARAT","kumulatif",40111
"2021-05-16","SUMATERA BARAT","kumulatif",40252
"2021-05-19","SUMATERA BARAT","kumulatif",40904
"2021-05-25","SUMATERA BARAT","kumulatif",42722
"2021-05-26","SUMATERA BARAT","kumulatif",43012
"2021-05-29","SUMATERA BARAT","kumulatif",43858
"2021-05-31","SUMATERA BARAT","kumulatif",44258
"2021-06-02","SUMATERA BARAT","kumulatif",44667
"2021-06-10","SUMATERA BARAT","kumulatif",46997
"2021-06-12","SUMATERA BARAT","kumulatif",47507
"2021-06-13","SUMATERA BARAT","kumulatif",47774
"2021-03-24","SUMATERA SELATAN","kumulatif",17051
"2021-03-28","SUMATERA SELATAN","kumulatif",17443
"2021-04-07","SUMATERA SELATAN","kumulatif",18188
"2021-04-12","SUMATERA SELATAN","kumulatif",18566
"2021-04-15","SUMATERA SELATAN","kumulatif",18767
"2021-04-16","SUMATERA SELATAN","kumulatif",18844
"2021-04-17","SUMATERA SELATAN","kumulatif",18970
"2021-04-18","SUMATERA SELATAN","kumulatif",19071
"2021-04-19","SUMATERA SELATAN","kumulatif",19182
"2021-04-20","SUMATERA SELATAN","kumulatif",19275
"2021-04-21","SUMATERA SELATAN","kumulatif",19387
"2021-04-22","SUMATERA SELATAN","kumulatif",19506
"2021-04-23","SUMATERA SELATAN","kumulatif",19607
"2021-04-24","SUMATERA SELATAN","kumulatif",19732
"2021-04-25","SUMATERA SELATAN","kumulatif",19876
"2021-04-26","SUMATERA SELATAN","kumulatif",19975
"2021-04-27","SUMATERA SELATAN","kumulatif",20068
"2021-04-30","SUMATERA SELATAN","kumulatif",20448
"2021-05-01","SUMATERA SELATAN","kumulatif",20595
"2021-05-02","SUMATERA SELATAN","kumulatif",20725
"2021-05-04","SUMATERA SELATAN","kumulatif",20949
"2021-05-06","SUMATERA SELATAN","kumulatif",21208
"2021-05-08","SUMATERA SELATAN","kumulatif",21500
"2021-05-10","SUMATERA SELATAN","kumulatif",21771
"2021-05-13","SUMATERA SELATAN","kumulatif",22096
"2021-05-14","SUMATERA SELATAN","kumulatif",22163
"2021-05-16","SUMATERA SELATAN","kumulatif",22314
"2021-05-19","SUMATERA SELATAN","kumulatif",22563
"2021-05-25","SUMATERA SELATAN","kumulatif",23435
"2021-05-26","SUMATERA SELATAN","kumulatif",23594
"2021-05-29","SUMATERA SELATAN","kumulatif",24068
"2021-05-31","SUMATERA SELATAN","kumulatif",24332
"2021-06-02","SUMATERA SELATAN","kumulatif",24611
"2021-06-10","SUMATERA SELATAN","kumulatif",25762
"2021-06-12","SUMATERA SELATAN","kumulatif",26074
"2021-06-13","SUMATERA SELATAN","kumulatif",26223
"2021-03-24","SUMATERA UTARA","kumulatif",26818
"2021-03-28","SUMATERA UTARA","kumulatif",27120
"2021-04-07","SUMATERA UTARA","kumulatif",27848
"2021-04-12","SUMATERA UTARA","kumulatif",28220
"2021-04-15","SUMATERA UTARA","kumulatif",28415
"2021-04-16","SUMATERA UTARA","kumulatif",28481
"2021-04-17","SUMATERA UTARA","kumulatif",28544
"2021-04-18","SUMATERA UTARA","kumulatif",28605
"2021-04-19","SUMATERA UTARA","kumulatif",28674
"2021-04-20","SUMATERA UTARA","kumulatif",28741
"2021-04-21","SUMATERA UTARA","kumulatif",28809
"2021-04-22","SUMATERA UTARA","kumulatif",28875
"2021-04-23","SUMATERA UTARA","kumulatif",28940
"2021-04-24","SUMATERA UTARA","kumulatif",29004
"2021-04-25","SUMATERA UTARA","kumulatif",29066
"2021-04-26","SUMATERA UTARA","kumulatif",29135
"2021-04-27","SUMATERA UTARA","kumulatif",29198
"2021-04-30","SUMATERA UTARA","kumulatif",29399
"2021-05-01","SUMATERA UTARA","kumulatif",29458
"2021-05-02","SUMATERA UTARA","kumulatif",29522
"2021-05-04","SUMATERA UTARA","kumulatif",29653
"2021-05-06","SUMATERA UTARA","kumulatif",29805
"2021-05-08","SUMATERA UTARA","kumulatif",29982
"2021-05-10","SUMATERA UTARA","kumulatif",30147
"2021-05-13","SUMATERA UTARA","kumulatif",30390
"2021-05-14","SUMATERA UTARA","kumulatif",30476
"2021-05-16","SUMATERA UTARA","kumulatif",30632
"2021-05-19","SUMATERA UTARA","kumulatif",30910
"2021-05-25","SUMATERA UTARA","kumulatif",31472
"2021-05-26","SUMATERA UTARA","kumulatif",31557
"2021-05-29","SUMATERA UTARA","kumulatif",31823
"2021-05-31","SUMATERA UTARA","kumulatif",31993
"2021-06-02","SUMATERA UTARA","kumulatif",32181
"2021-06-10","SUMATERA UTARA","kumulatif",33026
"2021-06-12","SUMATERA UTARA","kumulatif",33240
"2021-06-13","SUMATERA UTARA","kumulatif",33313
"2021-03-24","ACEH","dirawat",1393
"2021-03-28","ACEH","dirawat",1402
"2021-04-07","ACEH","dirawat",1458
"2021-04-12","ACEH","dirawat",1534
"2021-04-15","ACEH","dirawat",1462
"2021-04-16","ACEH","dirawat",1353
"2021-04-17","ACEH","dirawat",1284
"2021-04-18","ACEH","dirawat",1226
"2021-04-19","ACEH","dirawat",1137
"2021-04-20","ACEH","dirawat",1066
"2021-04-21","ACEH","dirawat",1018
"2021-04-22","ACEH","dirawat",996
"2021-04-23","ACEH","dirawat",978
"2021-04-24","ACEH","dirawat",1013
"2021-04-25","ACEH","dirawat",923
"2021-04-26","ACEH","dirawat",954
"2021-04-27","ACEH","dirawat",1015
"2021-04-30","ACEH","dirawat",979
"2021-05-01","ACEH","dirawat",995
"2021-05-02","ACEH","dirawat",1003
"2021-05-04","ACEH","dirawat",1128
"2021-05-06","ACEH","dirawat",1257
"2021-05-08","ACEH","dirawat",1264
"2021-05-10","ACEH","dirawat",1251
"2021-05-13","ACEH","dirawat",1411
"2021-05-14","ACEH","dirawat",1400
"2021-05-16","ACEH","dirawat",1402
"2021-05-19","ACEH","dirawat",1592
"2021-05-25","ACEH","dirawat",1884
"2021-05-26","ACEH","dirawat",2112
"2021-05-29","ACEH","dirawat",2477
"2021-05-31","ACEH","dirawat",2542
"2021-06-02","ACEH","dirawat",2676
"2021-06-10","ACEH","dirawat",3460
"2021-06-12","ACEH","dirawat",3570
"2021-06-13","ACEH","dirawat",3684
"2021-03-24","BALI","dirawat",2202
"2021-03-28","BALI","dirawat",2834
"2021-04-07","BALI","dirawat",2097
"2021-04-12","BALI","dirawat",2502
"2021-04-15","BALI","dirawat",2388
"2021-04-16","BALI","dirawat",2599
"2021-04-17","BALI","dirawat",2649
"2021-04-18","BALI","dirawat",2598
"2021-04-19","BALI","dirawat",1872
"2021-04-20","BALI","dirawat",1802
"2021-04-21","BALI","dirawat",1994
"2021-04-22","BALI","dirawat",1781
"2021-04-23","BALI","dirawat",1762
"2021-04-24","BALI","dirawat",1883
"2021-04-25","BALI","dirawat",1762
"2021-04-26","BALI","dirawat",1686
"2021-04-27","BALI","dirawat",1744
"2021-04-30","BALI","dirawat",1865
"2021-05-01","BALI","dirawat",1651
"2021-05-02","BALI","dirawat",1676
"2021-05-04","BALI","dirawat",1682
"2021-05-06","BALI","dirawat",1845
"2021-05-08","BALI","dirawat",1696
"2021-05-10","BALI","dirawat",1627
"2021-05-13","BALI","dirawat",1632
"2021-05-14","BALI","dirawat",1585
"2021-05-16","BALI","dirawat",1496
"2021-05-19","BALI","dirawat",1403
"2021-05-25","BALI","dirawat",1491
"2021-05-26","BALI","dirawat",1504
"2021-05-29","BALI","dirawat",1158
"2021-05-31","BALI","dirawat",957
"2021-06-02","BALI","dirawat",891
"2021-06-10","BALI","dirawat",675
"2021-06-12","BALI","dirawat",407
"2021-06-13","BALI","dirawat",406
"2021-03-24","BANTEN","dirawat",6562
"2021-03-28","BANTEN","dirawat",6533
"2021-04-07","BANTEN","dirawat",2062
"2021-04-12","BANTEN","dirawat",2001
"2021-04-15","BANTEN","dirawat",1979
"2021-04-16","BANTEN","dirawat",2097
"2021-04-17","BANTEN","dirawat",2098
"2021-04-18","BANTEN","dirawat",1899
"2021-04-19","BANTEN","dirawat",1937
"2021-04-20","BANTEN","dirawat",2006
"2021-04-21","BANTEN","dirawat",1907
"2021-04-22","BANTEN","dirawat",1915
"2021-04-23","BANTEN","dirawat",1988
"2021-04-24","BANTEN","dirawat",1924
"2021-04-25","BANTEN","dirawat",1866
"2021-04-26","BANTEN","dirawat",1913
"2021-04-27","BANTEN","dirawat",1945
"2021-04-30","BANTEN","dirawat",1953
"2021-05-01","BANTEN","dirawat",1942
"2021-05-02","BANTEN","dirawat",1961
"2021-05-04","BANTEN","dirawat",1994
"2021-05-06","BANTEN","dirawat",1902
"2021-05-08","BANTEN","dirawat",1965
"2021-05-10","BANTEN","dirawat",1866
"2021-05-13","BANTEN","dirawat",1955
"2021-05-14","BANTEN","dirawat",1966
"2021-05-16","BANTEN","dirawat",1893
"2021-05-19","BANTEN","dirawat",1655
"2021-05-25","BANTEN","dirawat",1422
"2021-05-26","BANTEN","dirawat",1443
"2021-05-29","BANTEN","dirawat",1538
"2021-05-31","BANTEN","dirawat",1396
"2021-06-02","BANTEN","dirawat",1498
"2021-06-10","BANTEN","dirawat",2014
"2021-06-12","BANTEN","dirawat",2191
"2021-06-13","BANTEN","dirawat",2335
"2021-03-24","BENGKULU","dirawat",247
"2021-03-28","BENGKULU","dirawat",236
"2021-04-07","BENGKULU","dirawat",311
"2021-04-12","BENGKULU","dirawat",368
"2021-04-15","BENGKULU","dirawat",386
"2021-04-16","BENGKULU","dirawat",411
"2021-04-17","BENGKULU","dirawat",434
"2021-04-18","BENGKULU","dirawat",493
"2021-04-19","BENGKULU","dirawat",486
"2021-04-20","BENGKULU","dirawat",505
"2021-04-21","BENGKULU","dirawat",550
"2021-04-22","BENGKULU","dirawat",549
"2021-04-23","BENGKULU","dirawat",608
"2021-04-24","BENGKULU","dirawat",623
"2021-04-25","BENGKULU","dirawat",686
"2021-04-26","BENGKULU","dirawat",683
"2021-04-27","BENGKULU","dirawat",712
"2021-04-30","BENGKULU","dirawat",758
"2021-05-01","BENGKULU","dirawat",820
"2021-05-02","BENGKULU","dirawat",847
"2021-05-04","BENGKULU","dirawat",854
"2021-05-06","BENGKULU","dirawat",852
"2021-05-08","BENGKULU","dirawat",910
"2021-05-10","BENGKULU","dirawat",851
"2021-05-13","BENGKULU","dirawat",800
"2021-05-14","BENGKULU","dirawat",789
"2021-05-16","BENGKULU","dirawat",714
"2021-05-19","BENGKULU","dirawat",699
"2021-05-25","BENGKULU","dirawat",696
"2021-05-26","BENGKULU","dirawat",721
"2021-05-29","BENGKULU","dirawat",739
"2021-05-31","BENGKULU","dirawat",746
"2021-06-02","BENGKULU","dirawat",708
"2021-06-10","BENGKULU","dirawat",675
"2021-06-12","BENGKULU","dirawat",702
"2021-06-13","BENGKULU","dirawat",755
"2021-03-24","DAERAH ISTIMEWA YOGYAKARTA","dirawat",5078
"2021-03-28","DAERAH ISTIMEWA YOGYAKARTA","dirawat",5183
"2021-04-07","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4882
"2021-04-12","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4819
"2021-04-15","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4789
"2021-04-16","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4801
"2021-04-17","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4669
"2021-04-18","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4581
"2021-04-19","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4577
"2021-04-20","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4540
"2021-04-21","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4518
"2021-04-22","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4493
"2021-04-23","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4365
"2021-04-24","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4248
"2021-04-25","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4215
"2021-04-26","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4172
"2021-04-27","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4119
"2021-04-30","DAERAH ISTIMEWA YOGYAKARTA","dirawat",4153
"2021-05-01","DAERAH ISTIMEWA YOGYAKARTA","dirawat",3948
"2021-05-02","DAERAH ISTIMEWA YOGYAKARTA","dirawat",3814
"2021-05-04","DAERAH ISTIMEWA YOGYAKARTA","dirawat",3478
"2021-05-06","DAERAH ISTIMEWA YOGYAKARTA","dirawat",3383
"2021-05-08","DAERAH ISTIMEWA YOGYAKARTA","dirawat",3167
"2021-05-10","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2993
"2021-05-13","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2699
"2021-05-14","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2617
"2021-05-16","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2412
"2021-05-19","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2338
"2021-05-25","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2135
"2021-05-26","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2127
"2021-05-29","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2114
"2021-05-31","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2123
"2021-06-02","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2286
"2021-06-10","DAERAH ISTIMEWA YOGYAKARTA","dirawat",2960
"2021-06-12","DAERAH ISTIMEWA YOGYAKARTA","dirawat",3364
"2021-06-13","DAERAH ISTIMEWA YOGYAKARTA","dirawat",3600
"2021-03-24","DKI JAKARTA","dirawat",4581
"2021-03-28","DKI JAKARTA","dirawat",7775
"2021-04-07","DKI JAKARTA","dirawat",6248
"2021-04-12","DKI JAKARTA","dirawat",6347
"2021-04-15","DKI JAKARTA","dirawat",6945
"2021-04-16","DKI JAKARTA","dirawat",7039
"2021-04-17","DKI JAKARTA","dirawat",7059
"2021-04-18","DKI JAKARTA","dirawat",7007
"2021-04-19","DKI JAKARTA","dirawat",6998
"2021-04-20","DKI JAKARTA","dirawat",6540
"2021-04-21","DKI JAKARTA","dirawat",6564
"2021-04-22","DKI JAKARTA","dirawat",6561
"2021-04-23","DKI JAKARTA","dirawat",6913
"2021-04-24","DKI JAKARTA","dirawat",7216
"2021-04-25","DKI JAKARTA","dirawat",6938
"2021-04-26","DKI JAKARTA","dirawat",6020
"2021-04-27","DKI JAKARTA","dirawat",6005
"2021-04-30","DKI JAKARTA","dirawat",6686
"2021-05-01","DKI JAKARTA","dirawat",6702
"2021-05-02","DKI JAKARTA","dirawat",6657
"2021-05-04","DKI JAKARTA","dirawat",6527
"2021-05-06","DKI JAKARTA","dirawat",6885
"2021-05-08","DKI JAKARTA","dirawat",7392
"2021-05-10","DKI JAKARTA","dirawat",7643
"2021-05-13","DKI JAKARTA","dirawat",7440
"2021-05-14","DKI JAKARTA","dirawat",7377
"2021-05-16","DKI JAKARTA","dirawat",6961
"2021-05-19","DKI JAKARTA","dirawat",7486
"2021-05-25","DKI JAKARTA","dirawat",10610
"2021-05-26","DKI JAKARTA","dirawat",10696
"2021-05-29","DKI JAKARTA","dirawat",10682
"2021-05-31","DKI JAKARTA","dirawat",10852
"2021-06-02","DKI JAKARTA","dirawat",10847
"2021-06-10","DKI JAKARTA","dirawat",12999
"2021-06-12","DKI JAKARTA","dirawat",15774
"2021-06-13","DKI JAKARTA","dirawat",17585
"2021-03-24","GORONTALO","dirawat",172
"2021-03-28","GORONTALO","dirawat",182
"2021-04-07","GORONTALO","dirawat",202
"2021-04-12","GORONTALO","dirawat",196
"2021-04-15","GORONTALO","dirawat",199
"2021-04-16","GORONTALO","dirawat",206
"2021-04-17","GORONTALO","dirawat",197
"2021-04-18","GORONTALO","dirawat",197
"2021-04-19","GORONTALO","dirawat",189
"2021-04-20","GORONTALO","dirawat",195
"2021-04-21","GORONTALO","dirawat",190
"2021-04-22","GORONTALO","dirawat",194
"2021-04-23","GORONTALO","dirawat",192
"2021-04-24","GORONTALO","dirawat",198
"2021-04-25","GORONTALO","dirawat",198
"2021-04-26","GORONTALO","dirawat",204
"2021-04-27","GORONTALO","dirawat",203
"2021-04-30","GORONTALO","dirawat",149
"2021-05-01","GORONTALO","dirawat",155
"2021-05-02","GORONTALO","dirawat",152
"2021-05-04","GORONTALO","dirawat",150
"2021-05-06","GORONTALO","dirawat",148
"2021-05-08","GORONTALO","dirawat",147
"2021-05-10","GORONTALO","dirawat",142
"2021-05-13","GORONTALO","dirawat",146
"2021-05-14","GORONTALO","dirawat",145
"2021-05-16","GORONTALO","dirawat",147
"2021-05-19","GORONTALO","dirawat",151
"2021-05-25","GORONTALO","dirawat",168
"2021-05-26","GORONTALO","dirawat",168
"2021-05-29","GORONTALO","dirawat",82
"2021-05-31","GORONTALO","dirawat",93
"2021-06-02","GORONTALO","dirawat",82
"2021-06-10","GORONTALO","dirawat",95
"2021-06-12","GORONTALO","dirawat",47
"2021-06-13","GORONTALO","dirawat",42
"2021-03-24","JAMBI","dirawat",971
"2021-03-28","JAMBI","dirawat",1071
"2021-04-07","JAMBI","dirawat",1175
"2021-04-12","JAMBI","dirawat",1184
"2021-04-15","JAMBI","dirawat",1173
"2021-04-16","JAMBI","dirawat",1196
"2021-04-17","JAMBI","dirawat",1219
"2021-04-18","JAMBI","dirawat",1228
"2021-04-19","JAMBI","dirawat",1235
"2021-04-20","JAMBI","dirawat",1266
"2021-04-21","JAMBI","dirawat",1277
"2021-04-22","JAMBI","dirawat",1322
"2021-04-23","JAMBI","dirawat",1304
"2021-04-24","JAMBI","dirawat",1302
"2021-04-25","JAMBI","dirawat",1307
"2021-04-26","JAMBI","dirawat",1302
"2021-04-27","JAMBI","dirawat",1312
"2021-04-30","JAMBI","dirawat",1395
"2021-05-01","JAMBI","dirawat",1402
"2021-05-02","JAMBI","dirawat",1445
"2021-05-04","JAMBI","dirawat",1466
"2021-05-06","JAMBI","dirawat",1540
"2021-05-08","JAMBI","dirawat",1568
"2021-05-10","JAMBI","dirawat",1591
"2021-05-13","JAMBI","dirawat",1593
"2021-05-14","JAMBI","dirawat",1616
"2021-05-16","JAMBI","dirawat",1545
"2021-05-19","JAMBI","dirawat",1448
"2021-05-25","JAMBI","dirawat",1458
"2021-05-26","JAMBI","dirawat",1459
"2021-05-29","JAMBI","dirawat",1455
"2021-05-31","JAMBI","dirawat",1613
"2021-06-02","JAMBI","dirawat",1647
"2021-06-10","JAMBI","dirawat",1997
"2021-06-12","JAMBI","dirawat",1943
"2021-06-13","JAMBI","dirawat",1838
"2021-03-24","JAWA BARAT","dirawat",25701
"2021-03-28","JAWA BARAT","dirawat",24176
"2021-04-07","JAWA BARAT","dirawat",24772
"2021-04-12","JAWA BARAT","dirawat",26801
"2021-04-15","JAWA BARAT","dirawat",28025
"2021-04-16","JAWA BARAT","dirawat",28506
"2021-04-17","JAWA BARAT","dirawat",28564
"2021-04-18","JAWA BARAT","dirawat",28987
"2021-04-19","JAWA BARAT","dirawat",29533
"2021-04-20","JAWA BARAT","dirawat",29966
"2021-04-21","JAWA BARAT","dirawat",28780
"2021-04-22","JAWA BARAT","dirawat",28865
"2021-04-23","JAWA BARAT","dirawat",28752
"2021-04-24","JAWA BARAT","dirawat",28555
"2021-04-25","JAWA BARAT","dirawat",28808
"2021-04-26","JAWA BARAT","dirawat",29884
"2021-04-27","JAWA BARAT","dirawat",30220
"2021-04-30","JAWA BARAT","dirawat",30375
"2021-05-01","JAWA BARAT","dirawat",30420
"2021-05-02","JAWA BARAT","dirawat",30597
"2021-05-04","JAWA BARAT","dirawat",30460
"2021-05-06","JAWA BARAT","dirawat",29555
"2021-05-08","JAWA BARAT","dirawat",30334
"2021-05-10","JAWA BARAT","dirawat",29070
"2021-05-13","JAWA BARAT","dirawat",29180
"2021-05-14","JAWA BARAT","dirawat",29097
"2021-05-16","JAWA BARAT","dirawat",29530
"2021-05-19","JAWA BARAT","dirawat",28634
"2021-05-25","JAWA BARAT","dirawat",28857
"2021-05-26","JAWA BARAT","dirawat",29045
"2021-05-29","JAWA BARAT","dirawat",29611
"2021-05-31","JAWA BARAT","dirawat",29337
"2021-06-02","JAWA BARAT","dirawat",25500
"2021-06-10","JAWA BARAT","dirawat",21770
"2021-06-12","JAWA BARAT","dirawat",21646
"2021-06-13","JAWA BARAT","dirawat",22229
"2021-03-24","JAWA TENGAH","dirawat",36216
"2021-03-28","JAWA TENGAH","dirawat",35972
"2021-04-07","JAWA TENGAH","dirawat",30760
"2021-04-12","JAWA TENGAH","dirawat",26082
"2021-04-15","JAWA TENGAH","dirawat",23070
"2021-04-16","JAWA TENGAH","dirawat",21873
"2021-04-17","JAWA TENGAH","dirawat",20557
"2021-04-18","JAWA TENGAH","dirawat",19602
"2021-04-19","JAWA TENGAH","dirawat",18337
"2021-04-20","JAWA TENGAH","dirawat",16559
"2021-04-21","JAWA TENGAH","dirawat",15190
"2021-04-22","JAWA TENGAH","dirawat",14050
"2021-04-23","JAWA TENGAH","dirawat",12932
"2021-04-24","JAWA TENGAH","dirawat",12488
"2021-04-25","JAWA TENGAH","dirawat",12423
"2021-04-26","JAWA TENGAH","dirawat",12520
"2021-04-27","JAWA TENGAH","dirawat",12140
"2021-04-30","JAWA TENGAH","dirawat",10301
"2021-05-01","JAWA TENGAH","dirawat",10258
"2021-05-02","JAWA TENGAH","dirawat",10343
"2021-05-04","JAWA TENGAH","dirawat",9860
"2021-05-06","JAWA TENGAH","dirawat",9739
"2021-05-08","JAWA TENGAH","dirawat",9197
"2021-05-10","JAWA TENGAH","dirawat",8733
"2021-05-13","JAWA TENGAH","dirawat",7634
"2021-05-14","JAWA TENGAH","dirawat",7341
"2021-05-16","JAWA TENGAH","dirawat",6798
"2021-05-19","JAWA TENGAH","dirawat",6809
"2021-05-25","JAWA TENGAH","dirawat",8160
"2021-05-26","JAWA TENGAH","dirawat",8515
"2021-05-29","JAWA TENGAH","dirawat",9262
"2021-05-31","JAWA TENGAH","dirawat",10333
"2021-06-02","JAWA TENGAH","dirawat",11538
"2021-06-10","JAWA TENGAH","dirawat",15694
"2021-06-12","JAWA TENGAH","dirawat",16718
"2021-06-13","JAWA TENGAH","dirawat",19126
"2021-03-24","JAWA TIMUR","dirawat",6228
"2021-03-28","JAWA TIMUR","dirawat",5866
"2021-04-07","JAWA TIMUR","dirawat",3245
"2021-04-12","JAWA TIMUR","dirawat",2815
"2021-04-15","JAWA TIMUR","dirawat",2839
"2021-04-16","JAWA TIMUR","dirawat",2870
"2021-04-17","JAWA TIMUR","dirawat",2781
"2021-04-18","JAWA TIMUR","dirawat",2674
"2021-04-19","JAWA TIMUR","dirawat",2657
"2021-04-20","JAWA TIMUR","dirawat",2662
"2021-04-21","JAWA TIMUR","dirawat",2720
"2021-04-22","JAWA TIMUR","dirawat",2590
"2021-04-23","JAWA TIMUR","dirawat",2591
"2021-04-24","JAWA TIMUR","dirawat",2607
"2021-04-25","JAWA TIMUR","dirawat",2608
"2021-04-26","JAWA TIMUR","dirawat",2568
"2021-04-27","JAWA TIMUR","dirawat",2535
"2021-04-30","JAWA TIMUR","dirawat",2514
"2021-05-01","JAWA TIMUR","dirawat",2205
"2021-05-02","JAWA TIMUR","dirawat",2191
"2021-05-04","JAWA TIMUR","dirawat",2154
"2021-05-06","JAWA TIMUR","dirawat",2153
"2021-05-08","JAWA TIMUR","dirawat",2082
"2021-05-10","JAWA TIMUR","dirawat",2069
"2021-05-13","JAWA TIMUR","dirawat",2091
"2021-05-14","JAWA TIMUR","dirawat",2044
"2021-05-16","JAWA TIMUR","dirawat",1954
"2021-05-19","JAWA TIMUR","dirawat",1842
"2021-05-25","JAWA TIMUR","dirawat",1938
"2021-05-26","JAWA TIMUR","dirawat",2049
"2021-05-29","JAWA TIMUR","dirawat",2115
"2021-05-31","JAWA TIMUR","dirawat",2100
"2021-06-02","JAWA TIMUR","dirawat",2138
"2021-06-10","JAWA TIMUR","dirawat",2798
"2021-06-12","JAWA TIMUR","dirawat",3082
"2021-06-13","JAWA TIMUR","dirawat",3266
"2021-03-24","KALIMANTAN BARAT","dirawat",604
"2021-03-28","KALIMANTAN BARAT","dirawat",601
"2021-04-07","KALIMANTAN BARAT","dirawat",483
"2021-04-12","KALIMANTAN BARAT","dirawat",563
"2021-04-15","KALIMANTAN BARAT","dirawat",686
"2021-04-16","KALIMANTAN BARAT","dirawat",739
"2021-04-17","KALIMANTAN BARAT","dirawat",790
"2021-04-18","KALIMANTAN BARAT","dirawat",824
"2021-04-19","KALIMANTAN BARAT","dirawat",824
"2021-04-20","KALIMANTAN BARAT","dirawat",839
"2021-04-21","KALIMANTAN BARAT","dirawat",877
"2021-04-22","KALIMANTAN BARAT","dirawat",924
"2021-04-23","KALIMANTAN BARAT","dirawat",955
"2021-04-24","KALIMANTAN BARAT","dirawat",975
"2021-04-25","KALIMANTAN BARAT","dirawat",934
